direction,corrAns,randomInstr,practice_run_loop.thisRepN,practice_run_loop.thisTrialN,practice_run_loop.thisN,practice_run_loop.thisIndex,instr.thisRepN,instr.thisTrialN,instr.thisN,instr.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,general_instruction.started,textInstr.started,respInstr.started,general_instruction.stopped,respInstr.keys,respInstr.rt,respInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,instrBeginTest.started,keyRespBeginTest.started,info.stopped,keyRespBeginTest.keys,keyRespBeginTest.rt,keyRespBeginTest.duration,main_instruction.started,text.started,key_resp.started,main_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,goodbye_text.started,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
right,right,speed,,,,,0,1,1,0,3,1,7,1,252.6771675,,,,,,,,,252.6615579999998,253.0107637000001,253.8115412999996,253.7949867999996,253.79499769999984,253.8115412999996,253.8115412999996,253.8115412999996,254.57922989999952,right,1,0.7513998000003994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,4,0,8,1,254.59536959999969,,,,,,,,,254.5797281999994,254.92900409999947,255.72962889999962,255.71336679999968,255.71337949999997,255.72962889999962,255.72962889999962,255.72962889999962,256.5809036999999,right,1,0.8478989999994155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,4,1,9,0,256.5971668000002,,,,,,,,,256.5814458999994,256.6804315999998,257.4794400999999,257.46321519999947,257.4632266999997,257.4794400999999,257.4794400999999,257.4794400999999,258.31570379999994,left,1,0.8271952999994028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,5,0,10,0,258.3319004999994,,,,,,,,,258.3162143999998,258.6654502000001,259.46614299999965,259.4497464999995,259.44975859999977,259.46614299999965,259.46614299999965,259.46614299999965,259.91706069999964,left,1,0.44792620000043826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,5,1,11,1,259.9332260000001,,,,,,,,,259.9175914999996,260.01651349999975,260.8172558999995,260.80093729999953,260.8009480999999,260.8172558999995,260.8172558999995,260.8172558999995,261.5517834000002,right,1,0.728804699999273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,6,0,12,0,261.56791989999965,,,,,,,,,261.55229280000003,261.90156919999936,262.70044679999955,262.68582439999955,262.68583560000025,262.70044679999955,262.70044679999955,262.70044679999955,263.46838320000006,left,1,0.7658566999998584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,6,1,13,1,263.4861353999995,,,,,,,,,263.46889809999993,263.81974660000014,264.62041279999994,264.6040164999995,264.60402729999987,264.62041279999994,264.62041279999994,264.62041279999994,265.9389632000002,right,1,1.3174896999998964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,7,0,14,1,265.9549116999997,,,,,,,,,265.9394550999996,266.05491399999937,266.8555615999994,266.8393452999999,266.83935669999937,266.8555615999994,266.8555615999994,266.8555615999994,267.40500770000017,right,1,0.54622930000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,7,1,15,0,267.42265599999973,,,,,,,,,267.40552449999996,268.60541060000014,269.40615290000005,269.3913404999994,269.3913520999995,269.40615290000005,269.40615290000005,269.40615290000005,270.3590494,left,1,0.9476371999999174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,8,0,16,0,270.3752021999999,,,,,,,,,270.3595545999997,271.55947279999964,272.3601123999997,272.3438570999997,272.34386769999946,272.3601123999997,272.3601123999997,272.3601123999997,272.82764359999965,right,0,0.46597269999983837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,8,1,17,1,272.8439822999999,,,,,,,,,272.8281640999994,274.0281315000002,274.82880939999995,274.8125590999998,274.81257019999975,274.82880939999995,274.82880939999995,274.82880939999995,275.4299044999998,right,1,0.5887602000002516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,9,0,18,1,275.4461145999994,,,,,,,,,275.43042849999983,275.52939419999984,276.3300909999998,276.31384179999986,276.3138533000001,276.3300909999998,276.3300909999998,276.3300909999998,276.8811058000001,right,1,0.543488499999512,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,9,1,19,0,276.89731539999957,,,,,,,,,276.8816182999999,276.9806656999999,277.77961159999995,277.7650162,277.7650271000002,277.77961159999995,277.77961159999995,277.77961159999995,278.3490646999999,left,1,0.5661697000005006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,10,0,20,1,278.36519709999993,,,,,,,,,278.34957549999945,279.1490912999998,279.94977239999935,279.93343449999975,279.93344499999967,279.94977239999935,279.94977239999935,279.94977239999935,280.41656989999956,right,1,0.4520511999999144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,10,1,21,0,280.4336394000002,,,,,,,,,280.41727509999964,280.7671922999998,281.56786310000007,281.55141579999963,281.5514271000002,281.56786310000007,281.56786310000007,281.56786310000007,281.96868970000014,left,1,0.3941751000002114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,11,0,22,1,281.9848127999994,,,,,,,,,281.9691928000002,282.7687937999999,283.56946340000013,283.5530328999994,283.55304419999993,283.56946340000013,283.56946340000013,283.56946340000013,283.90196209999976,right,1,0.3295564000000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,11,1,23,0,283.9198129999995,,,,,,,,,283.9024647999995,284.70202979999976,285.5028408999997,285.4879913999994,285.4880041999995,285.5028408999997,285.5028408999997,285.5028408999997,286.0553960999996,left,1,0.539292800000112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,12,0,24,1,286.0698849999999,,,,,,,,,286.0559125,286.1699420999994,286.9706593000001,286.9560203000001,286.95603219999975,286.9706593000001,286.9706593000001,286.9706593000001,287.4232522000002,right,1,0.44697809999979654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,12,1,25,0,287.4376857999996,,,,,,,,,287.4237923999999,287.77133969999977,288.5719165999999,288.5556666000002,288.55567789999986,288.5719165999999,288.5719165999999,288.5719165999999,288.9729219999999,right,0,0.39956720000009227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,13,0,26,0,288.9889621000002,,,,,,,,,288.9734066000001,289.3241866999997,290.1248590999994,290.1069698000001,290.1069805999996,290.1248590999994,290.1248590999994,290.1248590999994,290.80926569999974,left,1,0.6773316999997405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,13,1,27,1,290.82544249999955,,,,,,,,,290.8097785,291.1740788999996,291.9764642,291.96009739999954,291.9601081999999,291.9764642,291.9764642,291.9764642,292.5940759999994,right,1,0.6092195000001084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,14,0,28,0,292.6103412000002,,,,,,,,,292.5946076,292.94389839999985,293.7429277000001,293.72676090000004,293.7267738999999,293.7429277000001,293.7429277000001,293.7429277000001,294.29547209999964,right,0,0.5388200999996116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,14,1,29,1,294.3117266999998,,,,,,,,,294.2959876999994,295.09567160000006,295.89472729999943,295.87996810000004,295.8799804999999,295.89472729999943,295.89472729999943,295.89472729999943,296.4140609999995,right,1,0.5159794999999576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,15,0,30,0,296.4294132999994,,,,,,,,,296.41457309999987,296.51353409999956,297.3125126999994,297.29631150000023,297.29632589999983,297.3125126999994,297.3125126999994,297.3125126999994,297.86364739999954,left,1,0.5452894999998534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,15,1,31,1,297.87968999999975,,,,,,,,,297.8641926,297.9646912999997,298.7653701999998,298.74897919999967,298.7489908999996,298.7653701999998,298.7653701999998,298.7653701999998,299.7166738999995,left,0,0.9491042999998172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,16,0,32,1,299.7313902999995,,,,,,,,,299.71719329999996,300.5318562000002,301.33260580000024,301.31787519999943,301.3178865,301.33260580000024,301.33260580000024,301.33260580000024,301.91852669999935,right,1,0.5732494000003499,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,16,1,33,0,301.93474679999963,,,,,,,,,301.9190523999996,302.0164651999994,302.81872889999977,302.8023081000001,302.80231920000006,302.81872889999977,302.81872889999977,302.81872889999977,303.3681256,left,1,0.5436489000003348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,17,0,34,0,303.38586159999977,,,,,,,,,303.36861659999977,304.57017670000005,305.37093149999964,305.3544869999996,305.35449789999984,305.37093149999964,305.37093149999964,305.37093149999964,305.8718054000001,right,0,0.4954403000001548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,17,1,35,1,305.8880173999996,,,,,,,,,305.87229860000025,305.97130430000016,306.7720674000002,306.75561670000025,306.75562790000004,306.7720674000002,306.7720674000002,306.7720674000002,307.48836389999997,right,1,0.7018327999994654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,18,0,36,0,307.5060109999995,,,,,,,,,307.48890909999955,308.2899032999994,309.09060339999996,309.0742903999999,309.0743007000001,309.09060339999996,309.09060339999996,309.09060339999996,309.5414774000001,left,1,0.4390638000004401,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,18,1,37,1,309.5576712000002,,,,,,,,,309.54197209999984,310.7419861999997,311.5427043999998,311.5262226999994,311.52623479999966,311.5427043999998,311.5427043999998,311.5427043999998,312.3104248999998,left,0,0.7557696999992913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,19,0,38,1,312.32666040000004,,,,,,,,,312.31092329999956,312.6601357999998,313.46080359999996,313.44298290000006,313.44299369999953,313.46080359999996,313.46080359999996,313.46080359999996,313.99519820000023,right,1,0.5183405999996467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,19,1,39,0,314.01139030000013,,,,,,,,,313.99571209999976,315.19561950000025,315.9947419,315.9798160999999,315.9798274999994,315.9947419,315.9947419,315.9947419,316.6790065999994,left,1,0.6793593000002147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,20,0,40,0,316.695256,,,,,,,,,316.6795063999998,316.7803321000001,317.5793469,317.56311189999997,317.56312329999946,317.5793469,317.5793469,317.5793469,318.68236369999977,left,1,1.0871668999998292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,20,1,41,1,318.6986181000002,,,,,,,,,318.68287859999964,319.4825897999999,320.28318899999977,320.26691949999986,320.2669301999995,320.28318899999977,320.28318899999977,320.28318899999977,320.86759840000013,left,0,0.5677848999994239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,21,0,42,1,320.8837788999999,,,,,,,,,320.8680945999995,322.0680419999999,322.8687304999994,322.85225939999964,322.85227339999983,322.8687304999994,322.8687304999994,322.8687304999994,323.6531724999995,right,1,0.7816387000002578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,21,1,43,0,323.66947269999946,,,,,,,,,323.6536950999998,324.00300049999987,324.80198349999955,324.7872434000001,324.7872545,324.80198349999955,324.80198349999955,324.80198349999955,325.3212192000001,left,1,0.5121506000004956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,22,0,44,0,325.3374776999999,,,,,,,,,325.3217264999994,326.12137429999984,326.9220028999998,326.9057413999999,326.9057518999998,326.9220028999998,326.9220028999998,326.9220028999998,327.40624579999985,right,0,0.47249379999993835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,22,1,45,1,327.42242650000026,,,,,,,,,327.40674519999993,328.2064190000001,329.00706829999945,328.9907177999994,328.99072929999966,329.00706829999945,329.00706829999945,329.00706829999945,329.5564472999995,right,1,0.5469515000004321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,23,0,46,0,329.5726727000001,,,,,,,,,329.5569618999998,329.90627959999983,330.70844320000015,330.69212210000023,330.6921333,330.70844320000015,330.70844320000015,330.70844320000015,331.4079689,right,0,0.6858088999997562,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,23,1,47,1,331.4257808000002,,,,,,,,,331.4084839999996,331.50751820000005,332.3081549999997,332.29339679999975,332.2934083,332.3081549999997,332.3081549999997,332.3081549999997,332.99426929999936,right,1,0.670791100000315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,24,0,48,0,333.0104554999998,,,,,,,,,332.99477169999955,334.1947005000002,334.9953835999995,334.9790873000002,334.9791003999999,334.9953835999995,334.9953835999995,334.9953835999995,335.77851589999955,right,0,0.7751407999994626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,24,1,49,1,335.7962385999999,,,,,,,,,335.7790447999996,335.8960898999994,336.6951514000002,336.6804545999994,336.6804655999995,336.6951514000002,336.6951514000002,336.6951514000002,337.2629483999999,right,1,0.5624582999998893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,25,0,50,1,337.2806419999997,,,,,,,,,337.2634674000001,337.3640687999996,338.16309660000024,338.14838280000004,338.14839329999995,338.16309660000024,338.16309660000024,338.16309660000024,339.0826520999999,right,1,0.9108697000001484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,25,1,51,0,339.0988698000001,,,,,,,,,339.08316319999994,340.2831351999994,341.0837911999997,341.06586439999955,341.0658751000001,341.0837911999997,341.0837911999997,341.0837911999997,342.0350897999997,left,1,0.935512999999446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,26,0,52,0,342.0512499999995,,,,,,,,,342.0355863999994,343.2356229999996,344.0363749999997,344.0198888999994,344.01990019999994,344.0363749999997,344.0363749999997,344.0363749999997,344.9541398000001,right,0,0.9093602000002647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,26,1,53,1,344.97033159999955,,,,,,,,,344.95466099999976,345.75439839999945,346.5549814999995,346.5386503999998,346.5386618000002,346.5549814999995,346.5549814999995,346.5549814999995,347.1226504999995,right,1,0.5522654999995211,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,27,0,54,1,347.1388557,,,,,,,,,347.12318589999995,347.9227112999997,348.72178970000004,348.70717779999995,348.7071890999996,348.72178970000004,348.72178970000004,348.72178970000004,349.24119169999994,right,1,0.5046839999995427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,27,1,55,0,349.2572715999995,,,,,,,,,349.24168929999996,349.3407110999997,350.1413456999999,350.12498890000006,350.12500230000023,350.1413456999999,350.1413456999999,350.1413456999999,350.7406857999995,right,0,0.59710079999968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,28,0,56,0,350.75853240000015,,,,,,,,,350.7411889999994,350.84192900000016,351.6426428999994,351.6261005999995,351.6261118000002,351.6426428999994,351.6426428999994,351.6426428999994,352.8273349000001,left,1,1.175361900000098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,28,1,57,1,352.8436290999998,,,,,,,,,352.82787519999965,353.6442932,354.4449513999998,354.42856010000014,354.4285713999998,354.4449513999998,354.4449513999998,354.4449513999998,355.0458499999995,right,1,0.5970400999995036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
right,right,speed,,,,,0,1,1,0,29,0,58,1,355.0621139999994,,,,,,,,,355.04634650000025,356.2613738,357.06208460000016,357.0473480999999,357.0473600999994,357.06208460000016,357.06208460000016,357.06208460000016,357.64806940000017,right,1,0.5718349999997372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,29,1,59,0,357.6625841999994,,,,,,,,,357.64858730000014,358.46326080000017,359.2655514999997,359.24745209999946,359.2474625999994,359.2655514999997,359.2655514999997,359.2655514999997,360.3654287999998,left,1,1.0883610999999291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
left,left,accuracy,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-095799,001,2024-03-09_13h54.37.627,random_dot,2023.2.3,59.94600064274645,2024-03-09 13h54.42.301977 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.3658048999996,360.3830710000002,365.3706592999997,,,,,,,,
