direction,corrAns,practice_run_loop.thisRepN,practice_run_loop.thisTrialN,practice_run_loop.thisN,practice_run_loop.thisIndex,first_run_loop.thisRepN,first_run_loop.thisTrialN,first_run_loop.thisN,first_run_loop.thisIndex,second_run_loop.thisRepN,second_run_loop.thisTrialN,second_run_loop.thisN,second_run_loop.thisIndex,thisRow.t,notes,instruction.started,textInstr.started,respInstr.started,instruction.stopped,respInstr.keys,respInstr.rt,respInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,instruction_1.started,textInst1.started,respInstr1.started,instruction_1.stopped,respInstr1.keys,respInstr1.rt,respInstr1.duration,instruction_2.started,textInstr2.started,respInstr2.started,instruction_2.stopped,respInstr2.keys,respInstr2.rt,respInstr2.duration,stimulusDots.stopped,goodbye.started,goodbye_text.started,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.034941399997478584,0.058260199999494944,0.058260199999494944,26.70090739999796,space,26.624810200002685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,0,0,0,0,,,,,,,,,26.713474699998187,,,,,,,,,26.705427199998667,27.06381649999821,27.86611339999945,27.84976309999911,27.84977539999818,27.86611339999945,27.86611339999945,27.86611339999945,29.0161483999982,right,0,1.144571700002416,None,29.016536199997063,29.032033899999078,29.51760049999939,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,0,1,1,1,,,,,,,,,29.534164799999417,,,,,,,,,29.517808099997637,29.61761949999709,30.418213999997533,30.401755199996842,30.401768099996843,30.418213999997533,30.418213999997533,30.418213999997533,31.102773499998875,right,1,0.6724830000021029,None,31.103045799998654,31.117066099999647,31.60291479999796,31.619310599999153,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,1,0,2,0,,,,,,,,,31.619310599999153,,,,,,,,,31.603120799998578,32.80361300000004,33.602574299999105,33.58628939999835,33.586301899998944,33.602574299999105,33.602574299999105,33.602574299999105,34.35379759999705,right,0,0.7444396999999299,None,34.354064799998014,34.36984709999888,34.85412619999988,34.87029059999986,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,1,1,3,1,,,,,,,,,34.87029059999986,,,,,,,,,34.854327699998976,35.20390099999713,36.006096799999796,35.98972689999937,35.98973779999869,36.006096799999796,36.006096799999796,36.006096799999796,36.67235379999693,left,0,0.653018199998769,None,36.67260829999941,36.69014799999786,37.17388260000007,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,2,0,4,0,,,,,,,,,37.190510299999005,,,,,,,,,37.17415719999917,37.974428999998054,38.77517109999826,38.75720299999739,38.757214599998406,38.77517109999826,38.77517109999826,38.77517109999826,39.42455859999973,right,0,0.6439780999971845,None,39.42483209999773,39.44060979999995,39.92474339999899,39.94270519999918,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,2,1,5,1,,,,,,,,,39.94270519999918,,,,,,,,,39.92496239999673,41.12707179999779,41.92772429999968,41.909704099998635,41.9097148999972,41.92772429999968,41.92772429999968,41.92772429999968,42.62720179999815,right,1,0.6911881000014546,None,42.62747679999666,42.64340369999991,43.12884959999792,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,3,0,6,1,,,,,,,,,43.143795500000124,,,,,,,,,43.12906389999989,43.47744160000002,44.27801919999911,44.263210099998105,44.2632225999987,44.27801919999911,44.27801919999911,44.27801919999911,44.96238839999933,right,1,0.6703065000001516,None,44.96264549999978,44.97874849999789,45.464045999997325,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,3,1,7,0,,,,,,,,,45.47919499999989,,,,,,,,,45.464281599997776,45.56405239999731,46.364664699998684,46.348604499999055,46.3486155999999,46.364664699998684,46.364664699998684,46.364664699998684,46.91567269999723,right,0,0.5357837000010477,None,46.91593859999921,46.93184990000009,47.415877499999624,47.43230169999879,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,4,0,8,0,,,,,,,,,47.43230169999879,,,,,,,,,47.41607539999677,48.214686999999685,49.01698239999678,49.00059259999762,49.00060449999728,49.01698239999678,49.01698239999678,49.01698239999678,49.83498129999862,left,1,0.8018148000010115,None,49.83526999999958,49.8493920999972,50.33528729999671,50.351411599996936,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,4,1,9,1,,,,,,,,,50.351411599996936,,,,,,,,,50.33549899999707,50.68510659999811,51.485807599998225,51.46919960000014,51.46921029999794,51.485807599998225,51.485807599998225,51.485807599998225,52.60371579999992,right,1,1.1096787999995286,None,52.6039912999986,52.6198758999999,53.10394289999749,53.120404999997845,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,5,0,10,1,,,,,,,,,53.120404999997845,,,,,,,,,53.104149799997685,53.904288599998836,54.70496329999878,54.68869999999879,54.68871139999828,54.70496329999878,54.70496329999878,54.70496329999878,55.28942420000021,left,0,0.5699017999977514,None,55.28968849999728,55.30378419999761,55.78954559999693,55.80589150000014,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,5,1,11,0,,,,,,,,,55.80589150000014,,,,,,,,,55.78974439999729,56.139476399999694,56.94015109999964,56.92368290000013,56.923692999997,56.94015109999964,56.94015109999964,56.94015109999964,57.82484249999834,left,1,0.8707354999969539,None,57.825102399998286,57.83916169999793,58.32345079999868,58.33972139999969,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,6,0,12,1,,,,,,,,,58.33972139999969,,,,,,,,,58.32367279999744,58.43974909999815,59.24036129999877,59.224081399999704,59.22409329999937,59.24036129999877,59.24036129999877,59.24036129999877,59.85827619999691,right,1,0.6105112999975972,None,59.858541499997955,59.87583899999663,60.37490479999906,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,6,1,13,0,,,,,,,,,60.39164719999826,,,,,,,,,60.375142299999425,60.45817949999764,61.26033429999734,61.242574399999285,61.242586699998355,61.26033429999734,61.26033429999734,61.26033429999734,61.94324760000018,right,0,0.6792921000014758,None,61.94351429999733,61.96093800000017,62.444776999996975,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,7,0,14,0,,,,,,,,,62.46143999999913,,,,,,,,,62.44497760000013,62.79509959999996,63.59573819999787,63.57923680000022,63.57924719999937,63.59573819999787,63.59573819999787,63.59573819999787,64.54705619999731,right,0,0.9350586000000476,None,64.54731669999819,64.56307849999939,65.0472523999997,65.06354259999716,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,7,1,15,1,,,,,,,,,65.06354259999716,,,,,,,,,65.04744969999956,66.24785509999856,67.048545499998,67.03207419999671,67.03208459999951,67.048545499998,67.048545499998,67.048545499998,67.74974079999811,right,1,0.699637799996708,None,67.7500043,67.76403789999677,68.24987409999812,68.2661902999971,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,8,0,16,0,,,,,,,,,68.2661902999971,,,,,,,,,68.25007229999756,68.61656349999976,69.41549619999932,69.40079709999918,69.40080919999673,69.41549619999932,69.41549619999932,69.41549619999932,70.03325969999787,left,1,0.6113970000005793,None,70.0335312999996,70.04946019999988,70.53471729999728,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,8,1,17,1,,,,,,,,,70.54980239999713,,,,,,,,,70.53492489999917,71.33536529999765,72.13600640000004,72.11815909999859,72.11817149999843,72.13600640000004,72.13600640000004,72.13600640000004,72.7703748999993,right,1,0.6265547999973933,None,72.77066279999781,72.78664909999861,73.27062379999916,73.28708929999993,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,9,0,18,0,,,,,,,,,73.28708929999993,,,,,,,,,73.27082329999757,74.47130299999844,75.27197759999763,75.25559470000007,75.25560579999728,75.27197759999763,75.27197759999763,75.27197759999763,76.05662569999913,left,1,0.771054600001662,None,76.05688139999984,76.07264049999867,76.57311139999729,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,9,1,19,1,,,,,,,,,76.58980079999674,,,,,,,,,76.5733239000001,77.35709809999753,78.15778469999714,78.14128809999966,78.14129959999991,78.15778469999714,78.15778469999714,78.15778469999714,78.7087509999983,right,1,0.5412594000008539,None,78.70903199999884,78.72327409999707,79.20887169999696,79.2257847999972,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.20891039999697,79.2257847999972,79.2257847999972,85.44759259999773,space,6.208736399999907,None,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,0,0,0,0,,,,,85.46368919999804,,,,,,,,,85.45148369999879,85.54722529999708,86.3477619999976,86.33140979999735,86.33142009999938,86.3477619999976,86.3477619999976,86.3477619999976,87.24910189999719,right,0,0.8868521000003966,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,0,1,1,1,,,,,87.26518509999732,,,,,,,,,87.24975919999997,88.44962069999747,89.24861379999857,89.23234869999942,89.23236159999942,89.24861379999857,89.24861379999857,89.24861379999857,89.8679170999967,right,1,0.6034567999995488,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,1,0,2,0,,,,,89.88412129999779,,,,,,,,,89.8684336999977,91.0683597999996,91.86898149999979,91.85112359999766,91.85113549999733,91.86898149999979,91.86898149999979,91.86898149999979,92.68532570000025,left,1,0.8140410999985761,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,1,1,3,1,,,,,92.70306989999881,,,,,,,,,92.68582640000022,93.48710789999677,94.2877548999968,94.27141799999663,94.27142959999765,94.2877548999968,94.2877548999968,94.2877548999968,94.97212359999685,right,1,0.668220300001849,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,2,0,4,0,,,,,94.98675069999808,,,,,,,,,94.97269439999945,95.07181779999883,95.87233829999968,95.85599919999731,95.85601119999774,95.87233829999968,95.87233829999968,95.87233829999968,96.907161799998,right,0,1.019262699999672,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,2,1,5,1,,,,,96.9233467999984,,,,,,,,,96.9077615999995,98.10749519999808,98.90814809999938,98.89193759999762,98.8919481999983,98.90814809999938,98.90814809999938,98.90814809999938,99.44089729999905,right,1,0.5263343000005989,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,3,0,6,0,,,,,99.45873389999906,,,,,,,,,99.44145449999996,99.54060509999908,100.34270549999928,100.32478369999808,100.32479579999927,100.34270549999928,100.34270549999928,100.34270549999928,100.86032969999724,right,0,0.5082053000005544,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,3,1,7,1,,,,,100.87649739999688,,,,,,,,,100.86083409999992,101.21002139999837,102.01071539999975,101.99444999999832,101.9944626999968,102.01071539999975,102.01071539999975,102.01071539999975,102.59510589999991,right,1,0.5761373999994248,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,4,0,8,1,,,,,102.60966809999809,,,,,,,,,102.59576269999889,102.71138029999929,103.51198659999864,103.4955764999977,103.4955872999999,103.51198659999864,103.51198659999864,103.51198659999864,104.04478719999679,left,0,0.5313675999968837,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,4,1,9,0,,,,,104.06241729999965,,,,,,,,,104.04529129999719,104.1458492999991,104.94498399999793,104.93018489999668,104.93019669999921,104.94498399999793,104.94498399999793,104.94498399999793,106.22959909999918,right,0,1.2821693000005325,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,5,0,10,1,,,,,106.2459846999991,,,,,,,,,106.23013859999992,107.43187849999958,108.23257539999759,108.21466979999968,108.21468199999799,108.23257539999759,108.23257539999759,108.23257539999759,108.9003707999982,right,1,0.6659894000003987,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,5,1,11,0,,,,,108.91488709999976,,,,,,,,,108.90089329999682,109.25018809999892,110.06587479999871,110.0494953999987,110.04950669999744,110.06587479999871,110.06587479999871,110.06587479999871,111.30237569999736,left,1,1.2329921999989892,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,6,0,12,1,,,,,111.31851409999945,,,,,,,,,111.30302539999684,111.40186889999677,112.20246570000018,112.18615919999866,112.18616959999781,112.20246570000018,112.20246570000018,112.20246570000018,112.85206639999888,right,1,0.6406978000013623,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,6,1,13,0,,,,,112.86968989999878,,,,,,,,,112.85270179999861,113.20332879999842,114.00404029999845,113.98769089999769,113.98770279999735,114.00404029999845,114.00404029999845,114.00404029999845,114.6869743999996,right,0,0.6705194999995001,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,7,0,14,1,,,,,114.70465129999866,,,,,,,,,114.68748689999848,114.78804589999709,115.58869649999906,115.57224329999735,115.57225560000006,115.58869649999906,115.58869649999906,115.58869649999906,116.30476349999662,right,1,0.7028116000001319,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,7,1,15,0,,,,,116.32301489999736,,,,,,,,,116.30536909999864,117.10655699999916,117.90721729999859,117.89095909999742,117.89097059999767,117.90721729999859,117.90721729999859,117.90721729999859,118.45672409999679,left,1,0.535859800002072,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,8,0,16,0,,,,,118.47432519999711,,,,,,,,,118.45725859999948,119.65872649999801,120.47604080000019,120.45809739999822,120.45810929999789,120.47604080000019,120.47604080000019,120.47604080000019,122.6117282999985,left,1,2.1192587000005005,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,8,1,17,1,,,,,122.6277388999988,,,,,,,,,122.61223639999662,122.96139799999946,123.7620399999978,123.74574749999738,123.7457590999984,123.7620399999978,123.7620399999978,123.7620399999978,125.13042809999752,right,1,1.3606970000000729,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,9,0,18,0,,,,,125.14667879999979,,,,,,,,,125.13094199999978,126.33080209999753,127.13150229999883,127.11517639999875,127.11518759999672,127.13150229999883,127.13150229999883,127.13150229999883,128.24968739999895,left,1,1.103454399999464,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,9,1,19,1,,,,,128.26581589999842,,,,,,,,,128.25019459999749,129.04988409999714,129.85047639999902,129.83400719999918,129.8340191999996,129.85047639999902,129.85047639999902,129.85047639999902,130.8001912999971,right,1,0.9372800000019197,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,10,0,20,0,,,,,130.81794139999693,,,,,,,,,130.800736899997,130.90127039999788,131.7019825999996,131.6839852999983,131.68399679999857,131.7019825999996,131.7019825999996,131.7019825999996,132.551560099997,left,1,0.8372616000015114,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,10,1,21,1,,,,,132.56946569999855,,,,,,,,,132.5520727999974,132.65287739999985,133.45346509999945,133.4370252999979,133.4370358999986,133.45346509999945,133.45346509999945,133.45346509999945,134.13782499999797,right,1,0.6777902000030736,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,11,0,22,1,,,,,134.15403049999804,,,,,,,,,134.13833890000024,134.23734629999672,135.03801779999776,135.02011519999724,135.02012979999927,135.03801779999776,135.03801779999776,135.03801779999776,139.30884989999686,right,1,4.268715300000622,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,11,1,23,0,,,,,139.32328399999824,,,,,,,,,139.30939789999684,140.10729809999975,140.90960730000006,140.89334029999736,140.8933524999993,140.90960730000006,140.90960730000006,140.90960730000006,141.9108613999997,left,1,0.9893172000010964,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,12,0,24,0,,,,,141.92714909999995,,,,,,,,,141.9113722999973,142.01052899999922,142.81115579999823,142.7948612,142.79487289999815,142.81115579999823,142.81115579999823,142.81115579999823,143.74581129999933,right,0,0.9201723000005586,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,12,1,25,1,,,,,143.76200569999855,,,,,,,,,143.74631859999863,144.54589999999735,145.34654419999788,145.33031269999992,145.33032489999823,145.34654419999788,145.34654419999788,145.34654419999788,146.56484199999977,right,1,1.2083191999990959,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,13,0,26,1,,,,,146.58103539999865,,,,,,,,,146.5653551999967,146.9146643999993,147.713552899997,147.69884099999763,147.69885409999915,147.713552899997,147.713552899997,147.713552899997,148.4980852999979,right,1,0.7700474999983271,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,13,1,27,0,,,,,148.51595629999792,,,,,,,,,148.4986162999994,149.70016219999889,150.49917039999855,150.48296349999873,150.48297549999916,150.49917039999855,150.49917039999855,150.49917039999855,151.13372269999672,right,0,0.6323264999991807,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,14,0,28,1,,,,,151.15143069999976,,,,,,,,,151.1342599999989,151.48332539999683,152.2856791999984,152.26928289999705,152.2692954999984,152.2856791999984,152.2856791999984,152.2856791999984,152.86997679999695,right,1,0.5739049000003433,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,14,1,29,0,,,,,152.88628509999762,,,,,,,,,152.87063849999686,154.07049699999698,154.871053699997,154.85489979999693,154.85491059999913,154.871053699997,154.871053699997,154.871053699997,155.97272099999827,left,1,1.0922313000010035,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,15,0,30,1,,,,,155.98882439999943,,,,,,,,,155.9732428999996,156.32231619999948,157.1229891999974,157.1066439999995,157.1066581999985,157.1229891999974,157.1229891999974,157.1229891999974,157.7573142000001,right,1,0.6317516999988584,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,15,1,31,0,,,,,157.77350499999739,,,,,,,,,157.75782139999865,158.55759599999874,159.35813829999825,159.3419004999996,159.34191259999716,159.35813829999825,159.35813829999825,159.35813829999825,160.04097529999854,left,1,0.6771205999975791,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,16,0,32,0,,,,,160.05716069999835,,,,,,,,,160.04149789999792,160.39078679999875,161.19135469999674,161.17655939999895,161.17657150000014,161.19135469999674,161.19135469999674,161.19135469999674,162.76175059999878,left,1,1.5550375999991957,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,16,1,33,1,,,,,162.77762799999982,,,,,,,,,162.76227609999842,163.11138070000015,163.91199679999772,163.89560429999983,163.89561639999738,163.91199679999772,163.91199679999772,163.91199679999772,164.56163670000024,right,1,0.6426071999994747,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,17,0,34,1,,,,,164.57922959999996,,,,,,,,,164.56220819999726,164.91288910000003,165.71355159999803,165.6969680000002,165.696978699998,165.71355159999803,165.71355159999803,165.71355159999803,167.3486972999999,right,1,1.633484399997542,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,17,1,35,0,,,,,167.36477699999887,,,,,,,,,167.34921439999744,167.71504209999694,168.51580169999943,168.4993938999978,168.4994044999985,168.51580169999943,168.51580169999943,168.51580169999943,170.03245909999896,right,0,1.503498899997794,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,18,0,36,1,,,,,170.0489127999972,,,,,,,,,170.03311459999895,171.23459359999833,172.03525749999972,172.0173266999991,172.01733879999665,172.03525749999972,172.03525749999972,172.03525749999972,172.65315089999785,right,1,0.6164820000012696,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,18,1,37,0,,,,,172.6693536999992,,,,,,,,,172.65365629999724,173.45325109999976,174.25386159999834,174.2374122000001,174.23742270000002,174.25386159999834,174.25386159999834,174.25386159999834,175.22183799999766,left,1,0.9570103000005474,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,19,0,38,0,,,,,175.2379437999989,,,,,,,,,175.22234319999916,176.02047449999736,176.82266849999723,176.8063336999985,176.8063461999991,176.82266849999723,176.82266849999723,176.82266849999723,177.5238212999975,right,0,0.6843909999988682,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,19,1,39,1,,,,,177.539839699999,,,,,,,,,177.52435349999723,177.87349469999754,178.67415329999858,178.65776449999976,178.65777519999756,178.67415329999858,178.67415329999858,178.67415329999858,179.5405847999973,right,1,0.8564899000011792,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
