direction,corrAns,practice_run_loop.thisRepN,practice_run_loop.thisTrialN,practice_run_loop.thisN,practice_run_loop.thisIndex,first_run_loop.thisRepN,first_run_loop.thisTrialN,first_run_loop.thisN,first_run_loop.thisIndex,second_run_loop.thisRepN,second_run_loop.thisTrialN,second_run_loop.thisN,second_run_loop.thisIndex,thisRow.t,notes,instruction.started,textInstr.started,respInstr.started,instruction.stopped,respInstr.keys,respInstr.rt,respInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,instruction_1.started,textInst1.started,respInstr1.started,instruction_1.stopped,respInstr1.keys,respInstr1.rt,respInstr1.duration,instruction_2.started,textInstr2.started,respInstr2.started,instruction_2.stopped,respInstr2.keys,respInstr2.rt,respInstr2.duration,stimulusDots.stopped,goodbye.started,goodbye_text.started,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
left,left,,,,,20,0,40,0,,,,,179.55670479999753,,,,,,,,,179.54120359999797,180.3421054999999,181.14117219999753,181.12504719999924,181.12505899999815,181.14117219999753,181.14117219999753,181.14117219999753,181.77559269999983,right,0,0.6214971000008518,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,20,1,41,1,,,,,181.79187169999932,,,,,,,,,181.77609699999812,182.5773726999978,183.37799610000002,183.36165110000002,183.3616621000001,183.37799610000002,183.37799610000002,183.37799610000002,183.99592329999723,right,1,0.6168760000000475,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,21,0,42,0,,,,,184.0120958999978,,,,,,,,,183.9964473,185.19617689999723,185.9969252999981,185.98047049999877,185.9804813999981,185.9969252999981,185.9969252999981,185.9969252999981,187.51549919999889,left,1,1.5019635999997263,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,21,1,43,1,,,,,187.53142769999977,,,,,,,,,187.51600649999818,188.31547819999832,189.1161351999981,189.10009779999746,189.10011029999805,189.1161351999981,189.1161351999981,189.1161351999981,189.73399289999725,right,1,0.6146794999986014,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,22,0,44,0,,,,,189.7501009999978,,,,,,,,,189.73451879999993,189.83336289999716,190.63236889999826,190.61764299999777,190.61765399999786,190.63236889999826,190.63236889999826,190.63236889999826,191.2500739999996,right,0,0.6025005000010424,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,22,1,45,1,,,,,191.2678780999995,,,,,,,,,191.25057240000024,191.3497024999997,192.1503159999993,192.1355893,192.13560129999678,192.1503159999993,192.1503159999993,192.1503159999993,192.80138609999995,right,1,0.644048300000577,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,23,0,46,1,,,,,192.8192554999987,,,,,,,,,192.80191489999925,193.15116419999686,193.95338439999978,193.93719679999776,193.9372087999982,193.95338439999978,193.95338439999978,193.95338439999978,194.5362118999983,right,1,0.5689244999994116,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,23,1,47,0,,,,,194.55418689999715,,,,,,,,,194.5367652999994,195.33800979999796,196.1386145999968,196.1206671,196.1206796999977,196.1386145999968,196.1386145999968,196.1386145999968,196.63792939999985,right,0,0.4960215999999491,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,24,0,48,0,,,,,196.65563289999773,,,,,,,,,196.63845749999746,196.98933619999661,197.79004449999775,197.77350359999764,197.77351439999984,197.79004449999775,197.79004449999775,197.79004449999775,198.4744823999972,right,0,0.6690826999983983,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
right,right,,,,,24,1,49,1,,,,,198.49058890000015,,,,,,,,,198.4751557999989,199.274512699998,200.07515109999804,200.0587921999977,200.0588033999993,200.07515109999804,200.07515109999804,200.07515109999804,200.79146219999893,right,1,0.7113789000031829,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
left,left,,,,,25,0,50,0,,,,,200.8090330999985,,,,,,,,,200.79200969999874,201.59323839999706,202.39376439999978,202.37735969999994,202.37737029999698,202.39376439999978,202.39376439999978,202.39376439999978,203.57702040000004,left,1,1.1765309000002162,None,,,,,,,,,,,,,,,,,,,,,,,sub-020665,001,2024-03-08_16h11.23.449,random_dot,2023.2.3,59.93328227017903,2024-03-08 16h11.27.547682 +0100,
