direction,corrAns,practice_run_loop.thisRepN,practice_run_loop.thisTrialN,practice_run_loop.thisN,practice_run_loop.thisIndex,instr.thisRepN,instr.thisTrialN,instr.thisN,instr.thisIndex,randomInstr,thisRow.t,notes,instruction.started,textInstr.started,respInstr.started,instruction.stopped,respInstr.keys,respInstr.rt,respInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,instruction_1.started,textInst1.started,respInstr1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.02921290000085719,0.05366440000216244,0.05366440000216244,0.9618355999991763,space,0.8975334999995539,None,,,,,,,,,,,,,,,,,,,,,sub-028456,001,2024-03-08_20h09.19.619,random_dot,2023.2.3,59.93859889926,2024-03-08 20h09.23.995763 +0100,
left,left,0,0,0,0,,,,,,0.9777501999997185,,,,,,,,,0.9660937000007834,1.3114207000035094,2.1121274000033736,2.09569680000277,2.0957081000015023,2.1121274000033736,2.1121274000033736,2.1121274000033736,2.8631735000017215,left,1,0.7422907000000123,None,2.863556600001175,2.8793107000019518,3.3799036999989767,3.363454999998794,,,,sub-028456,001,2024-03-08_20h09.19.619,random_dot,2023.2.3,59.93859889926,2024-03-08 20h09.23.995763 +0100,
right,right,0,1,1,1,,,,,,3.3799036999989767,,,,,,,,,3.36366110000381,4.564130400001886,5.366471500004991,5.350162399998226,5.350172600003134,5.366471500004991,5.366471500004991,5.366471500004991,5.700771900003019,left,0,0.32041949999984354,None,5.70103210000525,5.715165699999488,6.217404800001532,6.1991035000028205,,,,sub-028456,001,2024-03-08_20h09.19.619,random_dot,2023.2.3,59.93859889926,2024-03-08 20h09.23.995763 +0100,
right,right,1,0,2,1,,,,,,6.217404800001532,,,,,,,,,6.199284499998612,7.3998858999984805,8.202249699999811,8.18432279999979,8.184334000005038,8.202249699999811,8.202249699999811,8.202249699999811,8.501320600000327,left,0,0.2926558000035584,None,8.501565099999425,8.519275700004073,,9.002911399998993,,,,sub-028456,001,2024-03-08_20h09.19.619,random_dot,2023.2.3,59.93859889926,2024-03-08 20h09.23.995763 +0100,
left,left,1,1,3,0,,,,,,9.019749600003706,,,,,,,,,9.003126399999019,10.203895600003307,11.019561400004022,11.003168200004438,11.00317940000241,11.019561400004022,11.019561400004022,11.019561400004022,11.353727400004573,left,1,0.32371109999803593,None,11.353965100002824,11.36967160000495,11.870166500004416,11.853775499999756,,,,sub-028456,001,2024-03-08_20h09.19.619,random_dot,2023.2.3,59.93859889926,2024-03-08 20h09.23.995763 +0100,
,,,,,,,,,,,11.870166500004416,,,,,,,,,,,,,,,,,,,,,,,,,,11.858093300004839,11.870166500004416,11.870166500004416,,,,,,,,
