direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-71305954
left,left,NA,0,0,0,NA,NA,NA,right,0,4.359535899999855,sub-71305954
right,right,NA,0,1,1,NA,NA,NA,left,0,2.031249099999968,sub-71305954
right,right,NA,1,0,2,NA,NA,NA,right,1,27.16592199999991,sub-71305954
left,left,NA,1,1,3,NA,NA,NA,right,0,2.278532999999925,sub-71305954
right,right,NA,2,0,4,NA,NA,NA,left,0,2.686758599999848,sub-71305954
left,left,NA,2,1,5,NA,NA,NA,right,0,1.8431397000001652,sub-71305954
left,left,NA,3,0,6,NA,NA,NA,right,0,2.660743299999922,sub-71305954
right,right,NA,3,1,7,NA,NA,NA,left,0,1.5056422000000111,sub-71305954
right,right,NA,4,0,8,NA,NA,NA,left,0,1.8894341000000168,sub-71305954
left,left,NA,4,1,9,NA,NA,NA,right,0,2.154707900000176,sub-71305954
left,left,NA,5,0,10,NA,NA,NA,right,0,2.249130899999954,sub-71305954
right,right,NA,5,1,11,NA,NA,NA,left,0,1.521012599999949,sub-71305954
right,right,NA,6,0,12,NA,NA,NA,right,1,2.06457249999994,sub-71305954
left,left,NA,6,1,13,NA,NA,NA,left,1,2.319879000000128,sub-71305954
left,left,NA,7,0,14,NA,NA,NA,right,0,3.160837700000002,sub-71305954
right,right,NA,7,1,15,NA,NA,NA,right,1,1.319248000000016,sub-71305954
left,left,NA,8,0,16,NA,NA,NA,left,1,1.2482148999999936,sub-71305954
right,right,NA,8,1,17,NA,NA,NA,right,1,0.8414820000000418,sub-71305954
left,left,NA,9,0,18,NA,NA,NA,left,1,0.6327208000000155,sub-71305954
right,right,NA,9,1,19,NA,NA,NA,right,1,0.6755924000001414,sub-71305954
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-71305954
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-71305954
left,left,speed,NA,NA,NA,0,0,0,left,1,0.5092885999999908,sub-71305954
right,right,speed,NA,NA,NA,0,1,1,right,1,0.5087932999999794,sub-71305954
right,right,speed,NA,NA,NA,1,0,2,right,1,0.4231979000001047,sub-71305954
left,left,speed,NA,NA,NA,1,1,3,left,1,0.6854597999999896,sub-71305954
left,left,speed,NA,NA,NA,2,0,4,right,0,0.7637494999999035,sub-71305954
