direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-42588133
left,left,NA,0,0,0,NA,NA,NA,right,0,7.903098900002078,sub-42588133
right,right,NA,0,1,1,NA,NA,NA,right,1,2.959962299995823,sub-42588133
right,right,NA,1,0,2,NA,NA,NA,left,0,2.6384282000071835,sub-42588133
left,left,NA,1,1,3,NA,NA,NA,left,1,1.9077943000011144,sub-42588133
right,right,NA,2,0,4,NA,NA,NA,right,1,0.975722900009714,sub-42588133
left,left,NA,2,1,5,NA,NA,NA,right,0,1.7952260999882128,sub-42588133
left,left,NA,3,0,6,NA,NA,NA,right,0,2.6549366999970516,sub-42588133
right,right,NA,3,1,7,NA,NA,NA,right,1,1.1801820000109728,sub-42588133
left,left,NA,4,0,8,NA,NA,NA,left,1,0.8480080000008456,sub-42588133
right,right,NA,4,1,9,NA,NA,NA,right,1,0.8582463999919128,sub-42588133
left,left,NA,5,0,10,NA,NA,NA,left,1,0.7198725000052946,sub-42588133
right,right,NA,5,1,11,NA,NA,NA,right,1,0.579876100004185,sub-42588133
left,left,NA,6,0,12,NA,NA,NA,left,1,0.6928671000059694,sub-42588133
right,right,NA,6,1,13,NA,NA,NA,right,1,1.2783924999966985,sub-42588133
right,right,NA,7,0,14,NA,NA,NA,right,1,1.5257530999951996,sub-42588133
left,left,NA,7,1,15,NA,NA,NA,left,1,0.6711914999905275,sub-42588133
right,right,NA,8,0,16,NA,NA,NA,right,1,0.6482993999961764,sub-42588133
left,left,NA,8,1,17,NA,NA,NA,left,1,0.8048915999970632,sub-42588133
left,left,NA,9,0,18,NA,NA,NA,left,1,1.1110217999957968,sub-42588133
right,right,NA,9,1,19,NA,NA,NA,right,1,0.5325851999950828,sub-42588133
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-42588133
