direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-73036255
left,left,NA,0,0,0,NA,NA,NA,left,1,15.16373774,sub-73036255
right,right,NA,0,1,1,NA,NA,NA,right,1,4.151882758,sub-73036255
left,left,NA,1,0,2,NA,NA,NA,left,1,0.856673849,sub-73036255
right,right,NA,1,1,3,NA,NA,NA,right,1,0.848808906,sub-73036255
left,left,NA,2,0,4,NA,NA,NA,left,1,1.448966519,sub-73036255
right,right,NA,2,1,5,NA,NA,NA,right,1,1.298001826,sub-73036255
right,right,NA,3,0,6,NA,NA,NA,right,1,1.078466146,sub-73036255
left,left,NA,3,1,7,NA,NA,NA,left,1,0.715366482,sub-73036255
left,left,NA,4,0,8,NA,NA,NA,left,1,1.810623123,sub-73036255
right,right,NA,4,1,9,NA,NA,NA,right,1,0.833246378,sub-73036255
left,left,NA,5,0,10,NA,NA,NA,left,1,0.725405463,sub-73036255
right,right,NA,5,1,11,NA,NA,NA,right,1,0.74226496,sub-73036255
right,right,NA,6,0,12,NA,NA,NA,right,1,0.799644491,sub-73036255
left,left,NA,6,1,13,NA,NA,NA,left,1,1.113210853,sub-73036255
left,left,NA,7,0,14,NA,NA,NA,left,1,1.039906336,sub-73036255
right,right,NA,7,1,15,NA,NA,NA,right,1,0.878220738,sub-73036255
left,left,NA,8,0,16,NA,NA,NA,left,1,1.785513045,sub-73036255
right,right,NA,8,1,17,NA,NA,NA,right,1,0.764256489,sub-73036255
left,left,NA,9,0,18,NA,NA,NA,left,1,0.67408657,sub-73036255
right,right,NA,9,1,19,NA,NA,NA,right,1,0.601540381,sub-73036255
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-73036255
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-73036255
right,right,speed,NA,NA,NA,0,0,0,right,1,0.968364228,sub-73036255
left,left,speed,NA,NA,NA,0,1,1,left,1,0.61522106,sub-73036255
right,right,speed,NA,NA,NA,1,0,2,right,1,0.64759387,sub-73036255
left,left,speed,NA,NA,NA,1,1,3,left,1,0.687964907,sub-73036255
right,right,speed,NA,NA,NA,2,0,4,right,1,0.778076095,sub-73036255
left,left,speed,NA,NA,NA,2,1,5,left,1,0.667420997,sub-73036255
right,right,speed,NA,NA,NA,3,0,6,right,1,0.813498933,sub-73036255
left,left,speed,NA,NA,NA,3,1,7,left,1,0.846999656,sub-73036255
left,left,speed,NA,NA,NA,4,0,8,left,1,1.843261104,sub-73036255
right,right,speed,NA,NA,NA,4,1,9,right,1,0.961282034,sub-73036255
