direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-1853373
right,right,NA,0,0,0,NA,NA,NA,right,1,5.7541435,sub-1853373
left,left,NA,0,1,1,NA,NA,NA,right,0,5.6185286,sub-1853373
right,right,NA,1,0,2,NA,NA,NA,left,0,5.5909335,sub-1853373
left,left,NA,1,1,3,NA,NA,NA,right,0,5.5502852,sub-1853373
right,right,NA,2,0,4,NA,NA,NA,left,0,5.6301165,sub-1853373
left,left,NA,2,1,5,NA,NA,NA,right,0,5.576473,sub-1853373
left,left,NA,3,0,6,NA,NA,NA,right,0,5.4794392,sub-1853373
right,right,NA,3,1,7,NA,NA,NA,right,1,5.4617259,sub-1853373
left,left,NA,4,0,8,NA,NA,NA,right,0,5.437575,sub-1853373
right,right,NA,4,1,9,NA,NA,NA,right,1,5.5850801,sub-1853373
left,left,NA,5,0,10,NA,NA,NA,right,0,5.5280103,sub-1853373
right,right,NA,5,1,11,NA,NA,NA,right,1,5.4930005,sub-1853373
left,left,NA,6,0,12,NA,NA,NA,right,0,5.4192461,sub-1853373
right,right,NA,6,1,13,NA,NA,NA,right,1,5.4496289000000004,sub-1853373
right,right,NA,7,0,14,NA,NA,NA,right,1,4.2250293,sub-1853373
left,left,NA,7,1,15,NA,NA,NA,right,0,5.3488744,sub-1853373
left,left,NA,8,0,16,NA,NA,NA,left,1,5.5598024,sub-1853373
right,right,NA,8,1,17,NA,NA,NA,right,1,5.4837581,sub-1853373
right,right,NA,9,0,18,NA,NA,NA,left,0,5.6340303,sub-1853373
left,left,NA,9,1,19,NA,NA,NA,right,0,2.2204764,sub-1853373
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-1853373
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-1853373
left,left,accuracy,NA,NA,NA,0,0,0,left,1,5.4707372,sub-1853373
right,right,accuracy,NA,NA,NA,0,1,1,right,1,5.3568894,sub-1853373
right,right,accuracy,NA,NA,NA,1,0,2,right,1,5.3798627,sub-1853373
left,left,accuracy,NA,NA,NA,1,1,3,left,1,5.4095331,sub-1853373
left,left,accuracy,NA,NA,NA,2,0,4,right,0,5.5357418,sub-1853373
right,right,accuracy,NA,NA,NA,2,1,5,right,1,5.4302001,sub-1853373
left,left,accuracy,NA,NA,NA,3,0,6,right,0,5.7708146,sub-1853373
right,right,accuracy,NA,NA,NA,3,1,7,left,0,5.4593369,sub-1853373
left,left,accuracy,NA,NA,NA,4,0,8,left,1,5.3785257,sub-1853373
right,right,accuracy,NA,NA,NA,4,1,9,right,1,5.3707955,sub-1853373
right,right,accuracy,NA,NA,NA,5,0,10,right,1,5.4659062,sub-1853373
left,left,accuracy,NA,NA,NA,5,1,11,left,1,5.4523886,sub-1853373
left,left,accuracy,NA,NA,NA,6,0,12,left,1,5.4582932,sub-1853373
right,right,accuracy,NA,NA,NA,6,1,13,right,1,5.3761831,sub-1853373
right,right,accuracy,NA,NA,NA,7,0,14,right,1,5.6325419,sub-1853373
left,left,accuracy,NA,NA,NA,7,1,15,right,0,5.4844353,sub-1853373
left,left,accuracy,NA,NA,NA,8,0,16,right,0,5.6993846,sub-1853373
right,right,accuracy,NA,NA,NA,8,1,17,right,1,5.4323931,sub-1853373
left,left,accuracy,NA,NA,NA,9,0,18,right,0,5.5404751,sub-1853373
right,right,accuracy,NA,NA,NA,9,1,19,right,1,5.4935901,sub-1853373
left,left,accuracy,NA,NA,NA,10,0,20,left,1,5.5594729,sub-1853373
right,right,accuracy,NA,NA,NA,10,1,21,right,1,5.4945646,sub-1853373
right,right,accuracy,NA,NA,NA,11,0,22,right,1,5.6977898,sub-1853373
left,left,accuracy,NA,NA,NA,11,1,23,right,0,5.4127213,sub-1853373
left,left,accuracy,NA,NA,NA,12,0,24,left,1,5.7215308,sub-1853373
right,right,accuracy,NA,NA,NA,12,1,25,right,1,5.7297558,sub-1853373
left,left,accuracy,NA,NA,NA,13,0,26,right,0,5.5028393,sub-1853373
right,right,accuracy,NA,NA,NA,13,1,27,right,1,6.1245385,sub-1853373
left,left,accuracy,NA,NA,NA,14,0,28,left,1,5.7919752,sub-1853373
right,right,accuracy,NA,NA,NA,14,1,29,right,1,5.4436526,sub-1853373
left,left,accuracy,NA,NA,NA,15,0,30,right,0,4.0720653,sub-1853373
right,right,accuracy,NA,NA,NA,15,1,31,right,1,2.0998994,sub-1853373
left,left,accuracy,NA,NA,NA,16,0,32,left,1,4.5051243,sub-1853373
right,right,accuracy,NA,NA,NA,16,1,33,right,1,1.6927392,sub-1853373
left,left,accuracy,NA,NA,NA,17,0,34,left,1,2.8537696,sub-1853373
right,right,accuracy,NA,NA,NA,17,1,35,right,1,5.4323834,sub-1853373
right,right,accuracy,NA,NA,NA,18,0,36,right,1,5.4490793,sub-1853373
left,left,accuracy,NA,NA,NA,18,1,37,left,1,3.6990368,sub-1853373
right,right,accuracy,NA,NA,NA,19,0,38,left,0,5.638393,sub-1853373
left,left,accuracy,NA,NA,NA,19,1,39,right,0,5.7003678,sub-1853373
left,left,accuracy,NA,NA,NA,20,0,40,left,1,3.2292654,sub-1853373
right,right,accuracy,NA,NA,NA,20,1,41,right,1,0.8619857,sub-1853373
left,left,accuracy,NA,NA,NA,21,0,42,left,1,3.5739973,sub-1853373
right,right,accuracy,NA,NA,NA,21,1,43,right,1,2.7325111,sub-1853373
left,left,accuracy,NA,NA,NA,22,0,44,left,1,4.6322152,sub-1853373
right,right,accuracy,NA,NA,NA,22,1,45,right,1,3.0149042,sub-1853373
left,left,accuracy,NA,NA,NA,23,0,46,left,1,2.3912418,sub-1853373
right,right,accuracy,NA,NA,NA,23,1,47,right,1,5.6660118,sub-1853373
left,left,accuracy,NA,NA,NA,24,0,48,right,0,5.3623662,sub-1853373
right,right,accuracy,NA,NA,NA,24,1,49,right,1,5.423487,sub-1853373
left,left,accuracy,NA,NA,NA,25,0,50,left,1,1.3578789,sub-1853373
right,right,accuracy,NA,NA,NA,25,1,51,right,1,3.5271615,sub-1853373
left,left,accuracy,NA,NA,NA,26,0,52,right,0,5.5774987,sub-1853373
right,right,accuracy,NA,NA,NA,26,1,53,right,1,5.3666195,sub-1853373
left,left,accuracy,NA,NA,NA,27,0,54,left,1,4.4539318,sub-1853373
right,right,accuracy,NA,NA,NA,27,1,55,right,1,5.0840823,sub-1853373
right,right,accuracy,NA,NA,NA,28,0,56,right,1,5.4474298,sub-1853373
left,left,accuracy,NA,NA,NA,28,1,57,right,0,2.8091954,sub-1853373
left,left,accuracy,NA,NA,NA,29,0,58,right,0,4.3072664,sub-1853373
right,right,accuracy,NA,NA,NA,29,1,59,right,1,1.9946513,sub-1853373
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-1853373
left,left,speed,NA,NA,NA,0,0,0,left,1,1.7707635,sub-1853373
right,right,speed,NA,NA,NA,0,1,1,right,1,0.7821981,sub-1853373
left,left,speed,NA,NA,NA,1,0,2,left,1,1.0629732,sub-1853373
right,right,speed,NA,NA,NA,1,1,3,right,1,1.8806975,sub-1853373
left,left,speed,NA,NA,NA,2,0,4,left,1,2.2479907,sub-1853373
right,right,speed,NA,NA,NA,2,1,5,right,1,1.1222106,sub-1853373
right,right,speed,NA,NA,NA,3,0,6,right,1,2.3302766,sub-1853373
left,left,speed,NA,NA,NA,3,1,7,left,1,0.8486292,sub-1853373
right,right,speed,NA,NA,NA,4,0,8,right,1,3.3114301,sub-1853373
left,left,speed,NA,NA,NA,4,1,9,right,0,3.1716465,sub-1853373
right,right,speed,NA,NA,NA,5,0,10,right,1,2.0455601,sub-1853373
left,left,speed,NA,NA,NA,5,1,11,right,0,1.9096456,sub-1853373
left,left,speed,NA,NA,NA,6,0,12,left,1,1.9107675,sub-1853373
right,right,speed,NA,NA,NA,6,1,13,right,1,1.8802873,sub-1853373
right,right,speed,NA,NA,NA,7,0,14,right,1,3.1096964,sub-1853373
left,left,speed,NA,NA,NA,7,1,15,left,1,5.8863278,sub-1853373
right,right,speed,NA,NA,NA,8,0,16,right,1,2.7119664,sub-1853373
left,left,speed,NA,NA,NA,8,1,17,left,1,1.244614,sub-1853373
right,right,speed,NA,NA,NA,9,0,18,right,1,5.7114128,sub-1853373
left,left,speed,NA,NA,NA,9,1,19,left,1,6.0804512,sub-1853373
left,left,speed,NA,NA,NA,10,0,20,left,1,3.8421326,sub-1853373
right,right,speed,NA,NA,NA,10,1,21,right,1,4.4878035,sub-1853373
left,left,speed,NA,NA,NA,11,0,22,right,0,3.1697563,sub-1853373
right,right,speed,NA,NA,NA,11,1,23,right,1,3.3513502,sub-1853373
left,left,speed,NA,NA,NA,12,0,24,left,1,4.1438985,sub-1853373
right,right,speed,NA,NA,NA,12,1,25,right,1,4.4440317,sub-1853373
right,right,speed,NA,NA,NA,13,0,26,right,1,3.3051215,sub-1853373
left,left,speed,NA,NA,NA,13,1,27,right,0,2.5372157,sub-1853373
left,left,speed,NA,NA,NA,14,0,28,left,1,4.0207624,sub-1853373
right,right,speed,NA,NA,NA,14,1,29,right,1,3.7865151,sub-1853373
left,left,speed,NA,NA,NA,15,0,30,left,1,3.0386511,sub-1853373
right,right,speed,NA,NA,NA,15,1,31,right,1,4.903365,sub-1853373
left,left,speed,NA,NA,NA,16,0,32,left,1,5.1596728,sub-1853373
right,right,speed,NA,NA,NA,16,1,33,right,1,1.2769594,sub-1853373
left,left,speed,NA,NA,NA,17,0,34,right,0,4.594674,sub-1853373
right,right,speed,NA,NA,NA,17,1,35,right,1,3.2624721,sub-1853373
right,right,speed,NA,NA,NA,18,0,36,right,1,4.9141119,sub-1853373
left,left,speed,NA,NA,NA,18,1,37,right,0,2.9202707,sub-1853373
right,right,speed,NA,NA,NA,19,0,38,right,1,1.4664385,sub-1853373
left,left,speed,NA,NA,NA,19,1,39,left,1,2.1338958,sub-1853373
left,left,speed,NA,NA,NA,20,0,40,right,0,1.6479889,sub-1853373
right,right,speed,NA,NA,NA,20,1,41,right,1,1.4260886,sub-1853373
left,left,speed,NA,NA,NA,21,0,42,right,0,2.3959252,sub-1853373
right,right,speed,NA,NA,NA,21,1,43,right,1,3.5634229,sub-1853373
left,left,speed,NA,NA,NA,22,0,44,left,1,2.8427364,sub-1853373
right,right,speed,NA,NA,NA,22,1,45,right,1,3.0175413,sub-1853373
right,right,speed,NA,NA,NA,23,0,46,right,1,1.7339237,sub-1853373
left,left,speed,NA,NA,NA,23,1,47,right,0,6.1371948,sub-1853373
left,left,speed,NA,NA,NA,24,0,48,right,0,3.9163441,sub-1853373
right,right,speed,NA,NA,NA,24,1,49,right,1,5.7158112,sub-1853373
left,left,speed,NA,NA,NA,25,0,50,right,0,5.6275846,sub-1853373
right,right,speed,NA,NA,NA,25,1,51,right,1,5.4649575,sub-1853373
right,right,speed,NA,NA,NA,26,0,52,right,1,5.6604289,sub-1853373
left,left,speed,NA,NA,NA,26,1,53,left,1,5.6674119,sub-1853373
left,left,speed,NA,NA,NA,27,0,54,right,0,3.4689488,sub-1853373
right,right,speed,NA,NA,NA,27,1,55,right,1,4.0924947,sub-1853373
right,right,speed,NA,NA,NA,28,0,56,right,1,4.352529,sub-1853373
left,left,speed,NA,NA,NA,28,1,57,right,0,4.9092736,sub-1853373
left,left,speed,NA,NA,NA,29,0,58,right,0,3.8492254,sub-1853373
right,right,speed,NA,NA,NA,29,1,59,left,0,3.6922383,sub-1853373
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-1853373
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-1853373
