direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-16176867
left,left,NA,0,0,0,NA,NA,NA,left,1,4.043108499999789,sub-16176867
right,right,NA,0,1,1,NA,NA,NA,right,1,2.5533631000000696,sub-16176867
left,left,NA,1,0,2,NA,NA,NA,right,0,2.016047999999955,sub-16176867
right,right,NA,1,1,3,NA,NA,NA,right,1,1.3321674999999686,sub-16176867
left,left,NA,2,0,4,NA,NA,NA,left,1,1.1268145000001368,sub-16176867
right,right,NA,2,1,5,NA,NA,NA,right,1,1.36666809999997,sub-16176867
right,right,NA,3,0,6,NA,NA,NA,right,1,1.4435854999999265,sub-16176867
left,left,NA,3,1,7,NA,NA,NA,left,1,1.7207443999998304,sub-16176867
right,right,NA,4,0,8,NA,NA,NA,right,1,1.141452299999855,sub-16176867
left,left,NA,4,1,9,NA,NA,NA,left,1,1.0452448999999433,sub-16176867
left,left,NA,5,0,10,NA,NA,NA,right,0,2.118547999999919,sub-16176867
right,right,NA,5,1,11,NA,NA,NA,right,1,1.0444958999999017,sub-16176867
right,right,NA,6,0,12,NA,NA,NA,right,1,1.0246714000002155,sub-16176867
left,left,NA,6,1,13,NA,NA,NA,left,1,1.419759299999896,sub-16176867
left,left,NA,7,0,14,NA,NA,NA,right,0,2.0093532999999297,sub-16176867
right,right,NA,7,1,15,NA,NA,NA,right,1,0.7365833999999722,sub-16176867
left,left,NA,8,0,16,NA,NA,NA,right,0,2.4459936000000653,sub-16176867
right,right,NA,8,1,17,NA,NA,NA,right,1,1.0601183000001129,sub-16176867
right,right,NA,9,0,18,NA,NA,NA,right,1,1.4954047999999602,sub-16176867
left,left,NA,9,1,19,NA,NA,NA,left,1,0.7350289999999404,sub-16176867
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-16176867
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-16176867
right,right,accuracy,NA,NA,NA,0,0,0,right,1,1.3637656000000788,sub-16176867
left,left,accuracy,NA,NA,NA,0,1,1,left,1,1.4933017000000746,sub-16176867
left,left,accuracy,NA,NA,NA,1,0,2,left,1,2.323510899999974,sub-16176867
