direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-58714490
left,left,NA,0,0,0,NA,NA,NA,right,0,8.184577488998912,sub-58714490
right,right,NA,0,1,1,NA,NA,NA,right,1,4.625209681000342,sub-58714490
right,right,NA,1,0,2,NA,NA,NA,left,0,2.938568412000677,sub-58714490
left,left,NA,1,1,3,NA,NA,NA,right,0,2.390785962001246,sub-58714490
right,right,NA,2,0,4,NA,NA,NA,right,1,5.591380141999252,sub-58714490
left,left,NA,2,1,5,NA,NA,NA,left,1,2.986206649999076,sub-58714490
right,right,NA,3,0,6,NA,NA,NA,right,1,5.624221693999061,sub-58714490
left,left,NA,3,1,7,NA,NA,NA,left,1,5.681411838000713,sub-58714490
left,left,NA,4,0,8,NA,NA,NA,left,1,4.698847547999321,sub-58714490
right,right,NA,4,1,9,NA,NA,NA,left,0,5.67099576200053,sub-58714490
right,right,NA,5,0,10,NA,NA,NA,left,0,3.888445770000544,sub-58714490
left,left,NA,5,1,11,NA,NA,NA,right,0,5.6775415050015,sub-58714490
left,left,NA,6,0,12,NA,NA,NA,left,1,3.2006640859999607,sub-58714490
right,right,NA,6,1,13,NA,NA,NA,right,1,1.7620961619995796,sub-58714490
right,right,NA,7,0,14,NA,NA,NA,right,1,2.124594345999867,sub-58714490
left,left,NA,7,1,15,NA,NA,NA,right,0,4.0823006730006455,sub-58714490
left,left,NA,8,0,16,NA,NA,NA,left,1,5.872193918999983,sub-58714490
right,right,NA,8,1,17,NA,NA,NA,left,0,2.76122365899937,sub-58714490
right,right,NA,9,0,18,NA,NA,NA,right,1,5.65453314899969,sub-58714490
left,left,NA,9,1,19,NA,NA,NA,left,1,4.40050909799902,sub-58714490
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-58714490
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-58714490
left,left,accuracy,NA,NA,NA,0,0,0,right,0,2.3694186869997793,sub-58714490
right,right,accuracy,NA,NA,NA,0,1,1,left,0,5.687939245000962,sub-58714490
left,left,accuracy,NA,NA,NA,1,0,2,right,0,5.537568794001345,sub-58714490
right,right,accuracy,NA,NA,NA,1,1,3,left,0,5.589191293998738,sub-58714490
