direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-82563395
left,left,NA,0,0,0,NA,NA,NA,right,0,2.1711450000002515,sub-82563395
right,right,NA,0,1,1,NA,NA,NA,left,0,3.4546563000039896,sub-82563395
left,left,NA,1,0,2,NA,NA,NA,left,1,0.9559017999999924,sub-82563395
right,right,NA,1,1,3,NA,NA,NA,left,0,0.6666473999939626,sub-82563395
right,right,NA,2,0,4,NA,NA,NA,left,0,0.8866777999937767,sub-82563395
left,left,NA,2,1,5,NA,NA,NA,right,0,2.9485150999971665,sub-82563395
left,left,NA,3,0,6,NA,NA,NA,left,1,0.8973680000053719,sub-82563395
right,right,NA,3,1,7,NA,NA,NA,right,1,4.608794800005853,sub-82563395
right,right,NA,4,0,8,NA,NA,NA,left,0,1.2782002000021748,sub-82563395
left,left,NA,4,1,9,NA,NA,NA,right,0,3.050982999993721,sub-82563395
left,left,NA,5,0,10,NA,NA,NA,left,1,2.107216900010826,sub-82563395
right,right,NA,5,1,11,NA,NA,NA,right,1,7.040662600003998,sub-82563395
right,right,NA,6,0,12,NA,NA,NA,left,0,0.9872929000121076,sub-82563395
left,left,NA,6,1,13,NA,NA,NA,left,1,1.0869177999993551,sub-82563395
right,right,NA,7,0,14,NA,NA,NA,right,1,1.5651336000009906,sub-82563395
left,left,NA,7,1,15,NA,NA,NA,left,1,2.2126584999932675,sub-82563395
right,right,NA,8,0,16,NA,NA,NA,right,1,1.0166704000002935,sub-82563395
left,left,NA,8,1,17,NA,NA,NA,left,1,1.5686821999988751,sub-82563395
right,right,NA,9,0,18,NA,NA,NA,left,0,3.0055716000060784,sub-82563395
left,left,NA,9,1,19,NA,NA,NA,right,0,1.202623199991649,sub-82563395
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-82563395
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-82563395
left,left,speed,NA,NA,NA,0,0,0,right,0,0.6988041000004159,sub-82563395
right,right,speed,NA,NA,NA,0,1,1,left,0,0.6180276000086451,sub-82563395
left,left,speed,NA,NA,NA,1,0,2,right,0,0.7972363000008045,sub-82563395
right,right,speed,NA,NA,NA,1,1,3,left,0,0.9364729000080844,sub-82563395
right,right,speed,NA,NA,NA,2,0,4,right,1,1.010556799999904,sub-82563395
left,left,speed,NA,NA,NA,2,1,5,left,1,0.9051164999982576,sub-82563395
left,left,speed,NA,NA,NA,3,0,6,right,0,0.6739185999904294,sub-82563395
right,right,speed,NA,NA,NA,3,1,7,left,0,0.9200315000052796,sub-82563395
right,right,speed,NA,NA,NA,4,0,8,left,0,1.1287367999902926,sub-82563395
left,left,speed,NA,NA,NA,4,1,9,right,0,0.47558629998820834,sub-82563395
left,left,speed,NA,NA,NA,5,0,10,left,1,0.7565885999938473,sub-82563395
right,right,speed,NA,NA,NA,5,1,11,right,1,1.9820393999980297,sub-82563395
left,left,speed,NA,NA,NA,6,0,12,left,1,1.3499881000025198,sub-82563395
right,right,speed,NA,NA,NA,6,1,13,left,0,0.9271464999910676,sub-82563395
left,left,speed,NA,NA,NA,7,0,14,left,1,1.141508699991391,sub-82563395
right,right,speed,NA,NA,NA,7,1,15,left,0,0.6484704000031343,sub-82563395
right,right,speed,NA,NA,NA,8,0,16,left,0,2.038689599998179,sub-82563395
left,left,speed,NA,NA,NA,8,1,17,right,0,1.832451599999331,sub-82563395
left,left,speed,NA,NA,NA,9,0,18,left,1,2.552996799990069,sub-82563395
right,right,speed,NA,NA,NA,9,1,19,right,1,1.4438843999960227,sub-82563395
left,left,speed,NA,NA,NA,10,0,20,left,1,1.7110275000013644,sub-82563395
right,right,speed,NA,NA,NA,10,1,21,right,1,0.7147128999931738,sub-82563395
right,right,speed,NA,NA,NA,11,0,22,right,1,0.8647305000049528,sub-82563395
left,left,speed,NA,NA,NA,11,1,23,right,0,0.9285798000055364,sub-82563395
right,right,speed,NA,NA,NA,12,0,24,right,1,0.8419154000002891,sub-82563395
left,left,speed,NA,NA,NA,12,1,25,left,1,1.0046911999961594,sub-82563395
left,left,speed,NA,NA,NA,13,0,26,right,0,1.090777599994908,sub-82563395
right,right,speed,NA,NA,NA,13,1,27,right,1,0.9667388999951072,sub-82563395
left,left,speed,NA,NA,NA,14,0,28,left,1,0.7850135999906342,sub-82563395
right,right,speed,NA,NA,NA,14,1,29,left,0,1.0441257000056794,sub-82563395
left,left,speed,NA,NA,NA,15,0,30,right,0,1.4095993999944767,sub-82563395
right,right,speed,NA,NA,NA,15,1,31,left,0,1.079367900005309,sub-82563395
right,right,speed,NA,NA,NA,16,0,32,right,1,0.7903793000004953,sub-82563395
left,left,speed,NA,NA,NA,16,1,33,left,1,0.8595283000031486,sub-82563395
left,left,speed,NA,NA,NA,17,0,34,right,0,1.1872030999948038,sub-82563395
right,right,speed,NA,NA,NA,17,1,35,left,0,0.6600122999952873,sub-82563395
right,right,speed,NA,NA,NA,18,0,36,right,1,1.3674122000084026,sub-82563395
left,left,speed,NA,NA,NA,18,1,37,right,0,0.941398199996911,sub-82563395
right,right,speed,NA,NA,NA,19,0,38,left,0,0.8957350999990012,sub-82563395
left,left,speed,NA,NA,NA,19,1,39,left,1,2.4838438000006136,sub-82563395
left,left,speed,NA,NA,NA,20,0,40,right,0,0.802550299995346,sub-82563395
right,right,speed,NA,NA,NA,20,1,41,left,0,1.3024630999861984,sub-82563395
left,left,speed,NA,NA,NA,21,0,42,right,0,1.1479695000016363,sub-82563395
right,right,speed,NA,NA,NA,21,1,43,right,1,1.2331320000084816,sub-82563395
left,left,speed,NA,NA,NA,22,0,44,left,1,2.677353500010213,sub-82563395
right,right,speed,NA,NA,NA,22,1,45,left,0,1.5001615000073798,sub-82563395
left,left,speed,NA,NA,NA,23,0,46,left,1,1.4241261999995911,sub-82563395
right,right,speed,NA,NA,NA,23,1,47,right,1,0.912870300002396,sub-82563395
left,left,speed,NA,NA,NA,24,0,48,right,0,3.703692000010051,sub-82563395
right,right,speed,NA,NA,NA,24,1,49,left,0,1.8940284999989672,sub-82563395
right,right,speed,NA,NA,NA,25,0,50,right,1,1.9657814999955008,sub-82563395
left,left,speed,NA,NA,NA,25,1,51,left,1,0.7953908999916166,sub-82563395
left,left,speed,NA,NA,NA,26,0,52,left,1,0.7030706999939866,sub-82563395
right,right,speed,NA,NA,NA,26,1,53,left,0,0.8922641999961343,sub-82563395
right,right,speed,NA,NA,NA,27,0,54,right,1,1.1602504000038607,sub-82563395
left,left,speed,NA,NA,NA,27,1,55,left,1,0.842313600005582,sub-82563395
right,right,speed,NA,NA,NA,28,0,56,left,0,0.7827562000020407,sub-82563395
left,left,speed,NA,NA,NA,28,1,57,left,1,2.892376500007231,sub-82563395
right,right,speed,NA,NA,NA,29,0,58,right,1,1.3954222000029404,sub-82563395
left,left,speed,NA,NA,NA,29,1,59,left,1,1.71093459999247,sub-82563395
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-82563395
right,right,accuracy,NA,NA,NA,0,0,0,left,0,1.3313595000072382,sub-82563395
left,left,accuracy,NA,NA,NA,0,1,1,left,1,5.259718100001919,sub-82563395
left,left,accuracy,NA,NA,NA,1,0,2,left,1,2.8989416000113124,sub-82563395
right,right,accuracy,NA,NA,NA,1,1,3,right,1,1.930909899994731,sub-82563395
right,right,accuracy,NA,NA,NA,2,0,4,right,1,2.590198500009137,sub-82563395
left,left,accuracy,NA,NA,NA,2,1,5,right,0,3.338887899997644,sub-82563395
right,right,accuracy,NA,NA,NA,3,0,6,left,0,3.448911699990276,sub-82563395
left,left,accuracy,NA,NA,NA,3,1,7,right,0,1.8577067000005627,sub-82563395
left,left,accuracy,NA,NA,NA,4,0,8,left,1,5.538530599995283,sub-82563395
right,right,accuracy,NA,NA,NA,4,1,9,left,0,1.2749329999933252,sub-82563395
