direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-88379129
left,left,NA,0,0,0,NA,NA,NA,right,0,1.712246972,sub-88379129
right,right,NA,0,1,1,NA,NA,NA,right,1,1.310885686,sub-88379129
right,right,NA,1,0,2,NA,NA,NA,left,0,2.432771618,sub-88379129
left,left,NA,1,1,3,NA,NA,NA,right,0,0.884408588,sub-88379129
right,right,NA,2,0,4,NA,NA,NA,right,1,0.886711547,sub-88379129
left,left,NA,2,1,5,NA,NA,NA,left,1,0.682120066,sub-88379129
right,right,NA,3,0,6,NA,NA,NA,right,1,0.665947933,sub-88379129
left,left,NA,3,1,7,NA,NA,NA,right,0,1.087045728,sub-88379129
left,left,NA,4,0,8,NA,NA,NA,left,1,1.156431452,sub-88379129
right,right,NA,4,1,9,NA,NA,NA,right,1,0.718048303,sub-88379129
left,left,NA,5,0,10,NA,NA,NA,left,1,0.791148086,sub-88379129
right,right,NA,5,1,11,NA,NA,NA,right,1,0.534739696,sub-88379129
right,right,NA,6,0,12,NA,NA,NA,right,1,0.823955116,sub-88379129
left,left,NA,6,1,13,NA,NA,NA,right,0,0.785673705,sub-88379129
right,right,NA,7,0,14,NA,NA,NA,right,1,0.805744754,sub-88379129
left,left,NA,7,1,15,NA,NA,NA,right,0,0.819939389,sub-88379129
right,right,NA,8,0,16,NA,NA,NA,right,1,1.56591273,sub-88379129
left,left,NA,8,1,17,NA,NA,NA,left,1,1.327722164,sub-88379129
left,left,NA,9,0,18,NA,NA,NA,right,0,0.962279065,sub-88379129
right,right,NA,9,1,19,NA,NA,NA,right,1,1.041838713,sub-88379129
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-88379129
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-88379129
right,right,accuracy,NA,NA,NA,0,0,0,right,1,0.822407704,sub-88379129
left,left,accuracy,NA,NA,NA,0,1,1,right,0,0.793166383,sub-88379129
right,right,accuracy,NA,NA,NA,1,0,2,right,1,1.509536327,sub-88379129
left,left,accuracy,NA,NA,NA,1,1,3,left,1,1.483493676,sub-88379129
left,left,accuracy,NA,NA,NA,2,0,4,left,1,1.77161133,sub-88379129
right,right,accuracy,NA,NA,NA,2,1,5,right,1,0.799344248,sub-88379129
left,left,accuracy,NA,NA,NA,3,0,6,left,1,1.060455905,sub-88379129
right,right,accuracy,NA,NA,NA,3,1,7,right,1,1.148306239,sub-88379129
left,left,accuracy,NA,NA,NA,4,0,8,right,0,2.845160629,sub-88379129
right,right,accuracy,NA,NA,NA,4,1,9,right,1,0.88907562,sub-88379129
left,left,accuracy,NA,NA,NA,5,0,10,left,1,1.084785234,sub-88379129
right,right,accuracy,NA,NA,NA,5,1,11,right,1,0.635927639,sub-88379129
right,right,accuracy,NA,NA,NA,6,0,12,left,0,1.507575808,sub-88379129
left,left,accuracy,NA,NA,NA,6,1,13,right,0,1.539828226,sub-88379129
right,right,accuracy,NA,NA,NA,7,0,14,right,1,1.798503102,sub-88379129
left,left,accuracy,NA,NA,NA,7,1,15,left,1,1.29903778,sub-88379129
right,right,accuracy,NA,NA,NA,8,0,16,left,0,2.447871253,sub-88379129
left,left,accuracy,NA,NA,NA,8,1,17,right,0,1.808606517,sub-88379129
right,right,accuracy,NA,NA,NA,9,0,18,right,1,0.852572124,sub-88379129
left,left,accuracy,NA,NA,NA,9,1,19,left,1,1.70998979,sub-88379129
right,right,accuracy,NA,NA,NA,10,0,20,right,1,2.965939944,sub-88379129
left,left,accuracy,NA,NA,NA,10,1,21,left,1,1.198679657,sub-88379129
left,left,accuracy,NA,NA,NA,11,0,22,left,1,2.866247924,sub-88379129
right,right,accuracy,NA,NA,NA,11,1,23,right,1,0.821993369,sub-88379129
right,right,accuracy,NA,NA,NA,12,0,24,right,1,1.040479882,sub-88379129
left,left,accuracy,NA,NA,NA,12,1,25,left,1,0.856680593,sub-88379129
left,left,accuracy,NA,NA,NA,13,0,26,right,0,0.985545166,sub-88379129
right,right,accuracy,NA,NA,NA,13,1,27,right,1,0.895376474,sub-88379129
left,left,accuracy,NA,NA,NA,14,0,28,left,1,1.426265792,sub-88379129
right,right,accuracy,NA,NA,NA,14,1,29,right,1,1.847912521,sub-88379129
left,left,accuracy,NA,NA,NA,15,0,30,left,1,1.02229063,sub-88379129
right,right,accuracy,NA,NA,NA,15,1,31,right,1,0.950735241,sub-88379129
left,left,accuracy,NA,NA,NA,16,0,32,left,1,0.817975282,sub-88379129
right,right,accuracy,NA,NA,NA,16,1,33,right,1,0.814294397,sub-88379129
right,right,accuracy,NA,NA,NA,17,0,34,left,0,0.781874067,sub-88379129
left,left,accuracy,NA,NA,NA,17,1,35,right,0,1.335802201,sub-88379129
right,right,accuracy,NA,NA,NA,18,0,36,left,0,1.274654913,sub-88379129
left,left,accuracy,NA,NA,NA,18,1,37,right,0,0.671055482,sub-88379129
right,right,accuracy,NA,NA,NA,19,0,38,right,1,1.656617435,sub-88379129
left,left,accuracy,NA,NA,NA,19,1,39,left,1,0.708724685,sub-88379129
left,left,accuracy,NA,NA,NA,20,0,40,right,0,0.575445905,sub-88379129
right,right,accuracy,NA,NA,NA,20,1,41,right,1,0.679483679,sub-88379129
right,right,accuracy,NA,NA,NA,21,0,42,left,0,1.482394218,sub-88379129
left,left,accuracy,NA,NA,NA,21,1,43,right,0,0.970345381,sub-88379129
left,left,accuracy,NA,NA,NA,22,0,44,right,0,1.229981784,sub-88379129
right,right,accuracy,NA,NA,NA,22,1,45,left,0,2.039819439,sub-88379129
right,right,accuracy,NA,NA,NA,23,0,46,left,0,1.871197899,sub-88379129
left,left,accuracy,NA,NA,NA,23,1,47,right,0,0.86917165,sub-88379129
right,right,accuracy,NA,NA,NA,24,0,48,left,0,1.131721616,sub-88379129
