direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65555551
left,left,NA,0,0,0,NA,NA,NA,left,1,14.796313208000356,sub-65555551
right,right,NA,0,1,1,NA,NA,NA,left,0,4.628627291000157,sub-65555551
left,left,NA,1,0,2,NA,NA,NA,right,0,1.1815482919992064,sub-65555551
right,right,NA,1,1,3,NA,NA,NA,right,1,2.0606940830002713,sub-65555551
right,right,NA,2,0,4,NA,NA,NA,left,0,3.614644666999084,sub-65555551
left,left,NA,2,1,5,NA,NA,NA,right,0,3.34147504199791,sub-65555551
right,right,NA,3,0,6,NA,NA,NA,left,0,2.2834421250008745,sub-65555551
left,left,NA,3,1,7,NA,NA,NA,right,0,2.390442250001797,sub-65555551
right,right,NA,4,0,8,NA,NA,NA,left,0,2.5711005000011937,sub-65555551
left,left,NA,4,1,9,NA,NA,NA,right,0,2.7706642920020386,sub-65555551
left,left,NA,5,0,10,NA,NA,NA,right,0,3.922321583999292,sub-65555551
right,right,NA,5,1,11,NA,NA,NA,left,0,4.110332167001616,sub-65555551
right,right,NA,6,0,12,NA,NA,NA,left,0,2.9600541250001697,sub-65555551
left,left,NA,6,1,13,NA,NA,NA,left,1,3.404727958000876,sub-65555551
right,right,NA,7,0,14,NA,NA,NA,left,0,3.161048333000508,sub-65555551
left,left,NA,7,1,15,NA,NA,NA,right,0,2.610759250001138,sub-65555551
left,left,NA,8,0,16,NA,NA,NA,left,1,1.230821582998033,sub-65555551
right,right,NA,8,1,17,NA,NA,NA,left,0,0.7221667079975305,sub-65555551
right,right,NA,9,0,18,NA,NA,NA,left,0,3.0328631669981405,sub-65555551
left,left,NA,9,1,19,NA,NA,NA,right,0,2.931724292000581,sub-65555551
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65555551
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65555551
left,left,accuracy,NA,NA,NA,0,0,0,left,1,0.9807916669997212,sub-65555551
right,right,accuracy,NA,NA,NA,0,1,1,right,1,2.5927948329990613,sub-65555551
right,right,accuracy,NA,NA,NA,1,0,2,right,1,5.267701875000057,sub-65555551
left,left,accuracy,NA,NA,NA,1,1,3,left,1,2.3965884169992933,sub-65555551
right,right,accuracy,NA,NA,NA,2,0,4,left,0,1.7153426250006305,sub-65555551
left,left,accuracy,NA,NA,NA,2,1,5,right,0,3.2525835419983196,sub-65555551
left,left,accuracy,NA,NA,NA,3,0,6,right,0,1.9530991669998912,sub-65555551
right,right,accuracy,NA,NA,NA,3,1,7,right,1,5.544944917000976,sub-65555551
left,left,accuracy,NA,NA,NA,4,0,8,left,1,1.425523208999948,sub-65555551
right,right,accuracy,NA,NA,NA,4,1,9,right,1,1.4137111249983718,sub-65555551
left,left,accuracy,NA,NA,NA,5,0,10,left,1,1.0767443750009988,sub-65555551
right,right,accuracy,NA,NA,NA,5,1,11,right,1,1.55806025000129,sub-65555551
left,left,accuracy,NA,NA,NA,6,0,12,left,1,1.3898403339990182,sub-65555551
right,right,accuracy,NA,NA,NA,6,1,13,right,1,1.2805141669996374,sub-65555551
left,left,accuracy,NA,NA,NA,7,0,14,left,1,2.399848666998878,sub-65555551
right,right,accuracy,NA,NA,NA,7,1,15,right,1,2.3389773329981836,sub-65555551
right,right,accuracy,NA,NA,NA,8,0,16,right,1,1.803660999998101,sub-65555551
left,left,accuracy,NA,NA,NA,8,1,17,right,0,2.3374997909995727,sub-65555551
left,left,accuracy,NA,NA,NA,9,0,18,right,0,1.6646863329988264,sub-65555551
right,right,accuracy,NA,NA,NA,9,1,19,right,1,1.8933379160007464,sub-65555551
left,left,accuracy,NA,NA,NA,10,0,20,right,0,1.41275350000069,sub-65555551
right,right,accuracy,NA,NA,NA,10,1,21,right,1,1.06962187499812,sub-65555551
right,right,accuracy,NA,NA,NA,11,0,22,right,1,1.4879734589994769,sub-65555551
left,left,accuracy,NA,NA,NA,11,1,23,right,0,2.6403265410008316,sub-65555551
right,right,accuracy,NA,NA,NA,12,0,24,left,0,1.435623833000136,sub-65555551
left,left,accuracy,NA,NA,NA,12,1,25,right,0,2.0976635000006354,sub-65555551
left,left,accuracy,NA,NA,NA,13,0,26,right,0,2.511544791999768,sub-65555551
right,right,accuracy,NA,NA,NA,13,1,27,right,1,2.77647524999702,sub-65555551
right,right,accuracy,NA,NA,NA,14,0,28,right,1,3.1241276249966177,sub-65555551
left,left,accuracy,NA,NA,NA,14,1,29,left,1,1.0271106670006702,sub-65555551
left,left,accuracy,NA,NA,NA,15,0,30,right,0,3.301024167001742,sub-65555551
right,right,accuracy,NA,NA,NA,15,1,31,left,0,1.5499093340004038,sub-65555551
right,right,accuracy,NA,NA,NA,16,0,32,right,1,2.005806165998365,sub-65555551
left,left,accuracy,NA,NA,NA,16,1,33,left,1,1.8218315829981293,sub-65555551
right,right,accuracy,NA,NA,NA,17,0,34,right,1,1.2889927090000128,sub-65555551
left,left,accuracy,NA,NA,NA,17,1,35,left,1,1.055847250001534,sub-65555551
left,left,accuracy,NA,NA,NA,18,0,36,left,1,2.3495094169993536,sub-65555551
right,right,accuracy,NA,NA,NA,18,1,37,right,1,1.0451468329993077,sub-65555551
left,left,accuracy,NA,NA,NA,19,0,38,left,1,0.7836808749998454,sub-65555551
right,right,accuracy,NA,NA,NA,19,1,39,right,1,0.7228688750001311,sub-65555551
left,left,accuracy,NA,NA,NA,20,0,40,left,1,2.6481316669996886,sub-65555551
right,right,accuracy,NA,NA,NA,20,1,41,right,1,1.6971440000015718,sub-65555551
left,left,accuracy,NA,NA,NA,21,0,42,left,1,1.031728750000184,sub-65555551
right,right,accuracy,NA,NA,NA,21,1,43,right,1,1.6952648749975197,sub-65555551
right,right,accuracy,NA,NA,NA,22,0,44,right,1,1.2148911250005767,sub-65555551
left,left,accuracy,NA,NA,NA,22,1,45,left,1,0.881347791000735,sub-65555551
left,left,accuracy,NA,NA,NA,23,0,46,left,1,2.7051342080012546,sub-65555551
right,right,accuracy,NA,NA,NA,23,1,47,right,1,1.0364500420000695,sub-65555551
right,right,accuracy,NA,NA,NA,24,0,48,right,1,2.2567276659974596,sub-65555551
left,left,accuracy,NA,NA,NA,24,1,49,left,1,2.640297583002394,sub-65555551
right,right,accuracy,NA,NA,NA,25,0,50,left,0,3.4294497080009023,sub-65555551
left,left,accuracy,NA,NA,NA,25,1,51,right,0,1.133483833000355,sub-65555551
right,right,accuracy,NA,NA,NA,26,0,52,left,0,1.328860749999876,sub-65555551
left,left,accuracy,NA,NA,NA,26,1,53,right,0,1.1891249590007646,sub-65555551
left,left,accuracy,NA,NA,NA,27,0,54,left,1,0.6201604169982602,sub-65555551
right,right,accuracy,NA,NA,NA,27,1,55,right,1,1.0130957500005024,sub-65555551
left,left,accuracy,NA,NA,NA,28,0,56,left,1,0.9391742500010878,sub-65555551
right,right,accuracy,NA,NA,NA,28,1,57,right,1,0.8673962079992634,sub-65555551
left,left,accuracy,NA,NA,NA,29,0,58,left,1,0.6824098750003031,sub-65555551
right,right,accuracy,NA,NA,NA,29,1,59,left,0,0.7725467089985614,sub-65555551
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65555551
right,right,speed,NA,NA,NA,0,0,0,right,1,0.6603660420005326,sub-65555551
left,left,speed,NA,NA,NA,0,1,1,left,1,0.6774050829990301,sub-65555551
left,left,speed,NA,NA,NA,1,0,2,left,1,0.6299057500000345,sub-65555551
right,right,speed,NA,NA,NA,1,1,3,right,1,1.129980916997738,sub-65555551
right,right,speed,NA,NA,NA,2,0,4,left,0,1.404100040999765,sub-65555551
left,left,speed,NA,NA,NA,2,1,5,right,0,1.3350721249989874,sub-65555551
left,left,speed,NA,NA,NA,3,0,6,right,0,2.022875708000356,sub-65555551
right,right,speed,NA,NA,NA,3,1,7,right,1,0.7995645420014625,sub-65555551
left,left,speed,NA,NA,NA,4,0,8,right,0,2.5777461670004413,sub-65555551
right,right,speed,NA,NA,NA,4,1,9,left,0,0.6886822499982372,sub-65555551
right,right,speed,NA,NA,NA,5,0,10,right,1,1.0786637910023271,sub-65555551
left,left,speed,NA,NA,NA,5,1,11,left,1,1.6164963339979297,sub-65555551
right,right,speed,NA,NA,NA,6,0,12,right,1,1.074041041003511,sub-65555551
left,left,speed,NA,NA,NA,6,1,13,right,0,1.6324287499992352,sub-65555551
left,left,speed,NA,NA,NA,7,0,14,right,0,2.3373930000016117,sub-65555551
right,right,speed,NA,NA,NA,7,1,15,right,1,1.832911708999745,sub-65555551
right,right,speed,NA,NA,NA,8,0,16,right,1,1.3354254580008271,sub-65555551
left,left,speed,NA,NA,NA,8,1,17,left,1,1.0245854589993542,sub-65555551
left,left,speed,NA,NA,NA,9,0,18,left,1,1.407173542000237,sub-65555551
right,right,speed,NA,NA,NA,9,1,19,right,1,0.7390722919990367,sub-65555551
left,left,speed,NA,NA,NA,10,0,20,left,1,0.8035001249991183,sub-65555551
right,right,speed,NA,NA,NA,10,1,21,left,0,0.9045254170014232,sub-65555551
left,left,speed,NA,NA,NA,11,0,22,right,0,0.6310345420024532,sub-65555551
right,right,speed,NA,NA,NA,11,1,23,right,1,0.6149543329993321,sub-65555551
right,right,speed,NA,NA,NA,12,0,24,right,1,0.8867553330019291,sub-65555551
left,left,speed,NA,NA,NA,12,1,25,left,1,0.675229666998348,sub-65555551
right,right,speed,NA,NA,NA,13,0,26,right,1,0.8122739999998885,sub-65555551
left,left,speed,NA,NA,NA,13,1,27,left,1,0.6598315829978674,sub-65555551
right,right,speed,NA,NA,NA,14,0,28,right,1,0.4902670829978888,sub-65555551
left,left,speed,NA,NA,NA,14,1,29,left,1,0.7314644580001186,sub-65555551
left,left,speed,NA,NA,NA,15,0,30,left,1,1.6406794590002391,sub-65555551
right,right,speed,NA,NA,NA,15,1,31,right,1,0.5713991249976971,sub-65555551
left,left,speed,NA,NA,NA,16,0,32,left,1,0.6418696660002752,sub-65555551
right,right,speed,NA,NA,NA,16,1,33,right,1,0.6243964999994205,sub-65555551
right,right,speed,NA,NA,NA,17,0,34,right,1,1.436891959001514,sub-65555551
left,left,speed,NA,NA,NA,17,1,35,left,1,1.020944416999555,sub-65555551
left,left,speed,NA,NA,NA,18,0,36,left,1,0.9383337079998456,sub-65555551
right,right,speed,NA,NA,NA,18,1,37,left,0,1.008924958001444,sub-65555551
left,left,speed,NA,NA,NA,19,0,38,right,0,1.0580780000018422,sub-65555551
right,right,speed,NA,NA,NA,19,1,39,left,0,1.3112718750016938,sub-65555551
right,right,speed,NA,NA,NA,20,0,40,right,1,0.7614133750030305,sub-65555551
left,left,speed,NA,NA,NA,20,1,41,left,1,0.6326090000002296,sub-65555551
left,left,speed,NA,NA,NA,21,0,42,left,1,0.8420189999997092,sub-65555551
right,right,speed,NA,NA,NA,21,1,43,left,0,0.7561107090004953,sub-65555551
right,right,speed,NA,NA,NA,22,0,44,left,0,0.8421804580029857,sub-65555551
left,left,speed,NA,NA,NA,22,1,45,left,1,1.4172846250003204,sub-65555551
left,left,speed,NA,NA,NA,23,0,46,left,1,0.777471625002363,sub-65555551
right,right,speed,NA,NA,NA,23,1,47,left,0,0.851352166999277,sub-65555551
left,left,speed,NA,NA,NA,24,0,48,left,1,0.8262717079996946,sub-65555551
right,right,speed,NA,NA,NA,24,1,49,right,1,1.0356875420002325,sub-65555551
right,right,speed,NA,NA,NA,25,0,50,left,0,1.23741308299941,sub-65555551
left,left,speed,NA,NA,NA,25,1,51,left,1,0.7626329579979938,sub-65555551
right,right,speed,NA,NA,NA,26,0,52,left,0,0.8575737499995739,sub-65555551
left,left,speed,NA,NA,NA,26,1,53,left,1,0.7553438750001078,sub-65555551
left,left,speed,NA,NA,NA,27,0,54,left,1,0.762138917001721,sub-65555551
right,right,speed,NA,NA,NA,27,1,55,left,0,1.098848707999423,sub-65555551
right,right,speed,NA,NA,NA,28,0,56,left,0,0.7431421250003041,sub-65555551
left,left,speed,NA,NA,NA,28,1,57,left,1,2.0326808330028143,sub-65555551
right,right,speed,NA,NA,NA,29,0,58,right,1,1.4001025420002406,sub-65555551
left,left,speed,NA,NA,NA,29,1,59,right,0,1.5976408750029805,sub-65555551
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65555551
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65555551
