direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-94288999
left,left,NA,0,0,0,NA,NA,NA,left,1,NA,sub-94288999
right,right,NA,0,1,1,NA,NA,NA,right,1,0.8265419001691043,sub-94288999
left,left,NA,1,0,2,NA,NA,NA,right,0,NA,sub-94288999
right,right,NA,1,1,3,NA,NA,NA,left,0,NA,sub-94288999
right,right,NA,2,0,4,NA,NA,NA,right,1,NA,sub-94288999
left,left,NA,2,1,5,NA,NA,NA,left,1,0.9648383003659546,sub-94288999
left,left,NA,3,0,6,NA,NA,NA,right,0,NA,sub-94288999
right,right,NA,3,1,7,NA,NA,NA,left,0,NA,sub-94288999
right,right,NA,4,0,8,NA,NA,NA,right,1,NA,sub-94288999
left,left,NA,4,1,9,NA,NA,NA,left,1,0.8408570997416973,sub-94288999
right,right,NA,5,0,10,NA,NA,NA,right,1,NA,sub-94288999
left,left,NA,5,1,11,NA,NA,NA,left,1,0.8479232001118362,sub-94288999
left,left,NA,6,0,12,NA,NA,NA,left,1,NA,sub-94288999
right,right,NA,6,1,13,NA,NA,NA,right,1,NA,sub-94288999
right,right,NA,7,0,14,NA,NA,NA,left,0,NA,sub-94288999
left,left,NA,7,1,15,NA,NA,NA,left,1,NA,sub-94288999
right,right,NA,8,0,16,NA,NA,NA,right,1,NA,sub-94288999
left,left,NA,8,1,17,NA,NA,NA,right,0,NA,sub-94288999
right,right,NA,9,0,18,NA,NA,NA,left,0,0.9722985001280904,sub-94288999
left,left,NA,9,1,19,NA,NA,NA,right,0,0.8519649999216199,sub-94288999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-94288999
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-94288999
right,right,accuracy,NA,NA,NA,0,0,0,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,0,1,1,right,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,1,0,2,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,1,1,3,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,2,0,4,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,2,1,5,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,3,0,6,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,3,1,7,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,4,0,8,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,4,1,9,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,5,0,10,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,5,1,11,right,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,6,0,12,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,6,1,13,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,7,0,14,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,7,1,15,left,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,8,0,16,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,8,1,17,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,9,0,18,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,9,1,19,right,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,10,0,20,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,10,1,21,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,11,0,22,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,11,1,23,left,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,12,0,24,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,12,1,25,left,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,13,0,26,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,13,1,27,left,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,14,0,28,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,14,1,29,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,15,0,30,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,15,1,31,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,16,0,32,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,16,1,33,left,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,17,0,34,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,17,1,35,left,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,18,0,36,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,18,1,37,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,19,0,38,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,19,1,39,right,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,20,0,40,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,20,1,41,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,21,0,42,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,21,1,43,left,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,22,0,44,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,22,1,45,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,23,0,46,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,23,1,47,left,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,24,0,48,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,24,1,49,right,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,25,0,50,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,25,1,51,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,26,0,52,left,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,26,1,53,right,1,NA,sub-94288999
right,right,accuracy,NA,NA,NA,27,0,54,right,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,27,1,55,left,1,NA,sub-94288999
left,left,accuracy,NA,NA,NA,28,0,56,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,28,1,57,left,0,NA,sub-94288999
left,left,accuracy,NA,NA,NA,29,0,58,right,0,NA,sub-94288999
right,right,accuracy,NA,NA,NA,29,1,59,right,1,NA,sub-94288999
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-94288999
left,left,speed,NA,NA,NA,0,0,0,left,1,NA,sub-94288999
right,right,speed,NA,NA,NA,0,1,1,right,1,NA,sub-94288999
right,right,speed,NA,NA,NA,1,0,2,right,1,NA,sub-94288999
left,left,speed,NA,NA,NA,1,1,3,left,1,NA,sub-94288999
left,left,speed,NA,NA,NA,2,0,4,right,0,0.9471052000299096,sub-94288999
right,right,speed,NA,NA,NA,2,1,5,right,1,NA,sub-94288999
left,left,speed,NA,NA,NA,3,0,6,right,0,NA,sub-94288999
right,right,speed,NA,NA,NA,3,1,7,left,0,NA,sub-94288999
left,left,speed,NA,NA,NA,4,0,8,right,0,NA,sub-94288999
right,right,speed,NA,NA,NA,4,1,9,left,0,NA,sub-94288999
right,right,speed,NA,NA,NA,5,0,10,right,1,NA,sub-94288999
left,left,speed,NA,NA,NA,5,1,11,right,0,NA,sub-94288999
left,left,speed,NA,NA,NA,6,0,12,left,1,0.8043360998854041,sub-94288999
right,right,speed,NA,NA,NA,6,1,13,right,1,0.9349219002760948,sub-94288999
right,right,speed,NA,NA,NA,7,0,14,left,0,0.9109416003338991,sub-94288999
left,left,speed,NA,NA,NA,7,1,15,right,0,0.8300032000988722,sub-94288999
left,left,speed,NA,NA,NA,8,0,16,left,1,NA,sub-94288999
right,right,speed,NA,NA,NA,8,1,17,right,1,0.9277881998568772,sub-94288999
right,right,speed,NA,NA,NA,9,0,18,right,1,0.7039510998874903,sub-94288999
left,left,speed,NA,NA,NA,9,1,19,right,0,NA,sub-94288999
left,left,speed,NA,NA,NA,10,0,20,right,0,NA,sub-94288999
right,right,speed,NA,NA,NA,10,1,21,left,0,NA,sub-94288999
right,right,speed,NA,NA,NA,11,0,22,right,1,NA,sub-94288999
