direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-34644465
right,right,NA,0,0,0,NA,NA,NA,left,0,2.285739708,sub-34644465
left,left,NA,0,1,1,NA,NA,NA,right,0,2.760617625,sub-34644465
right,right,NA,1,0,2,NA,NA,NA,right,1,3.9774655,sub-34644465
left,left,NA,1,1,3,NA,NA,NA,right,0,4.3241035,sub-34644465
right,right,NA,2,0,4,NA,NA,NA,left,0,1.652339583,sub-34644465
left,left,NA,2,1,5,NA,NA,NA,left,1,4.208928333,sub-34644465
right,right,NA,3,0,6,NA,NA,NA,right,1,1.459948083,sub-34644465
left,left,NA,3,1,7,NA,NA,NA,left,1,2.430221,sub-34644465
left,left,NA,4,0,8,NA,NA,NA,left,1,1.0963115,sub-34644465
right,right,NA,4,1,9,NA,NA,NA,right,1,0.83381,sub-34644465
left,left,NA,5,0,10,NA,NA,NA,left,1,1.777464167,sub-34644465
right,right,NA,5,1,11,NA,NA,NA,left,0,1.843225417,sub-34644465
left,left,NA,6,0,12,NA,NA,NA,left,1,2.390853375,sub-34644465
right,right,NA,6,1,13,NA,NA,NA,left,0,7.068158375,sub-34644465
right,right,NA,7,0,14,NA,NA,NA,right,1,5.795339958,sub-34644465
left,left,NA,7,1,15,NA,NA,NA,left,1,1.072333375,sub-34644465
right,right,NA,8,0,16,NA,NA,NA,left,0,0.975562916,sub-34644465
left,left,NA,8,1,17,NA,NA,NA,right,0,0.857550959,sub-34644465
right,right,NA,9,0,18,NA,NA,NA,left,0,0.900966708,sub-34644465
left,left,NA,9,1,19,NA,NA,NA,left,1,2.443160125,sub-34644465
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-34644465
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-34644465
left,left,speed,NA,NA,NA,0,0,0,left,1,0.650769834,sub-34644465
right,right,speed,NA,NA,NA,0,1,1,left,0,1.469360209,sub-34644465
left,left,speed,NA,NA,NA,1,0,2,left,1,2.10464175,sub-34644465
right,right,speed,NA,NA,NA,1,1,3,right,1,0.638497916,sub-34644465
left,left,speed,NA,NA,NA,2,0,4,left,1,1.531289583,sub-34644465
right,right,speed,NA,NA,NA,2,1,5,right,1,0.664985083,sub-34644465
