direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-8766540
right,right,NA,0,0,0,NA,NA,NA,left,0,20.5361462,sub-8766540
left,left,NA,0,1,1,NA,NA,NA,right,0,3.2332924,sub-8766540
left,left,NA,1,0,2,NA,NA,NA,right,0,6.5126727,sub-8766540
right,right,NA,1,1,3,NA,NA,NA,right,1,5.3889493999999996,sub-8766540
left,left,NA,2,0,4,NA,NA,NA,right,0,2.8416017,sub-8766540
right,right,NA,2,1,5,NA,NA,NA,left,0,3.7986487,sub-8766540
right,right,NA,3,0,6,NA,NA,NA,right,1,5.3931642,sub-8766540
left,left,NA,3,1,7,NA,NA,NA,right,0,4.5831346,sub-8766540
left,left,NA,4,0,8,NA,NA,NA,left,1,4.2420467,sub-8766540
right,right,NA,4,1,9,NA,NA,NA,right,1,1.7663137,sub-8766540
right,right,NA,5,0,10,NA,NA,NA,right,1,2.5154403,sub-8766540
left,left,NA,5,1,11,NA,NA,NA,left,1,2.7737035,sub-8766540
right,right,NA,6,0,12,NA,NA,NA,left,0,3.4770451000000002,sub-8766540
left,left,NA,6,1,13,NA,NA,NA,left,1,2.181306,sub-8766540
left,left,NA,7,0,14,NA,NA,NA,right,0,1.7197923,sub-8766540
right,right,NA,7,1,15,NA,NA,NA,left,0,3.2469915,sub-8766540
right,right,NA,8,0,16,NA,NA,NA,left,0,4.7134822,sub-8766540
left,left,NA,8,1,17,NA,NA,NA,right,0,5.7007129,sub-8766540
left,left,NA,9,0,18,NA,NA,NA,left,1,3.3686589,sub-8766540
right,right,NA,9,1,19,NA,NA,NA,left,0,4.3661232,sub-8766540
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-8766540
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-8766540
right,right,accuracy,NA,NA,NA,0,0,0,right,1,3.5169284,sub-8766540
left,left,accuracy,NA,NA,NA,0,1,1,right,0,4.7553465,sub-8766540
right,right,accuracy,NA,NA,NA,1,0,2,left,0,2.611374,sub-8766540
