direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53200427
left,left,NA,0,0,0,NA,NA,NA,right,0,1.8761146001052111,sub-53200427
right,right,NA,0,1,1,NA,NA,NA,right,1,1.1563399001024663,sub-53200427
right,right,NA,1,0,2,NA,NA,NA,left,0,0.6921466998755932,sub-53200427
left,left,NA,1,1,3,NA,NA,NA,left,1,0.6352375000715256,sub-53200427
left,left,NA,2,0,4,NA,NA,NA,right,0,0.8895272000227123,sub-53200427
right,right,NA,2,1,5,NA,NA,NA,right,1,0.8735698000527918,sub-53200427
left,left,NA,3,0,6,NA,NA,NA,left,1,0.6215608001220971,sub-53200427
right,right,NA,3,1,7,NA,NA,NA,right,1,0.528364900033921,sub-53200427
left,left,NA,4,0,8,NA,NA,NA,left,1,0.46721889986656606,sub-53200427
right,right,NA,4,1,9,NA,NA,NA,right,1,0.5426988999824971,sub-53200427
left,left,NA,5,0,10,NA,NA,NA,left,1,0.589493399951607,sub-53200427
right,right,NA,5,1,11,NA,NA,NA,right,1,0.43752470007166266,sub-53200427
right,right,NA,6,0,12,NA,NA,NA,left,0,0.5764144000131637,sub-53200427
left,left,NA,6,1,13,NA,NA,NA,left,1,0.6027358998544514,sub-53200427
right,right,NA,7,0,14,NA,NA,NA,right,1,0.5073619999457151,sub-53200427
left,left,NA,7,1,15,NA,NA,NA,left,1,0.38069400005042553,sub-53200427
left,left,NA,8,0,16,NA,NA,NA,right,0,0.66286849998869,sub-53200427
right,right,NA,8,1,17,NA,NA,NA,right,1,0.7386942999437451,sub-53200427
right,right,NA,9,0,18,NA,NA,NA,left,0,0.42196659999899566,sub-53200427
left,left,NA,9,1,19,NA,NA,NA,right,0,0.6825691000558436,sub-53200427
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53200427
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53200427
