direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-4228048
left,left,NA,0,0,0,NA,NA,NA,right,0,10.900949519003916,sub-4228048
right,right,NA,0,1,1,NA,NA,NA,right,1,1.419854536994535,sub-4228048
right,right,NA,1,0,2,NA,NA,NA,left,0,1.3423104179964866,sub-4228048
left,left,NA,1,1,3,NA,NA,NA,left,1,1.503274989998317,sub-4228048
left,left,NA,2,0,4,NA,NA,NA,left,1,1.63142915500066,sub-4228048
right,right,NA,2,1,5,NA,NA,NA,right,1,0.7855786989966873,sub-4228048
left,left,NA,3,0,6,NA,NA,NA,left,1,1.3125524060014868,sub-4228048
right,right,NA,3,1,7,NA,NA,NA,right,1,1.303583085995342,sub-4228048
left,left,NA,4,0,8,NA,NA,NA,left,1,2.269856255996274,sub-4228048
right,right,NA,4,1,9,NA,NA,NA,left,0,1.423525601006986,sub-4228048
left,left,NA,5,0,10,NA,NA,NA,left,1,0.921374741999898,sub-4228048
right,right,NA,5,1,11,NA,NA,NA,right,1,1.0563982460007535,sub-4228048
left,left,NA,6,0,12,NA,NA,NA,left,1,1.5777652569959173,sub-4228048
right,right,NA,6,1,13,NA,NA,NA,left,0,1.8412839579978024,sub-4228048
right,right,NA,7,0,14,NA,NA,NA,left,0,1.061826122997445,sub-4228048
left,left,NA,7,1,15,NA,NA,NA,left,1,1.0346675849941676,sub-4228048
right,right,NA,8,0,16,NA,NA,NA,right,1,1.0119362869954784,sub-4228048
left,left,NA,8,1,17,NA,NA,NA,right,0,1.7310736260042177,sub-4228048
left,left,NA,9,0,18,NA,NA,NA,right,0,0.9610836489955544,sub-4228048
right,right,NA,9,1,19,NA,NA,NA,right,1,0.9896128149994184,sub-4228048
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-4228048
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-4228048
left,left,accuracy,NA,NA,NA,0,0,0,right,0,1.886971615997027,sub-4228048
right,right,accuracy,NA,NA,NA,0,1,1,left,0,1.8702834790019551,sub-4228048
right,right,accuracy,NA,NA,NA,1,0,2,left,0,0.8822619880011189,sub-4228048
left,left,accuracy,NA,NA,NA,1,1,3,right,0,1.2036957669988624,sub-4228048
right,right,accuracy,NA,NA,NA,2,0,4,right,1,1.349778340998455,sub-4228048
left,left,accuracy,NA,NA,NA,2,1,5,left,1,2.131690283000353,sub-4228048
right,right,accuracy,NA,NA,NA,3,0,6,right,1,2.031410396004503,sub-4228048
left,left,accuracy,NA,NA,NA,3,1,7,right,0,0.917933365002682,sub-4228048
right,right,accuracy,NA,NA,NA,4,0,8,left,0,1.018922178998764,sub-4228048
left,left,accuracy,NA,NA,NA,4,1,9,left,1,0.668423546005215,sub-4228048
left,left,accuracy,NA,NA,NA,5,0,10,right,0,0.9846793629985768,sub-4228048
right,right,accuracy,NA,NA,NA,5,1,11,right,1,0.900201743002981,sub-4228048
right,right,accuracy,NA,NA,NA,6,0,12,left,0,1.386484032998851,sub-4228048
left,left,accuracy,NA,NA,NA,6,1,13,left,1,0.9979679669995676,sub-4228048
right,right,accuracy,NA,NA,NA,7,0,14,right,1,1.7563813630040386,sub-4228048
left,left,accuracy,NA,NA,NA,7,1,15,right,0,1.3504916609963402,sub-4228048
left,left,accuracy,NA,NA,NA,8,0,16,left,1,1.0634383569995407,sub-4228048
right,right,accuracy,NA,NA,NA,8,1,17,left,0,1.1800277379952604,sub-4228048
right,right,accuracy,NA,NA,NA,9,0,18,right,1,0.8809759030045825,sub-4228048
left,left,accuracy,NA,NA,NA,9,1,19,right,0,0.5430953480026801,sub-4228048
left,left,accuracy,NA,NA,NA,10,0,20,left,1,0.8807268430027761,sub-4228048
right,right,accuracy,NA,NA,NA,10,1,21,left,0,0.6117434699990554,sub-4228048
left,left,accuracy,NA,NA,NA,11,0,22,right,0,1.0269970309964265,sub-4228048
right,right,accuracy,NA,NA,NA,11,1,23,right,1,0.2974644560017623,sub-4228048
right,right,accuracy,NA,NA,NA,12,0,24,left,0,2.523859081004048,sub-4228048
left,left,accuracy,NA,NA,NA,12,1,25,left,1,1.5455124769941904,sub-4228048
right,right,accuracy,NA,NA,NA,13,0,26,right,1,1.926001448999159,sub-4228048
left,left,accuracy,NA,NA,NA,13,1,27,left,1,1.8332184899991264,sub-4228048
left,left,accuracy,NA,NA,NA,14,0,28,right,0,1.5269518189961673,sub-4228048
right,right,accuracy,NA,NA,NA,14,1,29,right,1,1.276772320001328,sub-4228048
right,right,accuracy,NA,NA,NA,15,0,30,left,0,1.168456730003527,sub-4228048
left,left,accuracy,NA,NA,NA,15,1,31,left,1,0.9979666979998,sub-4228048
left,left,accuracy,NA,NA,NA,16,0,32,left,1,0.99400353099918,sub-4228048
right,right,accuracy,NA,NA,NA,16,1,33,right,1,1.5848633839996182,sub-4228048
left,left,accuracy,NA,NA,NA,17,0,34,right,0,1.724344451999059,sub-4228048
right,right,accuracy,NA,NA,NA,17,1,35,right,1,1.2083122149997507,sub-4228048
right,right,accuracy,NA,NA,NA,18,0,36,left,0,1.0277312930047628,sub-4228048
left,left,accuracy,NA,NA,NA,18,1,37,left,1,1.1499757639976451,sub-4228048
left,left,accuracy,NA,NA,NA,19,0,38,left,1,1.5959864180040313,sub-4228048
right,right,accuracy,NA,NA,NA,19,1,39,right,1,0.9906120000014198,sub-4228048
right,right,accuracy,NA,NA,NA,20,0,40,right,1,0.9537501929953578,sub-4228048
left,left,accuracy,NA,NA,NA,20,1,41,left,1,1.131924303001142,sub-4228048
left,left,accuracy,NA,NA,NA,21,0,42,left,1,1.6504108930021175,sub-4228048
right,right,accuracy,NA,NA,NA,21,1,43,right,1,1.4189625339931808,sub-4228048
left,left,accuracy,NA,NA,NA,22,0,44,right,0,1.0142541130044265,sub-4228048
right,right,accuracy,NA,NA,NA,22,1,45,left,0,0.796023843002331,sub-4228048
left,left,accuracy,NA,NA,NA,23,0,46,left,1,0.9487866409981508,sub-4228048
right,right,accuracy,NA,NA,NA,23,1,47,right,1,0.7088466189961764,sub-4228048
left,left,accuracy,NA,NA,NA,24,0,48,right,0,1.6983953469971311,sub-4228048
right,right,accuracy,NA,NA,NA,24,1,49,left,0,1.5809725350045485,sub-4228048
