direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-51720072
left,left,NA,0,0,0,NA,NA,NA,left,1,NA,sub-51720072
right,right,NA,0,1,1,NA,NA,NA,left,0,NA,sub-51720072
left,left,NA,1,0,2,NA,NA,NA,left,1,0.6065354002639651,sub-51720072
right,right,NA,1,1,3,NA,NA,NA,left,0,0.5964576001279056,sub-51720072
left,left,NA,2,0,4,NA,NA,NA,left,1,0.6314580999314785,sub-51720072
right,right,NA,2,1,5,NA,NA,NA,right,1,NA,sub-51720072
left,left,NA,3,0,6,NA,NA,NA,left,1,0.7780074002221227,sub-51720072
right,right,NA,3,1,7,NA,NA,NA,right,1,0.8480238001793623,sub-51720072
right,right,NA,4,0,8,NA,NA,NA,right,1,0.8612568997777998,sub-51720072
left,left,NA,4,1,9,NA,NA,NA,left,1,0.7308432999998331,sub-51720072
right,right,NA,5,0,10,NA,NA,NA,left,0,0.7430807002820075,sub-51720072
left,left,NA,5,1,11,NA,NA,NA,left,1,0.7140018995851278,sub-51720072
right,right,NA,6,0,12,NA,NA,NA,right,1,0.7707326002418995,sub-51720072
left,left,NA,6,1,13,NA,NA,NA,left,1,0.5805718000046909,sub-51720072
left,left,NA,7,0,14,NA,NA,NA,left,1,0.637070500291884,sub-51720072
right,right,NA,7,1,15,NA,NA,NA,right,1,0.8474515997804701,sub-51720072
left,left,NA,8,0,16,NA,NA,NA,left,1,0.6218141000717878,sub-51720072
right,right,NA,8,1,17,NA,NA,NA,left,0,0.7172500002197921,sub-51720072
right,right,NA,9,0,18,NA,NA,NA,right,1,0.591777800116688,sub-51720072
left,left,NA,9,1,19,NA,NA,NA,left,1,0.58553440030664206,sub-51720072
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-51720072
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-51720072
left,left,accuracy,NA,NA,NA,0,0,0,left,1,0.6906241998076439,sub-51720072
right,right,accuracy,NA,NA,NA,0,1,1,right,1,0.7486944999545813,sub-51720072
right,right,accuracy,NA,NA,NA,1,0,2,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,1,1,3,left,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,2,0,4,right,0,NA,sub-51720072
right,right,accuracy,NA,NA,NA,2,1,5,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,3,0,6,left,1,0.9269805001094936,sub-51720072
right,right,accuracy,NA,NA,NA,3,1,7,right,1,0.7245468003675342,sub-51720072
right,right,accuracy,NA,NA,NA,4,0,8,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,4,1,9,left,1,0.73496210016310215,sub-51720072
right,right,accuracy,NA,NA,NA,5,0,10,right,1,0.8094613999128342,sub-51720072
left,left,accuracy,NA,NA,NA,5,1,11,left,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,6,0,12,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,6,1,13,right,1,0.9817470996640624,sub-51720072
left,left,accuracy,NA,NA,NA,7,0,14,left,1,0.7746831998229027,sub-51720072
right,right,accuracy,NA,NA,NA,7,1,15,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,8,0,16,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,8,1,17,right,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,9,0,18,right,1,0.966117599979043,sub-51720072
left,left,accuracy,NA,NA,NA,9,1,19,left,1,0.7808568999171257,sub-51720072
left,left,accuracy,NA,NA,NA,10,0,20,right,0,NA,sub-51720072
right,right,accuracy,NA,NA,NA,10,1,21,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,11,0,22,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,11,1,23,right,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,12,0,24,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,12,1,25,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,13,0,26,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,13,1,27,right,0,NA,sub-51720072
left,left,accuracy,NA,NA,NA,14,0,28,right,0,NA,sub-51720072
right,right,accuracy,NA,NA,NA,14,1,29,right,1,0.6751852999441326,sub-51720072
left,left,accuracy,NA,NA,NA,15,0,30,left,1,0.7394717996940017,sub-51720072
right,right,accuracy,NA,NA,NA,15,1,31,right,1,0.8267443999648094,sub-51720072
right,right,accuracy,NA,NA,NA,16,0,32,left,0,NA,sub-51720072
left,left,accuracy,NA,NA,NA,16,1,33,right,0,0.9706548000685872,sub-51720072
right,right,accuracy,NA,NA,NA,17,0,34,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,17,1,35,left,1,0.7983590001240373,sub-51720072
left,left,accuracy,NA,NA,NA,18,0,36,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,18,1,37,right,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,19,0,38,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,19,1,39,left,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,20,0,40,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,20,1,41,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,21,0,42,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,21,1,43,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,22,0,44,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,22,1,45,right,1,0.8989546000957489,sub-51720072
right,right,accuracy,NA,NA,NA,23,0,46,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,23,1,47,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,24,0,48,right,1,0.9277816000394524,sub-51720072
left,left,accuracy,NA,NA,NA,24,1,49,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,25,0,50,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,25,1,51,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,26,0,52,right,1,0.8991236002184451,sub-51720072
left,left,accuracy,NA,NA,NA,26,1,53,right,0,NA,sub-51720072
left,left,accuracy,NA,NA,NA,27,0,54,right,0,NA,sub-51720072
right,right,accuracy,NA,NA,NA,27,1,55,right,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,28,0,56,right,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,28,1,57,left,1,NA,sub-51720072
left,left,accuracy,NA,NA,NA,29,0,58,left,1,NA,sub-51720072
right,right,accuracy,NA,NA,NA,29,1,59,right,1,NA,sub-51720072
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-51720072
right,right,speed,NA,NA,NA,0,0,0,right,1,0.893278599716723,sub-51720072
left,left,speed,NA,NA,NA,0,1,1,left,1,0.8021390000358224,sub-51720072
left,left,speed,NA,NA,NA,1,0,2,left,1,0.7072187000885606,sub-51720072
right,right,speed,NA,NA,NA,1,1,3,right,1,0.9096685000695288,sub-51720072
right,right,speed,NA,NA,NA,2,0,4,left,0,NA,sub-51720072
left,left,speed,NA,NA,NA,2,1,5,left,1,0.8952430002391338,sub-51720072
left,left,speed,NA,NA,NA,3,0,6,left,1,NA,sub-51720072
right,right,speed,NA,NA,NA,3,1,7,right,1,0.8618127000518143,sub-51720072
left,left,speed,NA,NA,NA,4,0,8,left,1,0.768349299672991,sub-51720072
right,right,speed,NA,NA,NA,4,1,9,right,1,0.9975421000272036,sub-51720072
left,left,speed,NA,NA,NA,5,0,10,left,1,0.8573741996660829,sub-51720072
right,right,speed,NA,NA,NA,5,1,11,right,1,0.6970878001302481,sub-51720072
right,right,speed,NA,NA,NA,6,0,12,right,1,0.7664768998511136,sub-51720072
left,left,speed,NA,NA,NA,6,1,13,left,1,0.7415624000132084,sub-51720072
left,left,speed,NA,NA,NA,7,0,14,right,0,0.9706933996640146,sub-51720072
right,right,speed,NA,NA,NA,7,1,15,right,1,NA,sub-51720072
right,right,speed,NA,NA,NA,8,0,16,right,1,NA,sub-51720072
left,left,speed,NA,NA,NA,8,1,17,left,1,0.6643419996835291,sub-51720072
right,right,speed,NA,NA,NA,9,0,18,right,1,0.6610701000317931,sub-51720072
left,left,speed,NA,NA,NA,9,1,19,left,1,NA,sub-51720072
left,left,speed,NA,NA,NA,10,0,20,left,1,0.8599717998877168,sub-51720072
right,right,speed,NA,NA,NA,10,1,21,right,1,0.8256350997835398,sub-51720072
right,right,speed,NA,NA,NA,11,0,22,right,1,NA,sub-51720072
left,left,speed,NA,NA,NA,11,1,23,left,1,NA,sub-51720072
right,right,speed,NA,NA,NA,12,0,24,right,1,NA,sub-51720072
left,left,speed,NA,NA,NA,12,1,25,left,1,0.7975610001012683,sub-51720072
right,right,speed,NA,NA,NA,13,0,26,right,1,0.8106289999559522,sub-51720072
left,left,speed,NA,NA,NA,13,1,27,left,1,0.7898451997898519,sub-51720072
right,right,speed,NA,NA,NA,14,0,28,right,1,0.8672799998894334,sub-51720072
left,left,speed,NA,NA,NA,14,1,29,left,1,NA,sub-51720072
left,left,speed,NA,NA,NA,15,0,30,right,0,NA,sub-51720072
right,right,speed,NA,NA,NA,15,1,31,right,1,0.6951179997995496,sub-51720072
left,left,speed,NA,NA,NA,16,0,32,right,0,NA,sub-51720072
right,right,speed,NA,NA,NA,16,1,33,right,1,0.9146862998604774,sub-51720072
right,right,speed,NA,NA,NA,17,0,34,right,1,NA,sub-51720072
left,left,speed,NA,NA,NA,17,1,35,left,1,0.9249422000721096,sub-51720072
left,left,speed,NA,NA,NA,18,0,36,left,1,NA,sub-51720072
right,right,speed,NA,NA,NA,18,1,37,right,1,0.6660947003401816,sub-51720072
left,left,speed,NA,NA,NA,19,0,38,left,1,NA,sub-51720072
right,right,speed,NA,NA,NA,19,1,39,right,1,0.6904707001522183,sub-51720072
