direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30500314
left,left,NA,0,0,0,NA,NA,NA,left,1,5.36883371,sub-30500314
right,right,NA,0,1,1,NA,NA,NA,right,1,3.462634465,sub-30500314
left,left,NA,1,0,2,NA,NA,NA,left,1,1.497998378,sub-30500314
right,right,NA,1,1,3,NA,NA,NA,right,1,0.92403547,sub-30500314
right,right,NA,2,0,4,NA,NA,NA,right,1,2.111260269,sub-30500314
left,left,NA,2,1,5,NA,NA,NA,right,0,1.694129722,sub-30500314
right,right,NA,3,0,6,NA,NA,NA,right,1,5.988395546,sub-30500314
left,left,NA,3,1,7,NA,NA,NA,left,1,1.630184576,sub-30500314
left,left,NA,4,0,8,NA,NA,NA,left,1,1.41615613,sub-30500314
right,right,NA,4,1,9,NA,NA,NA,right,1,0.964257284,sub-30500314
right,right,NA,5,0,10,NA,NA,NA,right,1,1.658335842,sub-30500314
left,left,NA,5,1,11,NA,NA,NA,left,1,1.267119438,sub-30500314
right,right,NA,6,0,12,NA,NA,NA,right,1,1.548766816,sub-30500314
left,left,NA,6,1,13,NA,NA,NA,right,0,2.395224995,sub-30500314
right,right,NA,7,0,14,NA,NA,NA,right,1,1.42574725,sub-30500314
left,left,NA,7,1,15,NA,NA,NA,left,1,2.165279184,sub-30500314
left,left,NA,8,0,16,NA,NA,NA,left,1,1.200341554,sub-30500314
right,right,NA,8,1,17,NA,NA,NA,right,1,1.157195114,sub-30500314
left,left,NA,9,0,18,NA,NA,NA,left,1,0.82530626,sub-30500314
right,right,NA,9,1,19,NA,NA,NA,right,1,0.710768734,sub-30500314
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30500314
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30500314
right,right,accuracy,NA,NA,NA,0,0,0,right,1,1.51624697,sub-30500314
left,left,accuracy,NA,NA,NA,0,1,1,left,1,1.085268883,sub-30500314
left,left,accuracy,NA,NA,NA,1,0,2,left,1,1.046056036,sub-30500314
right,right,accuracy,NA,NA,NA,1,1,3,right,1,0.732266502,sub-30500314
right,right,accuracy,NA,NA,NA,2,0,4,left,0,1.563702351,sub-30500314
left,left,accuracy,NA,NA,NA,2,1,5,left,1,2.316981884,sub-30500314
right,right,accuracy,NA,NA,NA,3,0,6,right,1,1.384096084,sub-30500314
left,left,accuracy,NA,NA,NA,3,1,7,left,1,1.040337379,sub-30500314
left,left,accuracy,NA,NA,NA,4,0,8,left,1,1.507520255,sub-30500314
right,right,accuracy,NA,NA,NA,4,1,9,right,1,1.415193,sub-30500314
left,left,accuracy,NA,NA,NA,5,0,10,left,1,1.178558475,sub-30500314
right,right,accuracy,NA,NA,NA,5,1,11,right,1,5.365784907,sub-30500314
left,left,accuracy,NA,NA,NA,6,0,12,left,1,2.552705782,sub-30500314
right,right,accuracy,NA,NA,NA,6,1,13,left,0,2.405563088,sub-30500314
left,left,accuracy,NA,NA,NA,7,0,14,left,1,1.607282319,sub-30500314
right,right,accuracy,NA,NA,NA,7,1,15,right,1,1.143981995,sub-30500314
right,right,accuracy,NA,NA,NA,8,0,16,right,1,1.030447286,sub-30500314
left,left,accuracy,NA,NA,NA,8,1,17,left,1,1.138031051,sub-30500314
left,left,accuracy,NA,NA,NA,9,0,18,right,0,1.667195704,sub-30500314
right,right,accuracy,NA,NA,NA,9,1,19,right,1,3.867648421,sub-30500314
left,left,accuracy,NA,NA,NA,10,0,20,left,1,3.818117693,sub-30500314
right,right,accuracy,NA,NA,NA,10,1,21,right,1,2.781259496,sub-30500314
left,left,accuracy,NA,NA,NA,11,0,22,left,1,2.036241819,sub-30500314
right,right,accuracy,NA,NA,NA,11,1,23,right,1,2.989459019,sub-30500314
right,right,accuracy,NA,NA,NA,12,0,24,right,1,2.951414925,sub-30500314
left,left,accuracy,NA,NA,NA,12,1,25,left,1,2.854128528,sub-30500314
left,left,accuracy,NA,NA,NA,13,0,26,right,0,1.928662864,sub-30500314
right,right,accuracy,NA,NA,NA,13,1,27,right,1,3.684065345,sub-30500314
right,right,accuracy,NA,NA,NA,14,0,28,right,1,1.595717493,sub-30500314
left,left,accuracy,NA,NA,NA,14,1,29,left,1,2.240986801,sub-30500314
left,left,accuracy,NA,NA,NA,15,0,30,left,1,3.172626473,sub-30500314
right,right,accuracy,NA,NA,NA,15,1,31,right,1,3.455441257,sub-30500314
left,left,accuracy,NA,NA,NA,16,0,32,left,1,1.872197342,sub-30500314
right,right,accuracy,NA,NA,NA,16,1,33,right,1,2.700382268,sub-30500314
right,right,accuracy,NA,NA,NA,17,0,34,right,1,4.997628743,sub-30500314
left,left,accuracy,NA,NA,NA,17,1,35,right,0,3.80420886,sub-30500314
left,left,accuracy,NA,NA,NA,18,0,36,left,1,1.807855106,sub-30500314
right,right,accuracy,NA,NA,NA,18,1,37,right,1,2.473897348,sub-30500314
right,right,accuracy,NA,NA,NA,19,0,38,right,1,5.435142767,sub-30500314
left,left,accuracy,NA,NA,NA,19,1,39,left,1,2.025243481,sub-30500314
left,left,accuracy,NA,NA,NA,20,0,40,left,1,2.464878385,sub-30500314
right,right,accuracy,NA,NA,NA,20,1,41,right,1,1.403846887,sub-30500314
left,left,accuracy,NA,NA,NA,21,0,42,left,1,1.118393857,sub-30500314
right,right,accuracy,NA,NA,NA,21,1,43,right,1,4.756879286,sub-30500314
right,right,accuracy,NA,NA,NA,22,0,44,right,1,2.090143126,sub-30500314
left,left,accuracy,NA,NA,NA,22,1,45,left,1,1.398861648,sub-30500314
right,right,accuracy,NA,NA,NA,23,0,46,right,1,2.643613033,sub-30500314
left,left,accuracy,NA,NA,NA,23,1,47,left,1,1.646960466,sub-30500314
left,left,accuracy,NA,NA,NA,24,0,48,left,1,2.964929801,sub-30500314
right,right,accuracy,NA,NA,NA,24,1,49,right,1,2.11580606,sub-30500314
left,left,accuracy,NA,NA,NA,25,0,50,left,1,4.769012843,sub-30500314
right,right,accuracy,NA,NA,NA,25,1,51,right,1,4.638115909,sub-30500314
left,left,accuracy,NA,NA,NA,26,0,52,left,1,4.49102548,sub-30500314
right,right,accuracy,NA,NA,NA,26,1,53,right,1,5.793399159,sub-30500314
right,right,accuracy,NA,NA,NA,27,0,54,left,0,5.41872229,sub-30500314
left,left,accuracy,NA,NA,NA,27,1,55,left,1,1.421723817,sub-30500314
left,left,accuracy,NA,NA,NA,28,0,56,left,1,6.008367945,sub-30500314
right,right,accuracy,NA,NA,NA,28,1,57,right,1,5.0434354,sub-30500314
right,right,accuracy,NA,NA,NA,29,0,58,right,1,5.018850499,sub-30500314
left,left,accuracy,NA,NA,NA,29,1,59,left,1,5.644329779,sub-30500314
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30500314
left,left,speed,NA,NA,NA,0,0,0,left,1,1.622804514,sub-30500314
right,right,speed,NA,NA,NA,0,1,1,right,1,1.368819176,sub-30500314
right,right,speed,NA,NA,NA,1,0,2,right,1,1.996434788,sub-30500314
left,left,speed,NA,NA,NA,1,1,3,left,1,1.832113829,sub-30500314
right,right,speed,NA,NA,NA,2,0,4,right,1,2.700975446,sub-30500314
left,left,speed,NA,NA,NA,2,1,5,left,1,1.018677785,sub-30500314
right,right,speed,NA,NA,NA,3,0,6,left,0,2.395466439,sub-30500314
left,left,speed,NA,NA,NA,3,1,7,left,1,2.957352499,sub-30500314
left,left,speed,NA,NA,NA,4,0,8,left,1,2.675348517,sub-30500314
right,right,speed,NA,NA,NA,4,1,9,right,1,3.158095969,sub-30500314
left,left,speed,NA,NA,NA,5,0,10,left,1,2.312783447,sub-30500314
right,right,speed,NA,NA,NA,5,1,11,left,0,1.499789116,sub-30500314
right,right,speed,NA,NA,NA,6,0,12,left,0,2.080502845,sub-30500314
left,left,speed,NA,NA,NA,6,1,13,left,1,3.463012392,sub-30500314
right,right,speed,NA,NA,NA,7,0,14,right,1,2.641007842,sub-30500314
left,left,speed,NA,NA,NA,7,1,15,left,1,2.674547761,sub-30500314
right,right,speed,NA,NA,NA,8,0,16,right,1,1.584226231,sub-30500314
left,left,speed,NA,NA,NA,8,1,17,right,0,3.199975651,sub-30500314
right,right,speed,NA,NA,NA,9,0,18,right,1,4.366143838,sub-30500314
left,left,speed,NA,NA,NA,9,1,19,left,1,1.421560615,sub-30500314
left,left,speed,NA,NA,NA,10,0,20,left,1,1.542481179,sub-30500314
right,right,speed,NA,NA,NA,10,1,21,left,0,3.110515018,sub-30500314
left,left,speed,NA,NA,NA,11,0,22,left,1,1.895275431,sub-30500314
right,right,speed,NA,NA,NA,11,1,23,right,1,2.890793662,sub-30500314
right,right,speed,NA,NA,NA,12,0,24,right,1,2.428932144,sub-30500314
left,left,speed,NA,NA,NA,12,1,25,left,1,1.427803474,sub-30500314
left,left,speed,NA,NA,NA,13,0,26,right,0,3.752704877,sub-30500314
right,right,speed,NA,NA,NA,13,1,27,right,1,2.029875919,sub-30500314
right,right,speed,NA,NA,NA,14,0,28,left,0,1.620400462,sub-30500314
left,left,speed,NA,NA,NA,14,1,29,left,1,2.574319487,sub-30500314
left,left,speed,NA,NA,NA,15,0,30,left,1,1.807702008,sub-30500314
right,right,speed,NA,NA,NA,15,1,31,right,1,1.009335623,sub-30500314
left,left,speed,NA,NA,NA,16,0,32,left,1,0.717339902,sub-30500314
right,right,speed,NA,NA,NA,16,1,33,right,1,0.664071295,sub-30500314
right,right,speed,NA,NA,NA,17,0,34,left,0,0.775448046,sub-30500314
left,left,speed,NA,NA,NA,17,1,35,right,0,0.798826799,sub-30500314
left,left,speed,NA,NA,NA,18,0,36,left,1,1.062952862,sub-30500314
right,right,speed,NA,NA,NA,18,1,37,right,1,1.503696458,sub-30500314
right,right,speed,NA,NA,NA,19,0,38,right,1,0.867647807,sub-30500314
left,left,speed,NA,NA,NA,19,1,39,left,1,1.022058723,sub-30500314
right,right,speed,NA,NA,NA,20,0,40,right,1,0.798404236,sub-30500314
left,left,speed,NA,NA,NA,20,1,41,right,0,0.857750452,sub-30500314
left,left,speed,NA,NA,NA,21,0,42,left,1,0.899961078,sub-30500314
right,right,speed,NA,NA,NA,21,1,43,right,1,1.264185387,sub-30500314
right,right,speed,NA,NA,NA,22,0,44,right,1,0.659953575,sub-30500314
left,left,speed,NA,NA,NA,22,1,45,right,0,0.69377391,sub-30500314
left,left,speed,NA,NA,NA,23,0,46,right,0,0.646422186,sub-30500314
right,right,speed,NA,NA,NA,23,1,47,right,1,0.752451952,sub-30500314
left,left,speed,NA,NA,NA,24,0,48,right,0,0.653244401,sub-30500314
right,right,speed,NA,NA,NA,24,1,49,right,1,0.822873844,sub-30500314
right,right,speed,NA,NA,NA,25,0,50,right,1,1.168160215,sub-30500314
left,left,speed,NA,NA,NA,25,1,51,left,1,0.794477164,sub-30500314
right,right,speed,NA,NA,NA,26,0,52,right,1,0.812409138,sub-30500314
left,left,speed,NA,NA,NA,26,1,53,left,1,0.871498105,sub-30500314
left,left,speed,NA,NA,NA,27,0,54,right,0,1.150807299,sub-30500314
right,right,speed,NA,NA,NA,27,1,55,left,0,1.677830233,sub-30500314
left,left,speed,NA,NA,NA,28,0,56,right,0,0.998787949,sub-30500314
right,right,speed,NA,NA,NA,28,1,57,right,1,1.096815974,sub-30500314
right,right,speed,NA,NA,NA,29,0,58,right,1,1.333146841,sub-30500314
left,left,speed,NA,NA,NA,29,1,59,left,1,2.694755234,sub-30500314
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30500314
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30500314
