direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-74445370
right,right,NA,0,0,0,NA,NA,NA,right,1,0.6935912999324501,sub-74445370
left,left,NA,0,1,1,NA,NA,NA,left,1,0.6260832003317773,sub-74445370
left,left,NA,1,0,2,NA,NA,NA,left,1,0.667497499845922,sub-74445370
right,right,NA,1,1,3,NA,NA,NA,right,1,0.9170050998218358,sub-74445370
left,left,NA,2,0,4,NA,NA,NA,left,1,0.589873000048101,sub-74445370
right,right,NA,2,1,5,NA,NA,NA,right,1,0.7253552000038326,sub-74445370
right,right,NA,3,0,6,NA,NA,NA,left,0,0.5874167000874877,sub-74445370
left,left,NA,3,1,7,NA,NA,NA,left,1,0.816025999840349,sub-74445370
right,right,NA,4,0,8,NA,NA,NA,right,1,0.5401693996973336,sub-74445370
left,left,NA,4,1,9,NA,NA,NA,left,1,0.571533799637109,sub-74445370
left,left,NA,5,0,10,NA,NA,NA,left,1,0.5249098995700479,sub-74445370
right,right,NA,5,1,11,NA,NA,NA,right,1,0.5474298000335693,sub-74445370
left,left,NA,6,0,12,NA,NA,NA,left,1,0.5255150999873877,sub-74445370
right,right,NA,6,1,13,NA,NA,NA,right,1,0.5077144000679255,sub-74445370
left,left,NA,7,0,14,NA,NA,NA,left,1,0.45372190000489354,sub-74445370
right,right,NA,7,1,15,NA,NA,NA,right,1,0.6706089000217617,sub-74445370
left,left,NA,8,0,16,NA,NA,NA,left,1,0.4568866998888552,sub-74445370
right,right,NA,8,1,17,NA,NA,NA,right,1,0.4593190001323819,sub-74445370
left,left,NA,9,0,18,NA,NA,NA,left,1,0.47378400014713407,sub-74445370
right,right,NA,9,1,19,NA,NA,NA,right,1,0.48300640005618334,sub-74445370
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-74445370
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-74445370
right,right,speed,NA,NA,NA,0,0,0,right,1,0.5069372002035379,sub-74445370
left,left,speed,NA,NA,NA,0,1,1,left,1,0.514920599758625,sub-74445370
right,right,speed,NA,NA,NA,1,0,2,right,1,0.4690779000520706,sub-74445370
left,left,speed,NA,NA,NA,1,1,3,left,1,0.48461199970915914,sub-74445370
right,right,speed,NA,NA,NA,2,0,4,right,1,0.42484419979155064,sub-74445370
left,left,speed,NA,NA,NA,2,1,5,left,1,0.5089091002009809,sub-74445370
left,left,speed,NA,NA,NA,3,0,6,left,1,0.6438120999373496,sub-74445370
right,right,speed,NA,NA,NA,3,1,7,right,1,0.4840960996225476,sub-74445370
left,left,speed,NA,NA,NA,4,0,8,left,1,0.5747547000646591,sub-74445370
right,right,speed,NA,NA,NA,4,1,9,right,1,0.6284179999493062,sub-74445370
right,right,speed,NA,NA,NA,5,0,10,right,1,0.7405044999904931,sub-74445370
left,left,speed,NA,NA,NA,5,1,11,left,1,0.49673449993133545,sub-74445370
right,right,speed,NA,NA,NA,6,0,12,right,1,0.4833593000657857,sub-74445370
left,left,speed,NA,NA,NA,6,1,13,left,1,0.4827383002266288,sub-74445370
left,left,speed,NA,NA,NA,7,0,14,left,1,0.5324204000644386,sub-74445370
right,right,speed,NA,NA,NA,7,1,15,right,1,0.5224219998344779,sub-74445370
right,right,speed,NA,NA,NA,8,0,16,right,1,0.5304000000469387,sub-74445370
left,left,speed,NA,NA,NA,8,1,17,left,1,0.5225086999125779,sub-74445370
right,right,speed,NA,NA,NA,9,0,18,right,1,0.9646054999902844,sub-74445370
left,left,speed,NA,NA,NA,9,1,19,left,1,0.7675044997595251,sub-74445370
left,left,speed,NA,NA,NA,10,0,20,left,1,1.8990159998647869,sub-74445370
right,right,speed,NA,NA,NA,10,1,21,right,1,0.8994042999111116,sub-74445370
left,left,speed,NA,NA,NA,11,0,22,left,1,0.522548200096935,sub-74445370
right,right,speed,NA,NA,NA,11,1,23,right,1,2.546011599712074,sub-74445370
left,left,speed,NA,NA,NA,12,0,24,left,1,0.5449255001731217,sub-74445370
right,right,speed,NA,NA,NA,12,1,25,right,1,0.6832850999198854,sub-74445370
left,left,speed,NA,NA,NA,13,0,26,left,1,0.5442515001632273,sub-74445370
right,right,speed,NA,NA,NA,13,1,27,right,1,0.7193915001116693,sub-74445370
left,left,speed,NA,NA,NA,14,0,28,left,1,0.6119953999295831,sub-74445370
right,right,speed,NA,NA,NA,14,1,29,right,1,0.45351599995046854,sub-74445370
left,left,speed,NA,NA,NA,15,0,30,left,1,0.4689550003968179,sub-74445370
right,right,speed,NA,NA,NA,15,1,31,right,1,0.4990901998244226,sub-74445370
right,right,speed,NA,NA,NA,16,0,32,right,1,0.46628129994496703,sub-74445370
left,left,speed,NA,NA,NA,16,1,33,left,1,0.48801409965381026,sub-74445370
right,right,speed,NA,NA,NA,17,0,34,right,1,0.5804775999858975,sub-74445370
left,left,speed,NA,NA,NA,17,1,35,left,1,0.4663758999668062,sub-74445370
left,left,speed,NA,NA,NA,18,0,36,left,1,0.5325465998612344,sub-74445370
right,right,speed,NA,NA,NA,18,1,37,right,1,0.49912970000877976,sub-74445370
left,left,speed,NA,NA,NA,19,0,38,left,1,0.4851653999648988,sub-74445370
right,right,speed,NA,NA,NA,19,1,39,right,1,0.6308581000193954,sub-74445370
left,left,speed,NA,NA,NA,20,0,40,left,1,0.5207095998339355,sub-74445370
right,right,speed,NA,NA,NA,20,1,41,right,1,0.5172111000865698,sub-74445370
left,left,speed,NA,NA,NA,21,0,42,left,1,0.4496299000456929,sub-74445370
right,right,speed,NA,NA,NA,21,1,43,right,1,0.516724799759686,sub-74445370
left,left,speed,NA,NA,NA,22,0,44,left,1,0.494749799836427,sub-74445370
right,right,speed,NA,NA,NA,22,1,45,right,1,0.5217126999050379,sub-74445370
right,right,speed,NA,NA,NA,23,0,46,right,1,0.5664098998531699,sub-74445370
left,left,speed,NA,NA,NA,23,1,47,left,1,0.5135222999379039,sub-74445370
left,left,speed,NA,NA,NA,24,0,48,left,1,2.9272839999757707,sub-74445370
right,right,speed,NA,NA,NA,24,1,49,right,1,0.5656846002675593,sub-74445370
left,left,speed,NA,NA,NA,25,0,50,left,1,0.7516017998568714,sub-74445370
right,right,speed,NA,NA,NA,25,1,51,right,1,0.5831069000996649,sub-74445370
left,left,speed,NA,NA,NA,26,0,52,left,1,0.5247692996636033,sub-74445370
right,right,speed,NA,NA,NA,26,1,53,right,1,0.4661662997677922,sub-74445370
left,left,speed,NA,NA,NA,27,0,54,left,1,0.7093734997324646,sub-74445370
right,right,speed,NA,NA,NA,27,1,55,right,1,0.4792305999435485,sub-74445370
left,left,speed,NA,NA,NA,28,0,56,left,1,0.49997520027682185,sub-74445370
right,right,speed,NA,NA,NA,28,1,57,right,1,0.5234386003576219,sub-74445370
left,left,speed,NA,NA,NA,29,0,58,left,1,0.5431795003823936,sub-74445370
right,right,speed,NA,NA,NA,29,1,59,right,1,0.5413889000192285,sub-74445370
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-74445370
left,left,accuracy,NA,NA,NA,0,0,0,left,1,0.5668870997615159,sub-74445370
right,right,accuracy,NA,NA,NA,0,1,1,right,1,1.7104054000228643,sub-74445370
left,left,accuracy,NA,NA,NA,1,0,2,left,1,0.5357854003086686,sub-74445370
right,right,accuracy,NA,NA,NA,1,1,3,right,1,0.5767446998506784,sub-74445370
right,right,accuracy,NA,NA,NA,2,0,4,right,1,0.5144545999355614,sub-74445370
left,left,accuracy,NA,NA,NA,2,1,5,left,1,0.516771299764514,sub-74445370
left,left,accuracy,NA,NA,NA,3,0,6,left,1,0.5172938001342118,sub-74445370
right,right,accuracy,NA,NA,NA,3,1,7,right,1,0.68046860024333,sub-74445370
left,left,accuracy,NA,NA,NA,4,0,8,left,1,0.5776728000491858,sub-74445370
right,right,accuracy,NA,NA,NA,4,1,9,right,1,0.5096211000345647,sub-74445370
left,left,accuracy,NA,NA,NA,5,0,10,left,1,0.4939230000600219,sub-74445370
right,right,accuracy,NA,NA,NA,5,1,11,right,1,0.47874310007318854,sub-74445370
right,right,accuracy,NA,NA,NA,6,0,12,right,1,0.908556600101292,sub-74445370
left,left,accuracy,NA,NA,NA,6,1,13,left,1,0.723974599968642,sub-74445370
right,right,accuracy,NA,NA,NA,7,0,14,right,1,0.5385308000259101,sub-74445370
left,left,accuracy,NA,NA,NA,7,1,15,left,1,0.4619750999845565,sub-74445370
left,left,accuracy,NA,NA,NA,8,0,16,left,1,0.5994551996700466,sub-74445370
right,right,accuracy,NA,NA,NA,8,1,17,right,1,0.6140495003201067,sub-74445370
right,right,accuracy,NA,NA,NA,9,0,18,right,1,1.0835261000320315,sub-74445370
left,left,accuracy,NA,NA,NA,9,1,19,left,1,0.533542700111866,sub-74445370
right,right,accuracy,NA,NA,NA,10,0,20,right,1,0.5597475003451109,sub-74445370
left,left,accuracy,NA,NA,NA,10,1,21,left,1,0.5510708000510931,sub-74445370
left,left,accuracy,NA,NA,NA,11,0,22,left,1,0.5738740996457636,sub-74445370
right,right,accuracy,NA,NA,NA,11,1,23,right,1,0.5082387998700142,sub-74445370
left,left,accuracy,NA,NA,NA,12,0,24,left,1,0.5435422998853028,sub-74445370
right,right,accuracy,NA,NA,NA,12,1,25,right,1,0.8170601995661855,sub-74445370
left,left,accuracy,NA,NA,NA,13,0,26,left,1,0.5504371002316475,sub-74445370
right,right,accuracy,NA,NA,NA,13,1,27,right,1,0.5176283000037074,sub-74445370
right,right,accuracy,NA,NA,NA,14,0,28,right,1,0.6065883003175259,sub-74445370
left,left,accuracy,NA,NA,NA,14,1,29,left,1,0.48136140033602715,sub-74445370
left,left,accuracy,NA,NA,NA,15,0,30,left,1,0.5690713999792933,sub-74445370
right,right,accuracy,NA,NA,NA,15,1,31,right,1,0.5493451999500394,sub-74445370
left,left,accuracy,NA,NA,NA,16,0,32,left,1,0.5413962998427451,sub-74445370
right,right,accuracy,NA,NA,NA,16,1,33,left,0,0.5128644998185337,sub-74445370
right,right,accuracy,NA,NA,NA,17,0,34,right,1,1.483270199969411,sub-74445370
left,left,accuracy,NA,NA,NA,17,1,35,left,1,0.6323822000995278,sub-74445370
left,left,accuracy,NA,NA,NA,18,0,36,left,1,0.6166421002708375,sub-74445370
right,right,accuracy,NA,NA,NA,18,1,37,right,1,0.5662802997976542,sub-74445370
left,left,accuracy,NA,NA,NA,19,0,38,left,1,0.6775255999527872,sub-74445370
right,right,accuracy,NA,NA,NA,19,1,39,right,1,0.7366360002197325,sub-74445370
right,right,accuracy,NA,NA,NA,20,0,40,right,1,0.7955761002376676,sub-74445370
left,left,accuracy,NA,NA,NA,20,1,41,left,1,0.6765106003731489,sub-74445370
right,right,accuracy,NA,NA,NA,21,0,42,right,1,0.5813748999498785,sub-74445370
left,left,accuracy,NA,NA,NA,21,1,43,left,1,0.605020500253886,sub-74445370
left,left,accuracy,NA,NA,NA,22,0,44,left,1,0.61702899960801,sub-74445370
right,right,accuracy,NA,NA,NA,22,1,45,right,1,0.9696964998729528,sub-74445370
right,right,accuracy,NA,NA,NA,23,0,46,right,1,1.0369510003365576,sub-74445370
left,left,accuracy,NA,NA,NA,23,1,47,left,1,0.6376884002238512,sub-74445370
right,right,accuracy,NA,NA,NA,24,0,48,right,1,0.6961694001220167,sub-74445370
left,left,accuracy,NA,NA,NA,24,1,49,left,1,0.555810899939388,sub-74445370
right,right,accuracy,NA,NA,NA,25,0,50,right,1,0.5633630002848804,sub-74445370
left,left,accuracy,NA,NA,NA,25,1,51,left,1,0.6509163998998702,sub-74445370
left,left,accuracy,NA,NA,NA,26,0,52,left,1,2.383156499825418,sub-74445370
right,right,accuracy,NA,NA,NA,26,1,53,right,1,0.5917323003523052,sub-74445370
left,left,accuracy,NA,NA,NA,27,0,54,left,1,0.6000542999245226,sub-74445370
right,right,accuracy,NA,NA,NA,27,1,55,right,1,0.7128139999695122,sub-74445370
right,right,accuracy,NA,NA,NA,28,0,56,right,1,0.8225777000188828,sub-74445370
left,left,accuracy,NA,NA,NA,28,1,57,left,1,0.584943599998951,sub-74445370
left,left,accuracy,NA,NA,NA,29,0,58,left,1,0.49340849975124,sub-74445370
right,right,accuracy,NA,NA,NA,29,1,59,right,1,0.7194746001623571,sub-74445370
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-74445370
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-74445370
