direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-34674682
left,left,NA,0,0,0,NA,NA,NA,left,1,1.392913701,sub-34674682
right,right,NA,0,1,1,NA,NA,NA,right,1,1.376303997,sub-34674682
right,right,NA,1,0,2,NA,NA,NA,right,1,2.717070878,sub-34674682
left,left,NA,1,1,3,NA,NA,NA,left,1,0.920263236,sub-34674682
left,left,NA,2,0,4,NA,NA,NA,left,1,1.166682457,sub-34674682
right,right,NA,2,1,5,NA,NA,NA,right,1,1.627351322,sub-34674682
right,right,NA,3,0,6,NA,NA,NA,left,0,0.906413203,sub-34674682
left,left,NA,3,1,7,NA,NA,NA,left,1,1.100829872,sub-34674682
right,right,NA,4,0,8,NA,NA,NA,right,1,2.300949196,sub-34674682
left,left,NA,4,1,9,NA,NA,NA,left,1,1.120249206,sub-34674682
right,right,NA,5,0,10,NA,NA,NA,left,0,1.514704468,sub-34674682
left,left,NA,5,1,11,NA,NA,NA,left,1,1.967192752,sub-34674682
left,left,NA,6,0,12,NA,NA,NA,left,1,3.513795359,sub-34674682
right,right,NA,6,1,13,NA,NA,NA,right,1,1.964618731,sub-34674682
right,right,NA,7,0,14,NA,NA,NA,right,1,2.163878746,sub-34674682
left,left,NA,7,1,15,NA,NA,NA,left,1,1.463683835,sub-34674682
left,left,NA,8,0,16,NA,NA,NA,left,1,1.531685137,sub-34674682
right,right,NA,8,1,17,NA,NA,NA,left,0,1.327826617,sub-34674682
right,right,NA,9,0,18,NA,NA,NA,left,0,0.730132429,sub-34674682
left,left,NA,9,1,19,NA,NA,NA,left,1,1.0835675,sub-34674682
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-34674682
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-34674682
left,left,accuracy,NA,NA,NA,0,0,0,left,1,1.939166985,sub-34674682
right,right,accuracy,NA,NA,NA,0,1,1,right,1,2.901659589,sub-34674682
right,right,accuracy,NA,NA,NA,1,0,2,left,0,1.478530246,sub-34674682
left,left,accuracy,NA,NA,NA,1,1,3,right,0,4.161969264,sub-34674682
left,left,accuracy,NA,NA,NA,2,0,4,left,1,1.572898535,sub-34674682
right,right,accuracy,NA,NA,NA,2,1,5,left,0,2.613483049,sub-34674682
left,left,accuracy,NA,NA,NA,3,0,6,left,1,1.949368666,sub-34674682
right,right,accuracy,NA,NA,NA,3,1,7,left,0,1.634360041,sub-34674682
left,left,accuracy,NA,NA,NA,4,0,8,left,1,4.194084362,sub-34674682
right,right,accuracy,NA,NA,NA,4,1,9,right,1,2.190865629,sub-34674682
left,left,accuracy,NA,NA,NA,5,0,10,left,1,2.98835861,sub-34674682
right,right,accuracy,NA,NA,NA,5,1,11,left,0,3.582656499,sub-34674682
right,right,accuracy,NA,NA,NA,6,0,12,right,1,3.066355769,sub-34674682
left,left,accuracy,NA,NA,NA,6,1,13,left,1,4.816849316,sub-34674682
right,right,accuracy,NA,NA,NA,7,0,14,right,1,3.552065436,sub-34674682
left,left,accuracy,NA,NA,NA,7,1,15,left,1,1.103089044,sub-34674682
left,left,accuracy,NA,NA,NA,8,0,16,left,1,1.532784407,sub-34674682
right,right,accuracy,NA,NA,NA,8,1,17,right,1,2.619916385,sub-34674682
right,right,accuracy,NA,NA,NA,9,0,18,right,1,4.035969051,sub-34674682
left,left,accuracy,NA,NA,NA,9,1,19,left,1,2.657880877,sub-34674682
left,left,accuracy,NA,NA,NA,10,0,20,left,1,3.582765077,sub-34674682
right,right,accuracy,NA,NA,NA,10,1,21,right,1,3.435783485,sub-34674682
left,left,accuracy,NA,NA,NA,11,0,22,left,1,4.876418214,sub-34674682
right,right,accuracy,NA,NA,NA,11,1,23,right,1,2.964184521,sub-34674682
right,right,accuracy,NA,NA,NA,12,0,24,right,1,5.583399191,sub-34674682
left,left,accuracy,NA,NA,NA,12,1,25,left,1,2.02485011,sub-34674682
right,right,accuracy,NA,NA,NA,13,0,26,left,0,2.891181529,sub-34674682
left,left,accuracy,NA,NA,NA,13,1,27,left,1,3.87280436,sub-34674682
