direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-26067668
left,left,NA,0,0,0,NA,NA,NA,left,1,3.4931907,sub-26067668
right,right,NA,0,1,1,NA,NA,NA,right,1,0.972405,sub-26067668
left,left,NA,1,0,2,NA,NA,NA,right,0,0.7793903,sub-26067668
right,right,NA,1,1,3,NA,NA,NA,right,1,2.0282872,sub-26067668
right,right,NA,2,0,4,NA,NA,NA,right,1,1.9221054,sub-26067668
left,left,NA,2,1,5,NA,NA,NA,left,1,1.173712,sub-26067668
right,right,NA,3,0,6,NA,NA,NA,left,0,1.5424645,sub-26067668
left,left,NA,3,1,7,NA,NA,NA,right,0,2.3660649,sub-26067668
left,left,NA,4,0,8,NA,NA,NA,right,0,2.5584502,sub-26067668
right,right,NA,4,1,9,NA,NA,NA,right,1,1.8180075,sub-26067668
left,left,NA,5,0,10,NA,NA,NA,left,1,2.8211724,sub-26067668
right,right,NA,5,1,11,NA,NA,NA,left,0,2.4253483,sub-26067668
left,left,NA,6,0,12,NA,NA,NA,left,1,2.2852297,sub-26067668
right,right,NA,6,1,13,NA,NA,NA,right,1,2.5597421,sub-26067668
right,right,NA,7,0,14,NA,NA,NA,left,0,1.5191262,sub-26067668
left,left,NA,7,1,15,NA,NA,NA,right,0,2.6584596,sub-26067668
right,right,NA,8,0,16,NA,NA,NA,right,1,4.1021051,sub-26067668
left,left,NA,8,1,17,NA,NA,NA,left,1,0.8449087,sub-26067668
right,right,NA,9,0,18,NA,NA,NA,right,1,1.1814186,sub-26067668
left,left,NA,9,1,19,NA,NA,NA,left,1,1.9995408,sub-26067668
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-26067668
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-26067668
left,left,accuracy,NA,NA,NA,0,0,0,left,1,2.1004818,sub-26067668
right,right,accuracy,NA,NA,NA,0,1,1,right,1,4.4622385,sub-26067668
right,right,accuracy,NA,NA,NA,1,0,2,right,1,10.524769,sub-26067668
left,left,accuracy,NA,NA,NA,1,1,3,left,1,2.1258693,sub-26067668
left,left,accuracy,NA,NA,NA,2,0,4,left,1,1.8987027,sub-26067668
right,right,accuracy,NA,NA,NA,2,1,5,right,1,2.1895135,sub-26067668
left,left,accuracy,NA,NA,NA,3,0,6,left,1,2.4396524,sub-26067668
right,right,accuracy,NA,NA,NA,3,1,7,left,0,2.4957818,sub-26067668
left,left,accuracy,NA,NA,NA,4,0,8,right,0,2.3916784,sub-26067668
right,right,accuracy,NA,NA,NA,4,1,9,left,0,4.0178037,sub-26067668
left,left,accuracy,NA,NA,NA,5,0,10,left,1,4.8190789,sub-26067668
right,right,accuracy,NA,NA,NA,5,1,11,left,0,2.4434001,sub-26067668
left,left,accuracy,NA,NA,NA,6,0,12,left,1,3.1868001,sub-26067668
right,right,accuracy,NA,NA,NA,6,1,13,right,1,5.4117065,sub-26067668
left,left,accuracy,NA,NA,NA,7,0,14,left,1,2.1278427,sub-26067668
right,right,accuracy,NA,NA,NA,7,1,15,right,1,2.6744485,sub-26067668
left,left,accuracy,NA,NA,NA,8,0,16,left,1,1.3318041,sub-26067668
right,right,accuracy,NA,NA,NA,8,1,17,left,0,2.7949201,sub-26067668
right,right,accuracy,NA,NA,NA,9,0,18,left,0,1.6808841,sub-26067668
left,left,accuracy,NA,NA,NA,9,1,19,left,1,2.7195393,sub-26067668
left,left,accuracy,NA,NA,NA,10,0,20,left,1,2.2882045,sub-26067668
right,right,accuracy,NA,NA,NA,10,1,21,right,1,1.336239,sub-26067668
right,right,accuracy,NA,NA,NA,11,0,22,right,1,1.7616614,sub-26067668
left,left,accuracy,NA,NA,NA,11,1,23,left,1,1.5677194,sub-26067668
right,right,accuracy,NA,NA,NA,12,0,24,right,1,3.8363057,sub-26067668
left,left,accuracy,NA,NA,NA,12,1,25,left,1,1.7382355,sub-26067668
right,right,accuracy,NA,NA,NA,13,0,26,left,0,1.7557625,sub-26067668
left,left,accuracy,NA,NA,NA,13,1,27,left,1,1.6419777,sub-26067668
left,left,accuracy,NA,NA,NA,14,0,28,left,1,1.7196327,sub-26067668
right,right,accuracy,NA,NA,NA,14,1,29,right,1,2.382214,sub-26067668
left,left,accuracy,NA,NA,NA,15,0,30,left,1,3.0420693,sub-26067668
right,right,accuracy,NA,NA,NA,15,1,31,left,0,4.1495186,sub-26067668
right,right,accuracy,NA,NA,NA,16,0,32,right,1,3.9403622,sub-26067668
left,left,accuracy,NA,NA,NA,16,1,33,left,1,1.4998812,sub-26067668
left,left,accuracy,NA,NA,NA,17,0,34,left,1,1.4689351,sub-26067668
right,right,accuracy,NA,NA,NA,17,1,35,right,1,2.9658141,sub-26067668
right,right,accuracy,NA,NA,NA,18,0,36,right,1,3.2421703,sub-26067668
left,left,accuracy,NA,NA,NA,18,1,37,left,1,1.2518387,sub-26067668
right,right,accuracy,NA,NA,NA,19,0,38,right,1,2.9902175,sub-26067668
left,left,accuracy,NA,NA,NA,19,1,39,left,1,1.385447,sub-26067668
right,right,accuracy,NA,NA,NA,20,0,40,left,0,1.5048357,sub-26067668
left,left,accuracy,NA,NA,NA,20,1,41,left,1,1.6093203,sub-26067668
right,right,accuracy,NA,NA,NA,21,0,42,right,1,2.958735,sub-26067668
left,left,accuracy,NA,NA,NA,21,1,43,left,1,1.2010993,sub-26067668
left,left,accuracy,NA,NA,NA,22,0,44,left,1,1.4278355,sub-26067668
right,right,accuracy,NA,NA,NA,22,1,45,right,1,2.7402165,sub-26067668
left,left,accuracy,NA,NA,NA,23,0,46,left,1,2.953264,sub-26067668
right,right,accuracy,NA,NA,NA,23,1,47,left,0,2.7048593,sub-26067668
left,left,accuracy,NA,NA,NA,24,0,48,left,1,1.7309258,sub-26067668
right,right,accuracy,NA,NA,NA,24,1,49,right,1,2.2729158,sub-26067668
right,right,accuracy,NA,NA,NA,25,0,50,left,0,2.7978238,sub-26067668
left,left,accuracy,NA,NA,NA,25,1,51,left,1,4.9249902,sub-26067668
right,right,accuracy,NA,NA,NA,26,0,52,right,1,2.1398825,sub-26067668
left,left,accuracy,NA,NA,NA,26,1,53,left,1,1.9461646,sub-26067668
right,right,accuracy,NA,NA,NA,27,0,54,left,0,3.6272115,sub-26067668
left,left,accuracy,NA,NA,NA,27,1,55,left,1,1.064925,sub-26067668
left,left,accuracy,NA,NA,NA,28,0,56,left,1,0.7895398,sub-26067668
right,right,accuracy,NA,NA,NA,28,1,57,right,1,1.6831523,sub-26067668
right,right,accuracy,NA,NA,NA,29,0,58,right,1,2.1777987,sub-26067668
left,left,accuracy,NA,NA,NA,29,1,59,left,1,2.6863261,sub-26067668
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-26067668
left,left,speed,NA,NA,NA,0,0,0,left,1,0.7359929,sub-26067668
right,right,speed,NA,NA,NA,0,1,1,left,0,0.6711628,sub-26067668
left,left,speed,NA,NA,NA,1,0,2,left,1,1.0880946,sub-26067668
right,right,speed,NA,NA,NA,1,1,3,right,1,1.3782272,sub-26067668
left,left,speed,NA,NA,NA,2,0,4,left,1,2.231142,sub-26067668
right,right,speed,NA,NA,NA,2,1,5,left,0,0.798604,sub-26067668
left,left,speed,NA,NA,NA,3,0,6,left,1,0.6985805,sub-26067668
right,right,speed,NA,NA,NA,3,1,7,right,1,1.2876863,sub-26067668
left,left,speed,NA,NA,NA,4,0,8,right,0,0.8360748,sub-26067668
right,right,speed,NA,NA,NA,4,1,9,right,1,0.7679247,sub-26067668
left,left,speed,NA,NA,NA,5,0,10,left,1,0.9657275,sub-26067668
right,right,speed,NA,NA,NA,5,1,11,right,1,2.1533253,sub-26067668
right,right,speed,NA,NA,NA,6,0,12,right,1,1.9226773,sub-26067668
left,left,speed,NA,NA,NA,6,1,13,left,1,0.9379642,sub-26067668
right,right,speed,NA,NA,NA,7,0,14,right,1,1.4074995,sub-26067668
left,left,speed,NA,NA,NA,7,1,15,right,0,1.9184549,sub-26067668
left,left,speed,NA,NA,NA,8,0,16,left,1,1.0432962,sub-26067668
right,right,speed,NA,NA,NA,8,1,17,left,0,0.9237998,sub-26067668
