direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-63063314
left,left,NA,0,0,0,NA,NA,NA,right,0,1.277662043,sub-63063314
right,right,NA,0,1,1,NA,NA,NA,left,0,0.842631749,sub-63063314
left,left,NA,1,0,2,NA,NA,NA,right,0,1.672851664,sub-63063314
right,right,NA,1,1,3,NA,NA,NA,left,0,1.307627316,sub-63063314
right,right,NA,2,0,4,NA,NA,NA,left,0,2.113241754,sub-63063314
left,left,NA,2,1,5,NA,NA,NA,right,0,1.064060096,sub-63063314
left,left,NA,3,0,6,NA,NA,NA,left,1,1.898998422,sub-63063314
right,right,NA,3,1,7,NA,NA,NA,right,1,1.762150136,sub-63063314
left,left,NA,4,0,8,NA,NA,NA,left,1,1.2245614,sub-63063314
right,right,NA,4,1,9,NA,NA,NA,right,1,1.214819885,sub-63063314
right,right,NA,5,0,10,NA,NA,NA,right,1,1.200268368,sub-63063314
left,left,NA,5,1,11,NA,NA,NA,left,1,1.363567054,sub-63063314
left,left,NA,6,0,12,NA,NA,NA,left,1,1.771878706,sub-63063314
right,right,NA,6,1,13,NA,NA,NA,left,0,0.881375834,sub-63063314
left,left,NA,7,0,14,NA,NA,NA,right,0,1.066122233,sub-63063314
right,right,NA,7,1,15,NA,NA,NA,right,1,1.334010706,sub-63063314
left,left,NA,8,0,16,NA,NA,NA,left,1,1.114903025,sub-63063314
right,right,NA,8,1,17,NA,NA,NA,right,1,2.973097292,sub-63063314
left,left,NA,9,0,18,NA,NA,NA,left,1,0.956481814,sub-63063314
right,right,NA,9,1,19,NA,NA,NA,right,1,0.899529394,sub-63063314
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-63063314
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-63063314
right,right,speed,NA,NA,NA,0,0,0,right,1,0.513280569,sub-63063314
left,left,speed,NA,NA,NA,0,1,1,left,1,0.65196825,sub-63063314
right,right,speed,NA,NA,NA,1,0,2,right,1,0.924096073,sub-63063314
left,left,speed,NA,NA,NA,1,1,3,left,1,0.804879744,sub-63063314
left,left,speed,NA,NA,NA,2,0,4,left,1,1.28158903,sub-63063314
right,right,speed,NA,NA,NA,2,1,5,right,1,1.61355934,sub-63063314
left,left,speed,NA,NA,NA,3,0,6,left,1,1.419467207,sub-63063314
right,right,speed,NA,NA,NA,3,1,7,left,0,2.780331681,sub-63063314
right,right,speed,NA,NA,NA,4,0,8,right,1,1.960239702,sub-63063314
left,left,speed,NA,NA,NA,4,1,9,left,1,0.870617465,sub-63063314
left,left,speed,NA,NA,NA,5,0,10,right,0,1.345277207,sub-63063314
right,right,speed,NA,NA,NA,5,1,11,left,0,1.322436567,sub-63063314
right,right,speed,NA,NA,NA,6,0,12,right,1,2.042139201,sub-63063314
left,left,speed,NA,NA,NA,6,1,13,left,1,1.503821021,sub-63063314
left,left,speed,NA,NA,NA,7,0,14,left,1,1.066495931,sub-63063314
right,right,speed,NA,NA,NA,7,1,15,right,1,0.98138484,sub-63063314
left,left,speed,NA,NA,NA,8,0,16,left,1,0.719486626,sub-63063314
right,right,speed,NA,NA,NA,8,1,17,right,1,0.666226335,sub-63063314
