direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-68150897
right,right,NA,0,0,0,NA,NA,NA,left,0,4.814793500117958,sub-68150897
left,left,NA,0,1,1,NA,NA,NA,right,0,2.6801317499484867,sub-68150897
right,right,NA,1,0,2,NA,NA,NA,left,0,1.9752568330150095,sub-68150897
left,left,NA,1,1,3,NA,NA,NA,left,1,1.830718208104372,sub-68150897
left,left,NA,2,0,4,NA,NA,NA,left,1,1.8767917091026904,sub-68150897
right,right,NA,2,1,5,NA,NA,NA,left,0,1.8421621669549495,sub-68150897
left,left,NA,3,0,6,NA,NA,NA,right,0,4.661457041976973,sub-68150897
right,right,NA,3,1,7,NA,NA,NA,left,0,3.680275041842833,sub-68150897
left,left,NA,4,0,8,NA,NA,NA,right,0,7.015745791140944,sub-68150897
right,right,NA,4,1,9,NA,NA,NA,right,1,4.548705291934311,sub-68150897
left,left,NA,5,0,10,NA,NA,NA,right,0,3.484991416800767,sub-68150897
right,right,NA,5,1,11,NA,NA,NA,left,0,1.349797291914001,sub-68150897
right,right,NA,6,0,12,NA,NA,NA,right,1,0.3198406668379903,sub-68150897
left,left,NA,6,1,13,NA,NA,NA,right,0,3.954248958034441,sub-68150897
right,right,NA,7,0,14,NA,NA,NA,right,1,8.452191916992888,sub-68150897
left,left,NA,7,1,15,NA,NA,NA,left,1,3.460061375051737,sub-68150897
left,left,NA,8,0,16,NA,NA,NA,left,1,2.184161209035665,sub-68150897
right,right,NA,8,1,17,NA,NA,NA,right,1,2.1718971668742597,sub-68150897
left,left,NA,9,0,18,NA,NA,NA,right,0,1.892390749882907,sub-68150897
right,right,NA,9,1,19,NA,NA,NA,left,0,3.808871417073533,sub-68150897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-68150897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-68150897
left,left,accuracy,NA,NA,NA,0,0,0,left,1,4.407491374993697,sub-68150897
right,right,accuracy,NA,NA,NA,0,1,1,right,1,1.0463609169237316,sub-68150897
right,right,accuracy,NA,NA,NA,1,0,2,left,0,6.216291041113436,sub-68150897
left,left,accuracy,NA,NA,NA,1,1,3,right,0,1.246555541176349,sub-68150897
right,right,accuracy,NA,NA,NA,2,0,4,right,1,0.972543542040512,sub-68150897
left,left,accuracy,NA,NA,NA,2,1,5,left,1,1.8151570840273052,sub-68150897
left,left,accuracy,NA,NA,NA,3,0,6,right,0,1.0621792499441651,sub-68150897
right,right,accuracy,NA,NA,NA,3,1,7,right,1,1.1723323331680149,sub-68150897
right,right,accuracy,NA,NA,NA,4,0,8,left,0,2.1183759581763297,sub-68150897
left,left,accuracy,NA,NA,NA,4,1,9,left,1,2.8887334170285612,sub-68150897
left,left,accuracy,NA,NA,NA,5,0,10,right,0,2.101772499969229,sub-68150897
right,right,accuracy,NA,NA,NA,5,1,11,left,0,2.0844922908581793,sub-68150897
