direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-37618142
right,right,NA,0,0,0,NA,NA,NA,left,0,2.239905204005481,sub-37618142
left,left,NA,0,1,1,NA,NA,NA,left,1,2.1846757540042745,sub-37618142
left,left,NA,1,0,2,NA,NA,NA,left,1,3.133227826998336,sub-37618142
right,right,NA,1,1,3,NA,NA,NA,right,1,1.2498063439998075,sub-37618142
right,right,NA,2,0,4,NA,NA,NA,right,1,1.532474475003255,sub-37618142
left,left,NA,2,1,5,NA,NA,NA,left,1,1.284142291005992,sub-37618142
right,right,NA,3,0,6,NA,NA,NA,right,1,1.938976826997532,sub-37618142
left,left,NA,3,1,7,NA,NA,NA,left,1,1.253440070002398,sub-37618142
right,right,NA,4,0,8,NA,NA,NA,right,1,1.8524686849996217,sub-37618142
left,left,NA,4,1,9,NA,NA,NA,left,1,1.56347287799872,sub-37618142
left,left,NA,5,0,10,NA,NA,NA,right,0,1.4335327329972642,sub-37618142
right,right,NA,5,1,11,NA,NA,NA,left,0,1.7766543560064747,sub-37618142
left,left,NA,6,0,12,NA,NA,NA,left,1,2.2146897689963225,sub-37618142
right,right,NA,6,1,13,NA,NA,NA,right,1,1.6741188500018325,sub-37618142
left,left,NA,7,0,14,NA,NA,NA,left,1,1.4123253190045943,sub-37618142
right,right,NA,7,1,15,NA,NA,NA,right,1,1.6039963200018974,sub-37618142
left,left,NA,8,0,16,NA,NA,NA,left,1,1.419179451004311,sub-37618142
right,right,NA,8,1,17,NA,NA,NA,right,1,1.629168943996774,sub-37618142
right,right,NA,9,0,18,NA,NA,NA,right,1,1.316051324,sub-37618142
left,left,NA,9,1,19,NA,NA,NA,left,1,1.6487344400011352,sub-37618142
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-37618142
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-37618142
right,right,speed,NA,NA,NA,0,0,0,right,1,0.9896347159956348,sub-37618142
left,left,speed,NA,NA,NA,0,1,1,left,1,1.4853821450014948,sub-37618142
right,right,speed,NA,NA,NA,1,0,2,right,1,1.8869026899992605,sub-37618142
left,left,speed,NA,NA,NA,1,1,3,left,1,1.8320742020005127,sub-37618142
left,left,speed,NA,NA,NA,2,0,4,left,1,3.268173846998252,sub-37618142
right,right,speed,NA,NA,NA,2,1,5,right,1,1.99524923300487,sub-37618142
left,left,speed,NA,NA,NA,3,0,6,left,1,1.6128196849967935,sub-37618142
right,right,speed,NA,NA,NA,3,1,7,right,1,1.3682960439982708,sub-37618142
left,left,speed,NA,NA,NA,4,0,8,right,0,1.4120507530024042,sub-37618142
right,right,speed,NA,NA,NA,4,1,9,right,1,1.4867204689944629,sub-37618142
right,right,speed,NA,NA,NA,5,0,10,right,1,2.937769219999609,sub-37618142
left,left,speed,NA,NA,NA,5,1,11,left,1,1.561953855001775,sub-37618142
left,left,speed,NA,NA,NA,6,0,12,left,1,3.1350422600007732,sub-37618142
right,right,speed,NA,NA,NA,6,1,13,right,1,1.411491072998615,sub-37618142
right,right,speed,NA,NA,NA,7,0,14,left,0,1.6035507150008923,sub-37618142
left,left,speed,NA,NA,NA,7,1,15,left,1,1.7775025649971212,sub-37618142
right,right,speed,NA,NA,NA,8,0,16,right,1,1.1760786949962494,sub-37618142
left,left,speed,NA,NA,NA,8,1,17,left,1,1.6070342699968023,sub-37618142
right,right,speed,NA,NA,NA,9,0,18,right,1,1.865767315000994,sub-37618142
left,left,speed,NA,NA,NA,9,1,19,left,1,1.7439354130037827,sub-37618142
right,right,speed,NA,NA,NA,10,0,20,right,1,1.4892311369985691,sub-37618142
left,left,speed,NA,NA,NA,10,1,21,left,1,1.5756347999995342,sub-37618142
right,right,speed,NA,NA,NA,11,0,22,right,1,1.729320917998848,sub-37618142
left,left,speed,NA,NA,NA,11,1,23,left,1,2.112449366999499,sub-37618142
right,right,speed,NA,NA,NA,12,0,24,right,1,2.194303004995163,sub-37618142
left,left,speed,NA,NA,NA,12,1,25,left,1,1.8962934169976504,sub-37618142
left,left,speed,NA,NA,NA,13,0,26,left,1,1.673578985995846,sub-37618142
right,right,speed,NA,NA,NA,13,1,27,right,1,1.7024459629974444,sub-37618142
left,left,speed,NA,NA,NA,14,0,28,left,1,1.952520208003989,sub-37618142
right,right,speed,NA,NA,NA,14,1,29,right,1,1.8961796369985675,sub-37618142
left,left,speed,NA,NA,NA,15,0,30,left,1,2.7661247569994885,sub-37618142
right,right,speed,NA,NA,NA,15,1,31,right,1,2.512251545995241,sub-37618142
right,right,speed,NA,NA,NA,16,0,32,right,1,2.7952832220034907,sub-37618142
left,left,speed,NA,NA,NA,16,1,33,left,1,1.6005020550001063,sub-37618142
right,right,speed,NA,NA,NA,17,0,34,right,1,1.6721973390012863,sub-37618142
left,left,speed,NA,NA,NA,17,1,35,left,1,1.859855124996102,sub-37618142
left,left,speed,NA,NA,NA,18,0,36,left,1,1.9809858539956624,sub-37618142
right,right,speed,NA,NA,NA,18,1,37,right,1,1.3319587200021488,sub-37618142
left,left,speed,NA,NA,NA,19,0,38,left,1,1.442851443003747,sub-37618142
right,right,speed,NA,NA,NA,19,1,39,right,1,1.420957627997268,sub-37618142
right,right,speed,NA,NA,NA,20,0,40,right,1,1.4813233189997843,sub-37618142
left,left,speed,NA,NA,NA,20,1,41,left,1,1.3187183420013753,sub-37618142
right,right,speed,NA,NA,NA,21,0,42,right,1,1.444852623004408,sub-37618142
left,left,speed,NA,NA,NA,21,1,43,left,1,1.3328048660041532,sub-37618142
left,left,speed,NA,NA,NA,22,0,44,right,0,1.3065736050048145,sub-37618142
right,right,speed,NA,NA,NA,22,1,45,right,1,1.2228753099989262,sub-37618142
right,right,speed,NA,NA,NA,23,0,46,right,1,1.9598550800001249,sub-37618142
left,left,speed,NA,NA,NA,23,1,47,left,1,1.352079598000273,sub-37618142
right,right,speed,NA,NA,NA,24,0,48,right,1,1.5279779659977066,sub-37618142
left,left,speed,NA,NA,NA,24,1,49,left,1,1.7894433660039797,sub-37618142
left,left,speed,NA,NA,NA,25,0,50,right,0,1.84755557400058,sub-37618142
right,right,speed,NA,NA,NA,25,1,51,right,1,1.503954537001846,sub-37618142
left,left,speed,NA,NA,NA,26,0,52,left,1,2.4923331230020267,sub-37618142
right,right,speed,NA,NA,NA,26,1,53,right,1,2.385036242005299,sub-37618142
right,right,speed,NA,NA,NA,27,0,54,right,1,4.194432472002518,sub-37618142
left,left,speed,NA,NA,NA,27,1,55,left,1,1.5525690629947348,sub-37618142
left,left,speed,NA,NA,NA,28,0,56,right,0,1.4252571090037236,sub-37618142
right,right,speed,NA,NA,NA,28,1,57,left,0,3.888230359996669,sub-37618142
left,left,speed,NA,NA,NA,29,0,58,right,0,3.9781539420000622,sub-37618142
right,right,speed,NA,NA,NA,29,1,59,left,0,2.8573152430035407,sub-37618142
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-37618142
left,left,accuracy,NA,NA,NA,0,0,0,left,1,1.8021930070026428,sub-37618142
right,right,accuracy,NA,NA,NA,0,1,1,left,0,3.237171593995299,sub-37618142
left,left,accuracy,NA,NA,NA,1,0,2,left,1,2.8631073579963413,sub-37618142
right,right,accuracy,NA,NA,NA,1,1,3,right,1,1.0564767420000862,sub-37618142
right,right,accuracy,NA,NA,NA,2,0,4,right,1,1.4633498120019794,sub-37618142
left,left,accuracy,NA,NA,NA,2,1,5,left,1,1.6763247220005724,sub-37618142
left,left,accuracy,NA,NA,NA,3,0,6,right,0,1.7260699390026275,sub-37618142
right,right,accuracy,NA,NA,NA,3,1,7,right,1,1.8279348559954087,sub-37618142
right,right,accuracy,NA,NA,NA,4,0,8,right,1,3.1131474130015704,sub-37618142
left,left,accuracy,NA,NA,NA,4,1,9,left,1,0.9381141999983812,sub-37618142
left,left,accuracy,NA,NA,NA,5,0,10,left,1,1.518218233002699,sub-37618142
right,right,accuracy,NA,NA,NA,5,1,11,right,1,1.655672893000883,sub-37618142
right,right,accuracy,NA,NA,NA,6,0,12,left,0,2.947991083005036,sub-37618142
left,left,accuracy,NA,NA,NA,6,1,13,right,0,2.2817355029983446,sub-37618142
left,left,accuracy,NA,NA,NA,7,0,14,left,1,2.1774124750008923,sub-37618142
right,right,accuracy,NA,NA,NA,7,1,15,right,1,1.83113632700406,sub-37618142
right,right,accuracy,NA,NA,NA,8,0,16,right,1,2.4654693699994823,sub-37618142
left,left,accuracy,NA,NA,NA,8,1,17,left,1,1.5624427669972647,sub-37618142
left,left,accuracy,NA,NA,NA,9,0,18,right,0,1.2202187990042148,sub-37618142
right,right,accuracy,NA,NA,NA,9,1,19,left,0,1.7127376049975285,sub-37618142
right,right,accuracy,NA,NA,NA,10,0,20,right,1,2.5588689470023382,sub-37618142
left,left,accuracy,NA,NA,NA,10,1,21,left,1,1.5532519469998078,sub-37618142
right,right,accuracy,NA,NA,NA,11,0,22,right,1,2.7361678359957295,sub-37618142
left,left,accuracy,NA,NA,NA,11,1,23,left,1,2.0605377280007815,sub-37618142
left,left,accuracy,NA,NA,NA,12,0,24,right,0,1.3326991150024696,sub-37618142
right,right,accuracy,NA,NA,NA,12,1,25,right,1,3.557258897999418,sub-37618142
left,left,accuracy,NA,NA,NA,13,0,26,left,1,2.0219398680055747,sub-37618142
right,right,accuracy,NA,NA,NA,13,1,27,left,0,1.828569557001174,sub-37618142
