direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-44305067
left,left,NA,0,0,0,NA,NA,NA,left,1,2.1097544,sub-44305067
right,right,NA,0,1,1,NA,NA,NA,right,1,1.0044883,sub-44305067
left,left,NA,1,0,2,NA,NA,NA,left,1,1.4540623,sub-44305067
right,right,NA,1,1,3,NA,NA,NA,right,1,1.5859796,sub-44305067
right,right,NA,2,0,4,NA,NA,NA,right,1,1.7473685,sub-44305067
left,left,NA,2,1,5,NA,NA,NA,left,1,1.0469507,sub-44305067
left,left,NA,3,0,6,NA,NA,NA,left,1,1.8293457,sub-44305067
right,right,NA,3,1,7,NA,NA,NA,right,1,1.9834833,sub-44305067
right,right,NA,4,0,8,NA,NA,NA,left,0,1.6246474,sub-44305067
left,left,NA,4,1,9,NA,NA,NA,right,0,3.9800565,sub-44305067
right,right,NA,5,0,10,NA,NA,NA,left,0,1.9152013,sub-44305067
left,left,NA,5,1,11,NA,NA,NA,right,0,2.9833108,sub-44305067
left,left,NA,6,0,12,NA,NA,NA,right,0,1.1870819,sub-44305067
right,right,NA,6,1,13,NA,NA,NA,left,0,1.9068756,sub-44305067
right,right,NA,7,0,14,NA,NA,NA,right,1,1.0566509,sub-44305067
left,left,NA,7,1,15,NA,NA,NA,right,0,2.7982054,sub-44305067
right,right,NA,8,0,16,NA,NA,NA,left,0,1.9126417,sub-44305067
left,left,NA,8,1,17,NA,NA,NA,left,1,1.4808105,sub-44305067
left,left,NA,9,0,18,NA,NA,NA,left,1,1.6512447,sub-44305067
right,right,NA,9,1,19,NA,NA,NA,left,0,1.4000799,sub-44305067
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-44305067
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-44305067
left,left,speed,NA,NA,NA,0,0,0,right,0,0.5234854,sub-44305067
right,right,speed,NA,NA,NA,0,1,1,right,1,0.7974259,sub-44305067
right,right,speed,NA,NA,NA,1,0,2,left,0,1.06906,sub-44305067
left,left,speed,NA,NA,NA,1,1,3,right,0,0.4813822,sub-44305067
left,left,speed,NA,NA,NA,2,0,4,left,1,0.904796,sub-44305067
right,right,speed,NA,NA,NA,2,1,5,left,0,0.9166098,sub-44305067
left,left,speed,NA,NA,NA,3,0,6,left,1,1.3801572,sub-44305067
right,right,speed,NA,NA,NA,3,1,7,right,1,1.3519176,sub-44305067
left,left,speed,NA,NA,NA,4,0,8,left,1,1.4619386,sub-44305067
right,right,speed,NA,NA,NA,4,1,9,left,0,1.394799,sub-44305067
right,right,speed,NA,NA,NA,5,0,10,right,1,2.7003844,sub-44305067
left,left,speed,NA,NA,NA,5,1,11,left,1,0.9775222,sub-44305067
left,left,speed,NA,NA,NA,6,0,12,left,1,1.0545938,sub-44305067
right,right,speed,NA,NA,NA,6,1,13,right,1,1.1412005,sub-44305067
right,right,speed,NA,NA,NA,7,0,14,left,0,0.5660767,sub-44305067
left,left,speed,NA,NA,NA,7,1,15,right,0,0.5227505,sub-44305067
left,left,speed,NA,NA,NA,8,0,16,right,0,0.6468099,sub-44305067
right,right,speed,NA,NA,NA,8,1,17,left,0,1.0293473,sub-44305067
right,right,speed,NA,NA,NA,9,0,18,left,0,1.2069026,sub-44305067
left,left,speed,NA,NA,NA,9,1,19,right,0,1.5983613,sub-44305067
right,right,speed,NA,NA,NA,10,0,20,right,1,1.7260817,sub-44305067
left,left,speed,NA,NA,NA,10,1,21,left,1,1.3705723,sub-44305067
right,right,speed,NA,NA,NA,11,0,22,left,0,1.4008813,sub-44305067
left,left,speed,NA,NA,NA,11,1,23,left,1,0.9224514,sub-44305067
right,right,speed,NA,NA,NA,12,0,24,left,0,0.8773989,sub-44305067
left,left,speed,NA,NA,NA,12,1,25,left,1,1.2981921,sub-44305067
right,right,speed,NA,NA,NA,13,0,26,right,1,1.1810055,sub-44305067
left,left,speed,NA,NA,NA,13,1,27,left,1,1.0532475,sub-44305067
left,left,speed,NA,NA,NA,14,0,28,right,0,1.9827806,sub-44305067
right,right,speed,NA,NA,NA,14,1,29,left,0,1.0437937,sub-44305067
left,left,speed,NA,NA,NA,15,0,30,left,1,1.7644689,sub-44305067
right,right,speed,NA,NA,NA,15,1,31,right,1,1.3762503,sub-44305067
right,right,speed,NA,NA,NA,16,0,32,right,1,1.4144773,sub-44305067
left,left,speed,NA,NA,NA,16,1,33,left,1,1.3738196,sub-44305067
left,left,speed,NA,NA,NA,17,0,34,right,0,0.8577692,sub-44305067
right,right,speed,NA,NA,NA,17,1,35,left,0,1.2607535,sub-44305067
left,left,speed,NA,NA,NA,18,0,36,right,0,1.5148055,sub-44305067
right,right,speed,NA,NA,NA,18,1,37,right,1,1.3551797,sub-44305067
left,left,speed,NA,NA,NA,19,0,38,right,0,1.2871272,sub-44305067
right,right,speed,NA,NA,NA,19,1,39,left,0,1.0316489,sub-44305067
left,left,speed,NA,NA,NA,20,0,40,right,0,1.2257282,sub-44305067
right,right,speed,NA,NA,NA,20,1,41,right,1,1.4653547,sub-44305067
right,right,speed,NA,NA,NA,21,0,42,left,0,1.7680225,sub-44305067
left,left,speed,NA,NA,NA,21,1,43,right,0,0.9395671,sub-44305067
right,right,speed,NA,NA,NA,22,0,44,right,1,0.9593881,sub-44305067
