direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-60010570
right,right,NA,0,0,0,NA,NA,NA,right,1,4.098391700012144,sub-60010570
left,left,NA,0,1,1,NA,NA,NA,right,0,1.4062823000131175,sub-60010570
left,left,NA,1,0,2,NA,NA,NA,left,1,1.1843745000078345,sub-60010570
right,right,NA,1,1,3,NA,NA,NA,right,1,1.2175052000093274,sub-60010570
right,right,NA,2,0,4,NA,NA,NA,left,0,1.1885262000141663,sub-60010570
left,left,NA,2,1,5,NA,NA,NA,right,0,1.0075593999936243,sub-60010570
left,left,NA,3,0,6,NA,NA,NA,left,1,1.2906180000281893,sub-60010570
right,right,NA,3,1,7,NA,NA,NA,right,1,1.0371381000149995,sub-60010570
right,right,NA,4,0,8,NA,NA,NA,right,1,0.999376299965661,sub-60010570
left,left,NA,4,1,9,NA,NA,NA,right,0,0.8726374999969266,sub-60010570
left,left,NA,5,0,10,NA,NA,NA,left,1,1.2468468999722973,sub-60010570
right,right,NA,5,1,11,NA,NA,NA,right,1,0.9328672999981792,sub-60010570
left,left,NA,6,0,12,NA,NA,NA,right,0,0.8266705999849364,sub-60010570
right,right,NA,6,1,13,NA,NA,NA,right,1,0.88428220001515,sub-60010570
left,left,NA,7,0,14,NA,NA,NA,left,1,0.5758175000082701,sub-60010570
right,right,NA,7,1,15,NA,NA,NA,right,1,0.4823258999967947,sub-60010570
left,left,NA,8,0,16,NA,NA,NA,left,1,0.5677956999861635,sub-60010570
right,right,NA,8,1,17,NA,NA,NA,right,1,0.5443735000444576,sub-60010570
right,right,NA,9,0,18,NA,NA,NA,right,1,0.7343347999849357,sub-60010570
left,left,NA,9,1,19,NA,NA,NA,right,0,1.09625339997001,sub-60010570
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-60010570
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-60010570
left,left,speed,NA,NA,NA,0,0,0,left,1,0.5215535999741405,sub-60010570
right,right,speed,NA,NA,NA,0,1,1,right,1,0.5471246999804862,sub-60010570
left,left,speed,NA,NA,NA,1,0,2,left,1,0.8747141999774612,sub-60010570
right,right,speed,NA,NA,NA,1,1,3,right,1,0.6804579999879934,sub-60010570
left,left,speed,NA,NA,NA,2,0,4,left,1,0.6361687999451533,sub-60010570
right,right,speed,NA,NA,NA,2,1,5,right,1,0.5545528000220656,sub-60010570
left,left,speed,NA,NA,NA,3,0,6,left,1,0.9560564999701456,sub-60010570
right,right,speed,NA,NA,NA,3,1,7,right,1,0.5734943999559619,sub-60010570
right,right,speed,NA,NA,NA,4,0,8,right,1,1.0639998999540694,sub-60010570
left,left,speed,NA,NA,NA,4,1,9,right,0,0.9447710000094958,sub-60010570
left,left,speed,NA,NA,NA,5,0,10,left,1,1.0905415000161156,sub-60010570
right,right,speed,NA,NA,NA,5,1,11,right,1,0.911044700013008,sub-60010570
left,left,speed,NA,NA,NA,6,0,12,left,1,0.8880270000081509,sub-60010570
right,right,speed,NA,NA,NA,6,1,13,right,1,0.7480767999659292,sub-60010570
right,right,speed,NA,NA,NA,7,0,14,right,1,0.9017173000029288,sub-60010570
left,left,speed,NA,NA,NA,7,1,15,left,1,0.6413888999959454,sub-60010570
right,right,speed,NA,NA,NA,8,0,16,right,1,0.46351420000428334,sub-60010570
left,left,speed,NA,NA,NA,8,1,17,left,1,0.6035196000011638,sub-60010570
left,left,speed,NA,NA,NA,9,0,18,right,0,0.5009338000090793,sub-60010570
right,right,speed,NA,NA,NA,9,1,19,right,1,0.4894433000008576,sub-60010570
right,right,speed,NA,NA,NA,10,0,20,right,1,0.6395688999909908,sub-60010570
left,left,speed,NA,NA,NA,10,1,21,left,1,0.5945307000074536,sub-60010570
left,left,speed,NA,NA,NA,11,0,22,right,0,0.47158019995549694,sub-60010570
right,right,speed,NA,NA,NA,11,1,23,right,1,0.6972212999826297,sub-60010570
left,left,speed,NA,NA,NA,12,0,24,left,1,0.6724687999812886,sub-60010570
right,right,speed,NA,NA,NA,12,1,25,right,1,0.49177369999233633,sub-60010570
right,right,speed,NA,NA,NA,13,0,26,right,1,0.6674772999831475,sub-60010570
left,left,speed,NA,NA,NA,13,1,27,left,1,0.5515130000421777,sub-60010570
left,left,speed,NA,NA,NA,14,0,28,right,0,0.530994099972304,sub-60010570
right,right,speed,NA,NA,NA,14,1,29,right,1,0.7025497000431642,sub-60010570
right,right,speed,NA,NA,NA,15,0,30,right,1,0.5480451000039466,sub-60010570
left,left,speed,NA,NA,NA,15,1,31,right,0,0.6394542999914847,sub-60010570
left,left,speed,NA,NA,NA,16,0,32,left,1,1.650242400006391,sub-60010570
right,right,speed,NA,NA,NA,16,1,33,right,1,0.9972486000042408,sub-60010570
right,right,speed,NA,NA,NA,17,0,34,left,0,0.9879787000245416,sub-60010570
left,left,speed,NA,NA,NA,17,1,35,left,1,0.7772735999897122,sub-60010570
right,right,speed,NA,NA,NA,18,0,36,right,1,0.7499407000141218,sub-60010570
left,left,speed,NA,NA,NA,18,1,37,left,1,0.5714585999958217,sub-60010570
right,right,speed,NA,NA,NA,19,0,38,right,1,0.43536970001878217,sub-60010570
left,left,speed,NA,NA,NA,19,1,39,left,1,0.5121028000139631,sub-60010570
left,left,speed,NA,NA,NA,20,0,40,right,0,0.9961352000245824,sub-60010570
right,right,speed,NA,NA,NA,20,1,41,right,1,0.6838702000095509,sub-60010570
right,right,speed,NA,NA,NA,21,0,42,right,1,0.5343476999551058,sub-60010570
left,left,speed,NA,NA,NA,21,1,43,left,1,1.106414899986703,sub-60010570
left,left,speed,NA,NA,NA,22,0,44,left,1,0.9642407999490388,sub-60010570
right,right,speed,NA,NA,NA,22,1,45,right,1,0.862183700024616,sub-60010570
right,right,speed,NA,NA,NA,23,0,46,right,1,0.5408592000021599,sub-60010570
left,left,speed,NA,NA,NA,23,1,47,left,1,0.5690563999814913,sub-60010570
left,left,speed,NA,NA,NA,24,0,48,right,0,0.8685928999911994,sub-60010570
right,right,speed,NA,NA,NA,24,1,49,right,1,1.250911199953407,sub-60010570
right,right,speed,NA,NA,NA,25,0,50,left,0,0.792376300028991,sub-60010570
left,left,speed,NA,NA,NA,25,1,51,left,1,0.9130720000248402,sub-60010570
left,left,speed,NA,NA,NA,26,0,52,right,0,0.757044100027997,sub-60010570
right,right,speed,NA,NA,NA,26,1,53,left,0,1.9669625000096855,sub-60010570
right,right,speed,NA,NA,NA,27,0,54,right,1,0.6010523000149988,sub-60010570
left,left,speed,NA,NA,NA,27,1,55,left,1,0.6364821000024676,sub-60010570
right,right,speed,NA,NA,NA,28,0,56,right,1,0.47943389997817576,sub-60010570
left,left,speed,NA,NA,NA,28,1,57,left,1,1.1339253999758512,sub-60010570
left,left,speed,NA,NA,NA,29,0,58,right,0,1.1405954000074416,sub-60010570
right,right,speed,NA,NA,NA,29,1,59,right,1,1.3761635000118986,sub-60010570
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-60010570
left,left,accuracy,NA,NA,NA,0,0,0,left,1,2.6108938999823295,sub-60010570
right,right,accuracy,NA,NA,NA,0,1,1,right,1,0.9591486999997868,sub-60010570
right,right,accuracy,NA,NA,NA,1,0,2,left,0,8.30562599998666,sub-60010570
left,left,accuracy,NA,NA,NA,1,1,3,left,1,1.289210600021761,sub-60010570
right,right,accuracy,NA,NA,NA,2,0,4,right,1,0.866795500041917,sub-60010570
left,left,accuracy,NA,NA,NA,2,1,5,left,1,1.1378017999813892,sub-60010570
right,right,accuracy,NA,NA,NA,3,0,6,right,1,0.7208577999845147,sub-60010570
left,left,accuracy,NA,NA,NA,3,1,7,left,1,0.6540374999749474,sub-60010570
left,left,accuracy,NA,NA,NA,4,0,8,left,1,1.8122395000536928,sub-60010570
right,right,accuracy,NA,NA,NA,4,1,9,right,1,0.6184014999889769,sub-60010570
right,right,accuracy,NA,NA,NA,5,0,10,left,0,0.8085316000506282,sub-60010570
left,left,accuracy,NA,NA,NA,5,1,11,left,1,1.54245379997883,sub-60010570
left,left,accuracy,NA,NA,NA,6,0,12,left,1,1.2360379999736324,sub-60010570
right,right,accuracy,NA,NA,NA,6,1,13,right,1,0.5841418000054546,sub-60010570
right,right,accuracy,NA,NA,NA,7,0,14,right,1,1.2084043999784626,sub-60010570
left,left,accuracy,NA,NA,NA,7,1,15,left,1,1.3349697000230665,sub-60010570
right,right,accuracy,NA,NA,NA,8,0,16,right,1,0.7491437999997288,sub-60010570
left,left,accuracy,NA,NA,NA,8,1,17,left,1,0.7415870000259019,sub-60010570
right,right,accuracy,NA,NA,NA,9,0,18,right,1,0.6374254000256769,sub-60010570
left,left,accuracy,NA,NA,NA,9,1,19,left,1,0.817525900027249,sub-60010570
left,left,accuracy,NA,NA,NA,10,0,20,left,1,0.9922177999978884,sub-60010570
right,right,accuracy,NA,NA,NA,10,1,21,right,1,0.6717417999752797,sub-60010570
left,left,accuracy,NA,NA,NA,11,0,22,left,1,0.8159969000262208,sub-60010570
right,right,accuracy,NA,NA,NA,11,1,23,right,1,0.6338925999589264,sub-60010570
right,right,accuracy,NA,NA,NA,12,0,24,left,0,1.2205581999733113,sub-60010570
left,left,accuracy,NA,NA,NA,12,1,25,left,1,1.433506999979727,sub-60010570
left,left,accuracy,NA,NA,NA,13,0,26,left,1,0.6923826000420377,sub-60010570
right,right,accuracy,NA,NA,NA,13,1,27,right,1,1.628806499997154,sub-60010570
right,right,accuracy,NA,NA,NA,14,0,28,left,0,1.246817699982785,sub-60010570
left,left,accuracy,NA,NA,NA,14,1,29,left,1,0.6473123999894597,sub-60010570
right,right,accuracy,NA,NA,NA,15,0,30,right,1,0.7007306999876164,sub-60010570
left,left,accuracy,NA,NA,NA,15,1,31,left,1,0.7509046999621205,sub-60010570
right,right,accuracy,NA,NA,NA,16,0,32,right,1,0.7734180000261404,sub-60010570
left,left,accuracy,NA,NA,NA,16,1,33,left,1,0.8754482000367716,sub-60010570
right,right,accuracy,NA,NA,NA,17,0,34,right,1,0.6581296999938786,sub-60010570
left,left,accuracy,NA,NA,NA,17,1,35,left,1,0.5181840999866836,sub-60010570
right,right,accuracy,NA,NA,NA,18,0,36,right,1,0.5157185000134632,sub-60010570
left,left,accuracy,NA,NA,NA,18,1,37,left,1,0.8237845000112429,sub-60010570
right,right,accuracy,NA,NA,NA,19,0,38,right,1,0.7362879999564029,sub-60010570
left,left,accuracy,NA,NA,NA,19,1,39,right,0,2.5837410000385717,sub-60010570
right,right,accuracy,NA,NA,NA,20,0,40,left,0,0.7649535000091419,sub-60010570
left,left,accuracy,NA,NA,NA,20,1,41,right,0,0.6032030999776907,sub-60010570
left,left,accuracy,NA,NA,NA,21,0,42,left,1,0.7060698000132106,sub-60010570
right,right,accuracy,NA,NA,NA,21,1,43,right,1,0.7301160999923013,sub-60010570
left,left,accuracy,NA,NA,NA,22,0,44,left,1,2.0661652999697253,sub-60010570
right,right,accuracy,NA,NA,NA,22,1,45,right,1,0.5929804999614134,sub-60010570
right,right,accuracy,NA,NA,NA,23,0,46,right,1,1.0005414999905042,sub-60010570
left,left,accuracy,NA,NA,NA,23,1,47,left,1,0.9393679000204428,sub-60010570
right,right,accuracy,NA,NA,NA,24,0,48,right,1,0.7336683999747038,sub-60010570
left,left,accuracy,NA,NA,NA,24,1,49,left,1,0.6496392000117339,sub-60010570
left,left,accuracy,NA,NA,NA,25,0,50,right,0,0.6176388000021689,sub-60010570
right,right,accuracy,NA,NA,NA,25,1,51,right,1,2.15355260000797,sub-60010570
left,left,accuracy,NA,NA,NA,26,0,52,left,1,0.6859015999943949,sub-60010570
right,right,accuracy,NA,NA,NA,26,1,53,right,1,0.7375839999876916,sub-60010570
left,left,accuracy,NA,NA,NA,27,0,54,left,1,0.7056133000296541,sub-60010570
right,right,accuracy,NA,NA,NA,27,1,55,right,1,0.602086600032635,sub-60010570
right,right,accuracy,NA,NA,NA,28,0,56,right,1,1.6890508999931626,sub-60010570
left,left,accuracy,NA,NA,NA,28,1,57,left,1,0.920064200006891,sub-60010570
right,right,accuracy,NA,NA,NA,29,0,58,right,1,0.7138013999792747,sub-60010570
left,left,accuracy,NA,NA,NA,29,1,59,left,1,1.5383293999475427,sub-60010570
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-60010570
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-60010570
