direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-91021712
right,right,NA,0,0,0,NA,NA,NA,right,1,4.521965199994156,sub-91021712
left,left,NA,0,1,1,NA,NA,NA,right,0,2.569182400009595,sub-91021712
right,right,NA,1,0,2,NA,NA,NA,right,1,1.735270400007721,sub-91021712
left,left,NA,1,1,3,NA,NA,NA,left,1,1.266075899999123,sub-91021712
right,right,NA,2,0,4,NA,NA,NA,left,0,2.8901115000189748,sub-91021712
left,left,NA,2,1,5,NA,NA,NA,left,1,1.3204645000223536,sub-91021712
left,left,NA,3,0,6,NA,NA,NA,right,0,3.957892500009621,sub-91021712
right,right,NA,3,1,7,NA,NA,NA,right,1,9.311109800008126,sub-91021712
left,left,NA,4,0,8,NA,NA,NA,right,0,1.9307813000050371,sub-91021712
right,right,NA,4,1,9,NA,NA,NA,right,1,3.1775451000139583,sub-91021712
right,right,NA,5,0,10,NA,NA,NA,right,1,2.3929669999924954,sub-91021712
left,left,NA,5,1,11,NA,NA,NA,left,1,2.033482200000435,sub-91021712
right,right,NA,6,0,12,NA,NA,NA,right,1,2.031529200001387,sub-91021712
left,left,NA,6,1,13,NA,NA,NA,right,0,1.998672899993835,sub-91021712
right,right,NA,7,0,14,NA,NA,NA,left,0,2.9000532000209205,sub-91021712
left,left,NA,7,1,15,NA,NA,NA,left,1,1.6090846000006422,sub-91021712
right,right,NA,8,0,16,NA,NA,NA,left,0,1.6027356999984477,sub-91021712
left,left,NA,8,1,17,NA,NA,NA,left,1,2.817758799996227,sub-91021712
right,right,NA,9,0,18,NA,NA,NA,left,0,2.8708297999983188,sub-91021712
left,left,NA,9,1,19,NA,NA,NA,right,0,1.9379575999919323,sub-91021712
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-91021712
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-91021712
left,left,speed,NA,NA,NA,0,0,0,right,0,1.717865200014785,sub-91021712
right,right,speed,NA,NA,NA,0,1,1,left,0,2.733060900005512,sub-91021712
left,left,speed,NA,NA,NA,1,0,2,right,0,2.480213200004073,sub-91021712
right,right,speed,NA,NA,NA,1,1,3,left,0,1.5277584999857936,sub-91021712
left,left,speed,NA,NA,NA,2,0,4,left,1,1.7047894000133963,sub-91021712
right,right,speed,NA,NA,NA,2,1,5,left,0,2.6202457000035793,sub-91021712
left,left,speed,NA,NA,NA,3,0,6,left,1,3.6271663999941666,sub-91021712
right,right,speed,NA,NA,NA,3,1,7,right,1,3.2440129999886267,sub-91021712
left,left,speed,NA,NA,NA,4,0,8,left,1,4.003533599985531,sub-91021712
right,right,speed,NA,NA,NA,4,1,9,left,0,3.866339200001675,sub-91021712
right,right,speed,NA,NA,NA,5,0,10,right,1,6.288824199989904,sub-91021712
left,left,speed,NA,NA,NA,5,1,11,right,0,2.336240500007989,sub-91021712
left,left,speed,NA,NA,NA,6,0,12,left,1,2.2172512999968603,sub-91021712
right,right,speed,NA,NA,NA,6,1,13,right,1,4.2521349000162445,sub-91021712
left,left,speed,NA,NA,NA,7,0,14,left,1,2.2815571000101045,sub-91021712
right,right,speed,NA,NA,NA,7,1,15,right,1,1.6988271999871358,sub-91021712
right,right,speed,NA,NA,NA,8,0,16,left,0,1.97937779998756,sub-91021712
left,left,speed,NA,NA,NA,8,1,17,left,1,1.6864360000181478,sub-91021712
left,left,speed,NA,NA,NA,9,0,18,right,0,1.6673897000146098,sub-91021712
right,right,speed,NA,NA,NA,9,1,19,right,1,2.98231809999561,sub-91021712
left,left,speed,NA,NA,NA,10,0,20,left,1,1.5093771000101697,sub-91021712
right,right,speed,NA,NA,NA,10,1,21,left,0,1.513327599997865,sub-91021712
right,right,speed,NA,NA,NA,11,0,22,left,0,2.2690392000076827,sub-91021712
left,left,speed,NA,NA,NA,11,1,23,right,0,1.4867584000166971,sub-91021712
left,left,speed,NA,NA,NA,12,0,24,left,1,1.187678499991307,sub-91021712
right,right,speed,NA,NA,NA,12,1,25,right,1,1.9485298999934455,sub-91021712
left,left,speed,NA,NA,NA,13,0,26,left,1,1.968729699990945,sub-91021712
right,right,speed,NA,NA,NA,13,1,27,left,0,1.5376540000142995,sub-91021712
left,left,speed,NA,NA,NA,14,0,28,left,1,2.899052599997958,sub-91021712
right,right,speed,NA,NA,NA,14,1,29,left,0,2.850160000001779,sub-91021712
right,right,speed,NA,NA,NA,15,0,30,right,1,3.319804800004931,sub-91021712
left,left,speed,NA,NA,NA,15,1,31,right,0,1.9427444000029936,sub-91021712
left,left,speed,NA,NA,NA,16,0,32,left,1,1.7636830000265036,sub-91021712
right,right,speed,NA,NA,NA,16,1,33,right,1,4.508196600014344,sub-91021712
right,right,speed,NA,NA,NA,17,0,34,left,0,2.5100174999970477,sub-91021712
left,left,speed,NA,NA,NA,17,1,35,left,1,2.6754145000013523,sub-91021712
right,right,speed,NA,NA,NA,18,0,36,left,0,1.7311458000040147,sub-91021712
left,left,speed,NA,NA,NA,18,1,37,right,0,1.5598999000212643,sub-91021712
right,right,speed,NA,NA,NA,19,0,38,left,0,0.9640076000068802,sub-91021712
left,left,speed,NA,NA,NA,19,1,39,right,0,2.238800299994182,sub-91021712
left,left,speed,NA,NA,NA,20,0,40,left,1,2.139519099990139,sub-91021712
right,right,speed,NA,NA,NA,20,1,41,right,1,2.2410332999716047,sub-91021712
right,right,speed,NA,NA,NA,21,0,42,left,0,1.481548899988411,sub-91021712
