direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-76726420
left,left,NA,0,0,0,NA,NA,NA,right,0,30.3894414,sub-76726420
right,right,NA,0,1,1,NA,NA,NA,left,0,15.5284944,sub-76726420
right,right,NA,1,0,2,NA,NA,NA,right,1,12.3248363,sub-76726420
left,left,NA,1,1,3,NA,NA,NA,left,1,1.8644769,sub-76726420
right,right,NA,2,0,4,NA,NA,NA,right,1,0.8675726,sub-76726420
left,left,NA,2,1,5,NA,NA,NA,left,1,0.7503625,sub-76726420
left,left,NA,3,0,6,NA,NA,NA,right,0,1.3671244,sub-76726420
right,right,NA,3,1,7,NA,NA,NA,right,1,0.9239281,sub-76726420
right,right,NA,4,0,8,NA,NA,NA,right,1,1.0014352,sub-76726420
left,left,NA,4,1,9,NA,NA,NA,left,1,2.665107,sub-76726420
left,left,NA,5,0,10,NA,NA,NA,right,0,1.1345497,sub-76726420
right,right,NA,5,1,11,NA,NA,NA,right,1,3.2492847,sub-76726420
left,left,NA,6,0,12,NA,NA,NA,left,1,2.6439136,sub-76726420
right,right,NA,6,1,13,NA,NA,NA,right,1,2.2913958,sub-76726420
right,right,NA,7,0,14,NA,NA,NA,right,1,1.5616264,sub-76726420
left,left,NA,7,1,15,NA,NA,NA,left,1,1.6802542,sub-76726420
left,left,NA,8,0,16,NA,NA,NA,left,1,2.2322306,sub-76726420
right,right,NA,8,1,17,NA,NA,NA,right,1,2.1590735,sub-76726420
right,right,NA,9,0,18,NA,NA,NA,right,1,2.4994314,sub-76726420
left,left,NA,9,1,19,NA,NA,NA,left,1,3.845952,sub-76726420
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-76726420
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-76726420
right,right,speed,NA,NA,NA,0,0,0,right,1,0.7456727,sub-76726420
left,left,speed,NA,NA,NA,0,1,1,left,1,0.9745606,sub-76726420
left,left,speed,NA,NA,NA,1,0,2,left,1,2.2621135,sub-76726420
right,right,speed,NA,NA,NA,1,1,3,right,1,3.0831701,sub-76726420
left,left,speed,NA,NA,NA,2,0,4,left,1,1.65682,sub-76726420
right,right,speed,NA,NA,NA,2,1,5,right,1,2.4094798,sub-76726420
left,left,speed,NA,NA,NA,3,0,6,left,1,1.9467148,sub-76726420
right,right,speed,NA,NA,NA,3,1,7,right,1,1.4323719,sub-76726420
right,right,speed,NA,NA,NA,4,0,8,right,1,1.4766131,sub-76726420
left,left,speed,NA,NA,NA,4,1,9,left,1,1.2516354,sub-76726420
left,left,speed,NA,NA,NA,5,0,10,left,1,1.3012497,sub-76726420
right,right,speed,NA,NA,NA,5,1,11,right,1,2.039031,sub-76726420
right,right,speed,NA,NA,NA,6,0,12,right,1,0.9411879,sub-76726420
left,left,speed,NA,NA,NA,6,1,13,left,1,0.8339439,sub-76726420
left,left,speed,NA,NA,NA,7,0,14,left,1,1.4028262,sub-76726420
right,right,speed,NA,NA,NA,7,1,15,right,1,2.2176991,sub-76726420
left,left,speed,NA,NA,NA,8,0,16,left,1,0.8350435,sub-76726420
right,right,speed,NA,NA,NA,8,1,17,right,1,0.9108417,sub-76726420
right,right,speed,NA,NA,NA,9,0,18,right,1,2.1533807,sub-76726420
left,left,speed,NA,NA,NA,9,1,19,left,1,0.8817208,sub-76726420
right,right,speed,NA,NA,NA,10,0,20,right,1,1.9318533,sub-76726420
left,left,speed,NA,NA,NA,10,1,21,left,1,4.0764934,sub-76726420
left,left,speed,NA,NA,NA,11,0,22,left,1,2.6232329,sub-76726420
right,right,speed,NA,NA,NA,11,1,23,right,1,2.7184656,sub-76726420
right,right,speed,NA,NA,NA,12,0,24,right,1,2.4148025,sub-76726420
left,left,speed,NA,NA,NA,12,1,25,left,1,1.9080803,sub-76726420
left,left,speed,NA,NA,NA,13,0,26,left,1,2.7585577,sub-76726420
right,right,speed,NA,NA,NA,13,1,27,right,1,2.1865256,sub-76726420
right,right,speed,NA,NA,NA,14,0,28,right,1,4.1019978,sub-76726420
left,left,speed,NA,NA,NA,14,1,29,left,1,1.0171072,sub-76726420
right,right,speed,NA,NA,NA,15,0,30,right,1,0.8494223,sub-76726420
left,left,speed,NA,NA,NA,15,1,31,right,0,4.816328,sub-76726420
left,left,speed,NA,NA,NA,16,0,32,left,1,5.8285664,sub-76726420
right,right,speed,NA,NA,NA,16,1,33,right,1,0.8135866,sub-76726420
right,right,speed,NA,NA,NA,17,0,34,right,1,3.0197655,sub-76726420
left,left,speed,NA,NA,NA,17,1,35,left,1,0.9732404,sub-76726420
right,right,speed,NA,NA,NA,18,0,36,right,1,1.7041278,sub-76726420
left,left,speed,NA,NA,NA,18,1,37,left,1,1.5966046,sub-76726420
right,right,speed,NA,NA,NA,19,0,38,right,1,1.9489594,sub-76726420
left,left,speed,NA,NA,NA,19,1,39,left,1,1.779429,sub-76726420
right,right,speed,NA,NA,NA,20,0,40,right,1,5.5114204,sub-76726420
left,left,speed,NA,NA,NA,20,1,41,left,1,2.3577601,sub-76726420
left,left,speed,NA,NA,NA,21,0,42,left,1,3.6996882,sub-76726420
right,right,speed,NA,NA,NA,21,1,43,right,1,5.2204029,sub-76726420
right,right,speed,NA,NA,NA,22,0,44,right,1,1.9133865,sub-76726420
left,left,speed,NA,NA,NA,22,1,45,left,1,3.0008212,sub-76726420
left,left,speed,NA,NA,NA,23,0,46,left,1,2.510024,sub-76726420
right,right,speed,NA,NA,NA,23,1,47,right,1,1.8094292,sub-76726420
right,right,speed,NA,NA,NA,24,0,48,right,1,4.1635471,sub-76726420
left,left,speed,NA,NA,NA,24,1,49,left,1,1.1812239,sub-76726420
right,right,speed,NA,NA,NA,25,0,50,right,1,2.169493,sub-76726420
left,left,speed,NA,NA,NA,25,1,51,left,1,1.6304496,sub-76726420
right,right,speed,NA,NA,NA,26,0,52,right,1,0.9089384,sub-76726420
left,left,speed,NA,NA,NA,26,1,53,left,1,0.6092054,sub-76726420
right,right,speed,NA,NA,NA,27,0,54,right,1,0.8043331,sub-76726420
left,left,speed,NA,NA,NA,27,1,55,left,1,1.8652043,sub-76726420
left,left,speed,NA,NA,NA,28,0,56,left,1,1.351819,sub-76726420
right,right,speed,NA,NA,NA,28,1,57,right,1,1.0343126,sub-76726420
right,right,speed,NA,NA,NA,29,0,58,right,1,0.9996797,sub-76726420
left,left,speed,NA,NA,NA,29,1,59,left,1,0.6917987,sub-76726420
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-76726420
left,left,accuracy,NA,NA,NA,0,0,0,left,1,4.4421071,sub-76726420
right,right,accuracy,NA,NA,NA,0,1,1,right,1,1.3519448,sub-76726420
left,left,accuracy,NA,NA,NA,1,0,2,left,1,1.8563434,sub-76726420
right,right,accuracy,NA,NA,NA,1,1,3,right,1,1.1931,sub-76726420
left,left,accuracy,NA,NA,NA,2,0,4,left,1,3.939971,sub-76726420
right,right,accuracy,NA,NA,NA,2,1,5,right,1,2.8638469,sub-76726420
right,right,accuracy,NA,NA,NA,3,0,6,right,1,0.9794073,sub-76726420
left,left,accuracy,NA,NA,NA,3,1,7,left,1,2.0215311,sub-76726420
right,right,accuracy,NA,NA,NA,4,0,8,right,1,1.2496543,sub-76726420
left,left,accuracy,NA,NA,NA,4,1,9,left,1,1.6053111,sub-76726420
right,right,accuracy,NA,NA,NA,5,0,10,right,1,0.7399242,sub-76726420
left,left,accuracy,NA,NA,NA,5,1,11,left,1,2.3357743,sub-76726420
right,right,accuracy,NA,NA,NA,6,0,12,right,1,0.8842486,sub-76726420
