direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-36957691
left,left,NA,0,0,0,NA,NA,NA,left,1,3.5193832440127153,sub-36957691
right,right,NA,0,1,1,NA,NA,NA,right,1,3.4421764370054007,sub-36957691
left,left,NA,1,0,2,NA,NA,NA,right,0,3.291476002021227,sub-36957691
right,right,NA,1,1,3,NA,NA,NA,right,1,1.406860004004557,sub-36957691
left,left,NA,2,0,4,NA,NA,NA,left,1,1.6565172559930943,sub-36957691
right,right,NA,2,1,5,NA,NA,NA,left,0,2.299244057998294,sub-36957691
left,left,NA,3,0,6,NA,NA,NA,right,0,2.553036958008306,sub-36957691
right,right,NA,3,1,7,NA,NA,NA,right,1,1.0123860290041191,sub-36957691
right,right,NA,4,0,8,NA,NA,NA,left,0,2.2722116279765032,sub-36957691
left,left,NA,4,1,9,NA,NA,NA,right,0,2.666374362015631,sub-36957691
left,left,NA,5,0,10,NA,NA,NA,right,0,1.1190974700148215,sub-36957691
right,right,NA,5,1,11,NA,NA,NA,right,1,1.0890604730229825,sub-36957691
left,left,NA,6,0,12,NA,NA,NA,left,1,1.6587314360076562,sub-36957691
right,right,NA,6,1,13,NA,NA,NA,right,1,0.9108468880003784,sub-36957691
right,right,NA,7,0,14,NA,NA,NA,left,0,1.5031378850108013,sub-36957691
left,left,NA,7,1,15,NA,NA,NA,right,0,1.6384926479950082,sub-36957691
right,right,NA,8,0,16,NA,NA,NA,right,1,1.5154970120056532,sub-36957691
left,left,NA,8,1,17,NA,NA,NA,left,1,1.1359899870003574,sub-36957691
right,right,NA,9,0,18,NA,NA,NA,right,1,1.234617829992203,sub-36957691
left,left,NA,9,1,19,NA,NA,NA,right,0,0.735066266002832,sub-36957691
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-36957691
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-36957691
left,left,speed,NA,NA,NA,0,0,0,left,1,1.6283531509980094,sub-36957691
right,right,speed,NA,NA,NA,0,1,1,right,1,1.0044934950128663,sub-36957691
right,right,speed,NA,NA,NA,1,0,2,left,0,1.5244400130177382,sub-36957691
left,left,speed,NA,NA,NA,1,1,3,left,1,2.109419645013986,sub-36957691
left,left,speed,NA,NA,NA,2,0,4,right,0,1.3845107940142043,sub-36957691
right,right,speed,NA,NA,NA,2,1,5,right,1,1.1036070830014069,sub-36957691
left,left,speed,NA,NA,NA,3,0,6,left,1,1.277945114998147,sub-36957691
right,right,speed,NA,NA,NA,3,1,7,right,1,1.23985622098553,sub-36957691
left,left,speed,NA,NA,NA,4,0,8,right,0,0.8870219030068256,sub-36957691
right,right,speed,NA,NA,NA,4,1,9,left,0,1.94586303899996,sub-36957691
left,left,speed,NA,NA,NA,5,0,10,left,1,1.3475538650236558,sub-36957691
right,right,speed,NA,NA,NA,5,1,11,right,1,1.3490897770097945,sub-36957691
right,right,speed,NA,NA,NA,6,0,12,right,1,1.1961840119911358,sub-36957691
left,left,speed,NA,NA,NA,6,1,13,left,1,0.9398630340001546,sub-36957691
left,left,speed,NA,NA,NA,7,0,14,right,0,1.996749660000205,sub-36957691
right,right,speed,NA,NA,NA,7,1,15,right,1,2.1068382049852517,sub-36957691
left,left,speed,NA,NA,NA,8,0,16,left,1,2.0064456849941052,sub-36957691
right,right,speed,NA,NA,NA,8,1,17,right,1,0.9397081909992266,sub-36957691
left,left,speed,NA,NA,NA,9,0,18,left,1,1.7657398259907495,sub-36957691
right,right,speed,NA,NA,NA,9,1,19,right,1,1.6700394329964183,sub-36957691
right,right,speed,NA,NA,NA,10,0,20,right,1,1.8080023179936688,sub-36957691
left,left,speed,NA,NA,NA,10,1,21,left,1,1.6344746459799353,sub-36957691
right,right,speed,NA,NA,NA,11,0,22,left,0,1.7556691520148888,sub-36957691
left,left,speed,NA,NA,NA,11,1,23,left,1,2.4022317270282656,sub-36957691
