direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-59745492
right,right,NA,0,0,0,NA,NA,NA,right,1,34.9526205,sub-59745492
left,left,NA,0,1,1,NA,NA,NA,right,0,2.0815478,sub-59745492
left,left,NA,1,0,2,NA,NA,NA,left,1,5.8881495,sub-59745492
right,right,NA,1,1,3,NA,NA,NA,right,1,3.5600944,sub-59745492
left,left,NA,2,0,4,NA,NA,NA,left,1,8.3088137,sub-59745492
right,right,NA,2,1,5,NA,NA,NA,right,1,4.779481,sub-59745492
right,right,NA,3,0,6,NA,NA,NA,right,1,3.8770733,sub-59745492
left,left,NA,3,1,7,NA,NA,NA,left,1,1.8181139,sub-59745492
right,right,NA,4,0,8,NA,NA,NA,left,0,1.0588713,sub-59745492
left,left,NA,4,1,9,NA,NA,NA,right,0,3.9249237,sub-59745492
right,right,NA,5,0,10,NA,NA,NA,right,1,7.6843938,sub-59745492
left,left,NA,5,1,11,NA,NA,NA,left,1,2.7791717,sub-59745492
right,right,NA,6,0,12,NA,NA,NA,left,0,3.5472047,sub-59745492
left,left,NA,6,1,13,NA,NA,NA,right,0,7.6911112,sub-59745492
right,right,NA,7,0,14,NA,NA,NA,right,1,10.3152162,sub-59745492
left,left,NA,7,1,15,NA,NA,NA,left,1,3.1182444,sub-59745492
right,right,NA,8,0,16,NA,NA,NA,right,1,2.8307526,sub-59745492
left,left,NA,8,1,17,NA,NA,NA,left,1,1.6588804,sub-59745492
left,left,NA,9,0,18,NA,NA,NA,right,0,3.4149747,sub-59745492
right,right,NA,9,1,19,NA,NA,NA,right,1,2.696905,sub-59745492
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-59745492
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-59745492
right,right,accuracy,NA,NA,NA,0,0,0,right,1,2.0089998,sub-59745492
left,left,accuracy,NA,NA,NA,0,1,1,right,0,3.0840212,sub-59745492
right,right,accuracy,NA,NA,NA,1,0,2,left,0,16.1584239,sub-59745492
left,left,accuracy,NA,NA,NA,1,1,3,right,0,6.1415725,sub-59745492
right,right,accuracy,NA,NA,NA,2,0,4,right,1,5.0240609,sub-59745492
left,left,accuracy,NA,NA,NA,2,1,5,left,1,1.6680183,sub-59745492
right,right,accuracy,NA,NA,NA,3,0,6,right,1,1.8946241,sub-59745492
left,left,accuracy,NA,NA,NA,3,1,7,left,1,1.3808455,sub-59745492
left,left,accuracy,NA,NA,NA,4,0,8,left,1,4.6399505,sub-59745492
right,right,accuracy,NA,NA,NA,4,1,9,right,1,1.0493808,sub-59745492
left,left,accuracy,NA,NA,NA,5,0,10,left,1,5.616176,sub-59745492
right,right,accuracy,NA,NA,NA,5,1,11,right,1,2.4058562,sub-59745492
right,right,accuracy,NA,NA,NA,6,0,12,right,1,6.7055876,sub-59745492
left,left,accuracy,NA,NA,NA,6,1,13,left,1,2.6510487,sub-59745492
right,right,accuracy,NA,NA,NA,7,0,14,right,1,6.2026773,sub-59745492
left,left,accuracy,NA,NA,NA,7,1,15,left,1,1.9722681,sub-59745492
right,right,accuracy,NA,NA,NA,8,0,16,right,1,3.4261027,sub-59745492
left,left,accuracy,NA,NA,NA,8,1,17,left,1,5.8778626,sub-59745492
left,left,accuracy,NA,NA,NA,9,0,18,left,1,4.4269956,sub-59745492
right,right,accuracy,NA,NA,NA,9,1,19,right,1,1.0036621,sub-59745492
left,left,accuracy,NA,NA,NA,10,0,20,right,0,5.7853222,sub-59745492
right,right,accuracy,NA,NA,NA,10,1,21,right,1,4.6067449,sub-59745492
left,left,accuracy,NA,NA,NA,11,0,22,left,1,1.255033,sub-59745492
right,right,accuracy,NA,NA,NA,11,1,23,right,1,4.0908769,sub-59745492
right,right,accuracy,NA,NA,NA,12,0,24,right,1,5.848741,sub-59745492
left,left,accuracy,NA,NA,NA,12,1,25,left,1,2.0821932,sub-59745492
right,right,accuracy,NA,NA,NA,13,0,26,right,1,5.2818808,sub-59745492
left,left,accuracy,NA,NA,NA,13,1,27,left,1,5.4896749,sub-59745492
left,left,accuracy,NA,NA,NA,14,0,28,left,1,6.2581878,sub-59745492
right,right,accuracy,NA,NA,NA,14,1,29,right,1,5.378637,sub-59745492
left,left,accuracy,NA,NA,NA,15,0,30,left,1,2.7566303,sub-59745492
right,right,accuracy,NA,NA,NA,15,1,31,right,1,5.4706635,sub-59745492
right,right,accuracy,NA,NA,NA,16,0,32,right,1,4.8843445,sub-59745492
left,left,accuracy,NA,NA,NA,16,1,33,left,1,5.5704983,sub-59745492
left,left,accuracy,NA,NA,NA,17,0,34,right,0,6.1349097,sub-59745492
right,right,accuracy,NA,NA,NA,17,1,35,right,1,3.1780198,sub-59745492
right,right,accuracy,NA,NA,NA,18,0,36,right,1,4.217425,sub-59745492
left,left,accuracy,NA,NA,NA,18,1,37,left,1,1.780645,sub-59745492
right,right,accuracy,NA,NA,NA,19,0,38,right,1,3.9466039,sub-59745492
left,left,accuracy,NA,NA,NA,19,1,39,left,1,5.3125837,sub-59745492
left,left,accuracy,NA,NA,NA,20,0,40,left,1,4.1441593,sub-59745492
right,right,accuracy,NA,NA,NA,20,1,41,right,1,4.3886838,sub-59745492
right,right,accuracy,NA,NA,NA,21,0,42,right,1,5.5315356,sub-59745492
left,left,accuracy,NA,NA,NA,21,1,43,right,0,6.3206656,sub-59745492
right,right,accuracy,NA,NA,NA,22,0,44,right,1,5.3831875,sub-59745492
left,left,accuracy,NA,NA,NA,22,1,45,right,0,5.8567297,sub-59745492
right,right,accuracy,NA,NA,NA,23,0,46,right,1,5.6733919,sub-59745492
left,left,accuracy,NA,NA,NA,23,1,47,left,1,4.5309446,sub-59745492
right,right,accuracy,NA,NA,NA,24,0,48,right,1,3.3505797,sub-59745492
left,left,accuracy,NA,NA,NA,24,1,49,left,1,5.6493701,sub-59745492
left,left,accuracy,NA,NA,NA,25,0,50,left,1,4.4812469,sub-59745492
right,right,accuracy,NA,NA,NA,25,1,51,right,1,2.8133121,sub-59745492
right,right,accuracy,NA,NA,NA,26,0,52,right,1,2.8552302,sub-59745492
left,left,accuracy,NA,NA,NA,26,1,53,left,1,3.5000382,sub-59745492
left,left,accuracy,NA,NA,NA,27,0,54,left,1,5.422138,sub-59745492
right,right,accuracy,NA,NA,NA,27,1,55,right,1,2.2245888,sub-59745492
left,left,accuracy,NA,NA,NA,28,0,56,left,1,5.9520236,sub-59745492
right,right,accuracy,NA,NA,NA,28,1,57,right,1,4.1303526,sub-59745492
right,right,accuracy,NA,NA,NA,29,0,58,right,1,4.7681969,sub-59745492
left,left,accuracy,NA,NA,NA,29,1,59,left,1,2.7616565,sub-59745492
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-59745492
right,right,speed,NA,NA,NA,0,0,0,right,1,0.6731168,sub-59745492
left,left,speed,NA,NA,NA,0,1,1,left,1,0.9500667,sub-59745492
left,left,speed,NA,NA,NA,1,0,2,left,1,1.3878484,sub-59745492
right,right,speed,NA,NA,NA,1,1,3,right,1,0.6763201,sub-59745492
left,left,speed,NA,NA,NA,2,0,4,left,1,1.9170718,sub-59745492
right,right,speed,NA,NA,NA,2,1,5,right,1,1.4278075,sub-59745492
left,left,speed,NA,NA,NA,3,0,6,right,0,1.3116969,sub-59745492
right,right,speed,NA,NA,NA,3,1,7,right,1,1.6299544,sub-59745492
right,right,speed,NA,NA,NA,4,0,8,right,1,1.7663474,sub-59745492
left,left,speed,NA,NA,NA,4,1,9,left,1,1.8466735,sub-59745492
left,left,speed,NA,NA,NA,5,0,10,right,0,3.3054225,sub-59745492
right,right,speed,NA,NA,NA,5,1,11,right,1,2.6586568,sub-59745492
right,right,speed,NA,NA,NA,6,0,12,right,1,3.3888261,sub-59745492
left,left,speed,NA,NA,NA,6,1,13,left,1,2.2380162,sub-59745492
right,right,speed,NA,NA,NA,7,0,14,right,1,1.9950505,sub-59745492
left,left,speed,NA,NA,NA,7,1,15,left,1,3.029089,sub-59745492
left,left,speed,NA,NA,NA,8,0,16,left,1,2.0125008,sub-59745492
right,right,speed,NA,NA,NA,8,1,17,right,1,2.0708064,sub-59745492
left,left,speed,NA,NA,NA,9,0,18,left,1,2.6683049,sub-59745492
right,right,speed,NA,NA,NA,9,1,19,right,1,4.8154971,sub-59745492
right,right,speed,NA,NA,NA,10,0,20,right,1,2.0427016,sub-59745492
left,left,speed,NA,NA,NA,10,1,21,left,1,3.8850043,sub-59745492
left,left,speed,NA,NA,NA,11,0,22,left,1,5.6023737,sub-59745492
