direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30897608
right,right,NA,0,0,0,NA,NA,NA,left,0,4.755229365997366,sub-30897608
left,left,NA,0,1,1,NA,NA,NA,right,0,5.433522641003947,sub-30897608
left,left,NA,1,0,2,NA,NA,NA,left,1,7.281902633985737,sub-30897608
right,right,NA,1,1,3,NA,NA,NA,right,1,1.3579899339965775,sub-30897608
right,right,NA,2,0,4,NA,NA,NA,left,0,1.2600409019942165,sub-30897608
left,left,NA,2,1,5,NA,NA,NA,right,0,4.899805845998344,sub-30897608
right,right,NA,3,0,6,NA,NA,NA,right,1,3.739839093002957,sub-30897608
left,left,NA,3,1,7,NA,NA,NA,left,1,4.368740164994961,sub-30897608
left,left,NA,4,0,8,NA,NA,NA,right,0,5.339235010993434,sub-30897608
right,right,NA,4,1,9,NA,NA,NA,right,1,1.0996747049939586,sub-30897608
right,right,NA,5,0,10,NA,NA,NA,left,0,0.9364094030024716,sub-30897608
left,left,NA,5,1,11,NA,NA,NA,left,1,0.80977283300308045,sub-30897608
right,right,NA,6,0,12,NA,NA,NA,right,1,0.8799928189982893,sub-30897608
left,left,NA,6,1,13,NA,NA,NA,left,1,1.28442871599691,sub-30897608
left,left,NA,7,0,14,NA,NA,NA,right,0,1.902994944000966,sub-30897608
right,right,NA,7,1,15,NA,NA,NA,right,1,0.978319278001436,sub-30897608
left,left,NA,8,0,16,NA,NA,NA,left,1,3.907921942998655,sub-30897608
right,right,NA,8,1,17,NA,NA,NA,right,1,1.5315365650021704,sub-30897608
right,right,NA,9,0,18,NA,NA,NA,right,1,3.4985777190013323,sub-30897608
left,left,NA,9,1,19,NA,NA,NA,left,1,3.811048235991621,sub-30897608
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30897608
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-30897608
left,left,accuracy,NA,NA,NA,0,0,0,right,0,5.418918426003074,sub-30897608
right,right,accuracy,NA,NA,NA,0,1,1,right,1,4.0767905629909365,sub-30897608
right,right,accuracy,NA,NA,NA,1,0,2,right,1,1.7014663979934994,sub-30897608
left,left,accuracy,NA,NA,NA,1,1,3,left,1,2.2348805879883,sub-30897608
left,left,accuracy,NA,NA,NA,2,0,4,left,1,4.069705037007225,sub-30897608
right,right,accuracy,NA,NA,NA,2,1,5,right,1,2.5874702259898186,sub-30897608
right,right,accuracy,NA,NA,NA,3,0,6,left,0,3.947908609989099,sub-30897608
left,left,accuracy,NA,NA,NA,3,1,7,left,1,1.2845479770039674,sub-30897608
right,right,accuracy,NA,NA,NA,4,0,8,right,1,1.0564467109943507,sub-30897608
left,left,accuracy,NA,NA,NA,4,1,9,left,1,1.4577058249997208,sub-30897608
left,left,accuracy,NA,NA,NA,5,0,10,left,1,5.6389864060038235,sub-30897608
right,right,accuracy,NA,NA,NA,5,1,11,right,1,0.9844153849990108,sub-30897608
right,right,accuracy,NA,NA,NA,6,0,12,right,1,1.320048808993306,sub-30897608
left,left,accuracy,NA,NA,NA,6,1,13,left,1,0.9001138829917181,sub-30897608
right,right,accuracy,NA,NA,NA,7,0,14,right,1,0.997260379997897,sub-30897608
left,left,accuracy,NA,NA,NA,7,1,15,left,1,1.471019353994052,sub-30897608
left,left,accuracy,NA,NA,NA,8,0,16,left,1,4.7787736559985206,sub-30897608
right,right,accuracy,NA,NA,NA,8,1,17,right,1,1.7074304510024376,sub-30897608
right,right,accuracy,NA,NA,NA,9,0,18,right,1,4.056592654000269,sub-30897608
left,left,accuracy,NA,NA,NA,9,1,19,left,1,2.2026537060010014,sub-30897608
right,right,accuracy,NA,NA,NA,10,0,20,right,1,0.81961923999188,sub-30897608
left,left,accuracy,NA,NA,NA,10,1,21,left,1,0.7636632179928711,sub-30897608
left,left,accuracy,NA,NA,NA,11,0,22,left,1,0.943663457990624,sub-30897608
right,right,accuracy,NA,NA,NA,11,1,23,right,1,0.9229799510067096,sub-30897608
left,left,accuracy,NA,NA,NA,12,0,24,left,1,0.9442649029952008,sub-30897608
right,right,accuracy,NA,NA,NA,12,1,25,right,1,0.9318032640003366,sub-30897608
right,right,accuracy,NA,NA,NA,13,0,26,right,1,4.854358875003527,sub-30897608
left,left,accuracy,NA,NA,NA,13,1,27,left,1,2.566536664002342,sub-30897608
left,left,accuracy,NA,NA,NA,14,0,28,right,0,2.514509457992972,sub-30897608
right,right,accuracy,NA,NA,NA,14,1,29,right,1,1.1070993009925587,sub-30897608
right,right,accuracy,NA,NA,NA,15,0,30,right,1,5.477584663007292,sub-30897608
left,left,accuracy,NA,NA,NA,15,1,31,left,1,4.219310030006454,sub-30897608
left,left,accuracy,NA,NA,NA,16,0,32,left,1,2.5661211010010447,sub-30897608
right,right,accuracy,NA,NA,NA,16,1,33,right,1,1.588425649999408,sub-30897608
right,right,accuracy,NA,NA,NA,17,0,34,right,1,1.871294135009521,sub-30897608
left,left,accuracy,NA,NA,NA,17,1,35,left,1,5.23710518500593,sub-30897608
right,right,accuracy,NA,NA,NA,18,0,36,right,1,0.9356980559969088,sub-30897608
left,left,accuracy,NA,NA,NA,18,1,37,left,1,0.8983078160090372,sub-30897608
right,right,accuracy,NA,NA,NA,19,0,38,right,1,1.7244491710007424,sub-30897608
left,left,accuracy,NA,NA,NA,19,1,39,right,0,5.3160025059914915,sub-30897608
left,left,accuracy,NA,NA,NA,20,0,40,left,1,1.8069939160050128,sub-30897608
right,right,accuracy,NA,NA,NA,20,1,41,right,1,1.4917055209953105,sub-30897608
left,left,accuracy,NA,NA,NA,21,0,42,left,1,4.03470532099891,sub-30897608
right,right,accuracy,NA,NA,NA,21,1,43,right,1,1.164603700992302,sub-30897608
right,right,accuracy,NA,NA,NA,22,0,44,left,0,1.1766997349914163,sub-30897608
left,left,accuracy,NA,NA,NA,22,1,45,left,1,2.435374430002412,sub-30897608
left,left,accuracy,NA,NA,NA,23,0,46,left,1,2.277023578993976,sub-30897608
right,right,accuracy,NA,NA,NA,23,1,47,right,1,1.7975255029887194,sub-30897608
left,left,accuracy,NA,NA,NA,24,0,48,left,1,2.5671056620049058,sub-30897608
right,right,accuracy,NA,NA,NA,24,1,49,right,1,3.4321376940060873,sub-30897608
left,left,accuracy,NA,NA,NA,25,0,50,left,1,1.0812908609950682,sub-30897608
