wordCTK,colorCTK,corrAnsCTK,congruentCTK,wordPractice,colorPractice,corrAnsPractice,congruentPractice,word,color,corrAns,congruent,trials_CTK.thisRepN,trials_CTK.thisTrialN,trials_CTK.thisN,trials_CTK.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials_test.thisRepN,trials_test.thisTrialN,trials_test.thisN,trials_test.thisIndex,thisRow.t,notes,instruction.started,instr_text.started,instr_image.started,instr_resp.started,instruction.stopped,instr_resp.keys,instr_resp.rt,instr_resp.duration,instr_color_to_key.started,instr_ctk.started,resp_ctk.started,instr_color_to_key.stopped,resp_ctk.keys,resp_ctk.rt,resp_ctk.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,color_to_key_run.started,stimulus_CTK.started,keyResp_CTK.started,color_to_key_run.stopped,keyResp_CTK.keys,keyResp_CTK.corr,keyResp_CTK.rt,keyResp_CTK.duration,instr_practice.started,instr_practice_text.started,instr_practice_resp.started,instr_practice.stopped,instr_practice_resp.keys,instr_practice_resp.rt,instr_practice_resp.duration,practice_run.started,stimulus_practice.started,respPractice.started,practice_run.stopped,respPractice.keys,respPractice.corr,respPractice.rt,respPractice.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,instr_test.started,instr_test_text.started,instr_test_resp.started,instr_test.stopped,instr_test_resp.keys,instr_test_resp.rt,instr_test_resp.duration,test_run.started,stimulus_test_run.started,keyResp_test_run.started,test_run.stopped,keyResp_test_run.keys,keyResp_test_run.corr,keyResp_test_run.rt,keyResp_test_run.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,blau,blue,b,1,,,,,,,,,2,4,28,6,330.4034205999924,,,,,,,,,,,,,,,,,330.3893823999679,331.2034406000748,332.0032392999856,331.98738309997134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.9874144999776,332.0032392999856,332.0032392999856,333.23751969996374,b,1,1.2298780999844894,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,red,r,0,,,,,,,,,2,5,29,4,333.25267690001056,,,,,,,,,,,,,,,,,333.23865990003105,334.45276010001544,335.2525028999662,335.2367788000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.23680900002364,335.2525028999662,335.2525028999662,336.2204110000748,r,1,0.9567008999874815,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,blue,b,1,,,,,,,,,2,6,30,5,336.2355185999768,,,,,,,,,,,,,,,,,336.2216030000709,337.4353953000391,338.23517930007074,338.21954910003114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.21958220005035,338.23517930007074,338.23517930007074,339.686219300027,b,1,1.4463130000513047,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,2,7,31,11,339.70138940005563,,,,,,,,,,,,,,,,,339.68742360000033,339.7850352000678,340.5848413000349,340.5688016000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.56883170001674,340.5848413000349,340.5848413000349,341.7362251000013,g,1,1.1500327999237925,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,2,8,32,10,341.7510116000194,,,,,,,,,,,,,,,,,341.73730929999147,342.10100410005543,342.90089369995985,342.8854921000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.88554140005726,342.90089369995985,342.90089369995985,343.46859669999685,g,1,0.5582159999758005,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,yellow,g,0,,,,,,,,,2,9,33,3,343.48420329997316,,,,,,,,,,,,,,,,,343.46974420000333,343.58426210004836,344.38397900003474,344.3680835000705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.36812660004944,344.38397900003474,344.38397900003474,345.28511910000816,g,1,0.8881819999078289,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,blue,b,0,,,,,,,,,2,10,34,2,345.30031019996386,,,,,,,,,,,,,,,,,345.28627479996067,346.5001818999881,347.3000823999755,347.2842715000734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.28430000005756,347.3000823999755,347.3000823999755,348.78442499996163,b,1,1.4798577999463305,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,2,11,35,1,348.79948310006876,,,,,,,,,,,,,,,,,348.7855860000709,349.99935279996134,350.79913930001203,350.7833314000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.78336340002716,350.79913930001203,350.79913930001203,351.7169614000013,r,1,0.9122172999195755,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,blue,b,0,,,,,,,,,3,0,36,2,351.7322779999813,,,,,,,,,,,,,,,,,351.7183359999908,352.08229349995963,352.882135199965,352.86617160006426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.86620320007205,352.882135199965,352.882135199965,354.18315020005684,b,1,1.2843040999723598,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,3,1,37,1,354.19845620007254,,,,,,,,,,,,,,,,,354.18464850005694,354.29852070007473,355.09836060006637,355.08239280001726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0824230000144,355.09836060006637,355.09836060006637,355.9495462999912,r,1,0.8467377000488341,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,3,2,38,10,355.9645877999719,,,,,,,,,,,,,,,,,355.9508562000701,356.7646225000499,357.5644433000125,357.548753799987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.5487851999933,357.5644433000125,357.5644433000125,358.36516000004485,g,1,0.7859454000135884,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,yellow,g,0,,,,,,,,,3,3,39,7,358.38096870004665,,,,,,,,,,,,,,,,,358.36624300002586,359.1806033999892,359.98070119996555,359.9647446000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.96477770002093,359.98070119996555,359.98070119996555,360.94825100002345,g,1,0.9594113999046385,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,yellow,g,0,,,,,,,,,3,4,40,3,360.9634322000202,,,,,,,,,,,,,,,,,360.9495704000583,361.06367010006215,361.8634975999594,361.8477716000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.84781239996664,361.8634975999594,361.8634975999594,362.6818681000732,g,1,0.8056432000594214,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,blue,b,1,,,,,,,,,3,5,41,5,362.69639030005783,,,,,,,,,,,,,,,,,362.6832114000572,363.89633290003985,364.69627790001687,364.68072000006214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.68075489997864,364.69627790001687,364.69627790001687,365.36403040005825,b,1,0.6588910999707878,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,blue,b,1,,,,,,,,,3,6,42,6,365.3791785000358,,,,,,,,,,,,,,,,,365.3652263999684,366.57931469997857,367.3789405999705,367.3632215000689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.3632535999641,367.3789405999705,367.3789405999705,367.9634887999855,b,1,0.5761129000457004,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,red,r,0,,,,,,,,,3,7,43,8,367.9787275000708,,,,,,,,,,,,,,,,,367.9646614000667,369.1785379999783,369.9785899000708,369.96253300004173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.9625720999902,369.9785899000708,369.9785899000708,370.69589970004745,r,1,0.7018747999100015,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,3,8,44,0,370.71159630001057,,,,,,,,,,,,,,,,,370.6970518999733,371.0615411000326,371.86131870001554,371.84556980000343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.8456002000021,371.86131870001554,371.86131870001554,372.4626433000667,r,1,0.5879589000251144,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,blue,b,0,,,,,,,,,3,9,45,9,372.4777775000548,,,,,,,,,,,,,,,,,372.4638366000727,373.6776583000319,374.47741900000256,374.4617496000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.46178030001465,374.47741900000256,374.47741900000256,375.4283144000219,b,1,0.9443104999372736,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,red,r,0,,,,,,,,,3,10,46,4,375.4433734000195,,,,,,,,,,,,,,,,,375.4294869999867,375.5435628000414,376.34365539997816,376.3275975000579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.327629800071,376.34365539997816,376.34365539997816,377.19555020006374,r,1,0.8502093000570312,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,3,11,47,11,377.21011440001894,,,,,,,,,,,,,,,,,377.1967379000271,378.409953400027,379.20993640006054,379.1939834000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.1940140000079,379.20993640006054,379.20993640006054,379.8611283999635,g,1,0.6460295000579208,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,red,r,0,,,,,,,,,4,0,48,8,379.87620890000835,,,,,,,,,,,,,,,,,379.86231630004477,380.22620769997593,381.026217799983,381.01016700000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0101974999998,381.026217799983,381.026217799983,381.8441744999727,r,1,0.8082567000528798,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,blue,b,0,,,,,,,,,4,1,49,9,381.8589925999986,,,,,,,,,,,,,,,,,381.8454814000288,382.2093274999643,383.00913909997325,382.99321039998904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.99325669999234,383.00913909997325,383.00913909997325,383.8102324999636,b,1,0.7948800000594929,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,4,2,50,11,383.8254232000327,,,,,,,,,,,,,,,,,383.8113780000713,383.9284013999859,384.741931400029,384.7260807000566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.7261118000606,384.741931400029,384.741931400029,385.61016839998774,g,1,0.865679300040938,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,blue,b,0,,,,,,,,,4,3,51,2,385.62491969997063,,,,,,,,,,,,,,,,,385.61170909996144,386.8249354000436,387.6248200000264,387.6089489000151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.60897900001146,387.6248200000264,387.6248200000264,388.70930300001055,b,1,1.080074799945578,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,yellow,g,0,,,,,,,,,4,4,52,7,388.7242583000334,,,,,,,,,,,,,,,,,388.7104674000293,389.9242022000253,390.7241904999828,390.708323800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.7083638999611,390.7241904999828,390.7241904999828,391.59272449999116,g,1,0.8667759000090882,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,4,5,53,10,391.6070960999932,,,,,,,,,,,,,,,,,391.5939505000133,391.9571210000431,392.75686960003804,392.74110880005173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.74113960005343,392.75686960003804,392.75686960003804,393.3415081000421,g,1,0.5824560000328347,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,4,6,54,1,393.35657130007166,,,,,,,,,,,,,,,,,393.34267020004336,394.1567442000378,394.95647560001817,394.9411907000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.941259299987,394.95647560001817,394.95647560001817,395.7741951000644,r,1,0.8081225999630988,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,yellow,g,0,,,,,,,,,4,7,55,3,395.78947119996883,,,,,,,,,,,,,,,,,395.7754566000076,395.88971779996064,396.68950630002655,396.6736388000427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.67367899999954,396.68950630002655,396.68950630002655,397.7572417999618,g,1,1.058570699999109,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,4,8,56,0,397.77230850001797,,,,,,,,,,,,,,,,,397.7583938000025,398.5724979999941,399.3721724000061,399.3563936999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.35642440000083,399.3721724000061,399.3721724000061,400.0240131999599,r,1,0.6461326000280678,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,blue,b,1,,,,,,,,,4,9,57,6,400.03886830003466,,,,,,,,,,,,,,,,,400.02509610005654,400.83852520002984,401.63828940002713,401.62252360000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.62255460000597,401.63828940002713,401.63828940002713,402.3896511000348,b,1,0.7339405999518931,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,blue,b,1,,,,,,,,,4,10,58,5,402.4049615999684,,,,,,,,,,,,,,,,,402.39084840007126,403.6045874999836,404.40449750004336,404.38861670007464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.3886479999637,404.40449750004336,404.40449750004336,405.30585290002637,b,1,0.8949749000603333,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,red,r,0,,,,,,,,,4,11,59,4,405.3208369000349,,,,,,,,,,,,,,,,,405.30712740006857,405.42077970004175,406.2207138000522,406.2049551999662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.2049864999717,406.2207138000522,406.2207138000522,407.0385626000352,r,1,0.8120946000562981,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,blue,b,0,,,,,,,,,5,0,60,2,407.0539294000482,,,,,,,,,,,,,,,,,407.03976020007394,407.8537739000749,408.65346289996523,408.6377931999741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.63782409997657,408.65346289996523,408.65346289996523,409.62169359996915,b,1,0.9541984000243247,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,yellow,g,0,,,,,,,,,5,1,61,7,409.6366870000493,,,,,,,,,,,,,,,,,409.623023299966,410.836552200024,411.6361949000275,411.62051330006216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.6205437000608,411.6361949000275,411.6361949000275,412.40396140003577,g,1,0.7579645999940112,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,blue,b,0,,,,,,,,,5,2,62,9,412.41939910000656,,,,,,,,,,,,,,,,,412.4051064000232,413.619147600024,414.41893629997503,414.40312160004396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.40315210004337,414.41893629997503,414.41893629997503,415.4701851999853,b,1,1.0459950000513345,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,red,r,0,,,,,,,,,5,3,63,8,415.4854284999892,,,,,,,,,,,,,,,,,415.4713209000183,416.6852882000385,417.4850971000269,417.46918919996824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.46922960004304,417.4850971000269,417.4850971000269,418.3361073000124,r,1,0.8410719999810681,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,red,r,0,,,,,,,,,5,4,64,4,418.3514079999877,,,,,,,,,,,,,,,,,418.3372417000355,418.70138179999776,419.50132350006606,419.48538940004073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.485420800047,419.50132350006606,419.50132350006606,420.31911709997803,r,1,0.8046098999911919,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,blue,b,1,,,,,,,,,5,5,65,5,420.33442359999754,,,,,,,,,,,,,,,,,420.3202742000576,421.53415149997454,422.33425299997907,422.3184359000297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.3184728999622,422.33425299997907,422.33425299997907,423.1851553999586,b,1,0.8365887999534607,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,5,6,66,11,423.2004267000593,,,,,,,,,,,,,,,,,423.18614750006236,423.30036250001285,424.10022909997497,424.0840636000503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0840938000474,424.10022909997497,424.10022909997497,425.18437599996105,g,1,1.0700123000424355,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,5,7,67,10,425.2000389000168,,,,,,,,,,,,,,,,,425.1854579000501,425.2999349000165,426.09986690001097,426.0845049000345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0845406000735,426.09986690001097,426.09986690001097,426.63427030004095,g,1,0.5187727999873459,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,5,8,68,1,426.6498354000505,,,,,,,,,,,,,,,,,426.6355521000223,426.7497389999917,427.54939820000436,427.53377380000893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.53380530001596,427.54939820000436,427.54939820000436,428.16739279998,r,1,0.601395900011994,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,5,9,69,0,428.18281639995985,,,,,,,,,,,,,,,,,428.16853759996593,428.532389900065,429.3325854999712,429.31645579996984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.3164937000256,429.3325854999712,429.3325854999712,430.1003252000082,r,1,0.7576713999733329,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,yellow,g,0,,,,,,,,,5,10,70,3,430.11548619996756,,,,,,,,,,,,,,,,,430.101558299968,430.9154505999759,431.7152883000672,431.69963160005864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.69966210005805,431.7152883000672,431.7152883000672,432.5331285999855,g,1,0.8047112000640482,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,blue,b,1,,,,,,,,,5,11,71,6,432.54852479998954,,,,,,,,,,,,,,,,,432.5342984000454,432.89850540005136,433.6982115000719,433.68235819996335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.68238849996123,433.6982115000719,433.6982115000719,434.31580510002095,b,1,0.6067592999897897,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,6,0,72,11,434.3310073000612,,,,,,,,,,,,,,,,,434.3169445999665,435.13092779996805,435.93094710004516,435.91516299999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.9151936999988,435.93094710004516,435.93094710004516,436.76541790005285,g,1,0.8291184999980032,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,blue,b,0,,,,,,,,,6,1,73,9,436.78094900003634,,,,,,,,,,,,,,,,,436.7665763000259,437.13058350002393,437.93079290003516,437.9148078999715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.91483929997776,437.93079290003516,437.93079290003516,438.93156469997484,b,1,0.9928033999167383,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,yellow,g,0,,,,,,,,,6,2,74,7,438.946878900053,,,,,,,,,,,,,,,,,438.9328977999976,439.74681799998507,440.54681229998823,440.5308092000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.53083880001213,440.54681229998823,440.54681229998823,441.5143735000165,g,1,0.9627227999735624,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,6,3,75,0,441.52976239996497,,,,,,,,,,,,,,,,,441.5155075000366,441.6296835000394,442.42959239997435,442.4138753999723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.41390819998924,442.42959239997435,442.42959239997435,443.0640851999633,r,1,0.6240414000349119,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,blue,b,1,,,,,,,,,6,4,76,6,443.07970959995873,,,,,,,,,,,,,,,,,443.0652596000582,443.87936849996913,444.67925809998997,444.6633331000339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.663365000044,444.67925809998997,444.67925809998997,445.4138693000423,b,1,0.7280499000335112,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,red,r,1,,,,,,,,,6,5,77,1,445.4290905999951,,,,,,,,,,,,,,,,,445.41501890006475,446.2288503999589,447.02871280000545,447.012788800057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0128196000587,447.02871280000545,447.02871280000545,447.7132234000601,r,1,0.6792864999733865,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,yellow,g,0,,,,,,,,,6,6,78,3,447.7284895000048,,,,,,,,,,,,,,,,,447.7143736999715,447.8285305000609,448.62832530005835,448.6124329000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.61246670002583,448.62832530005835,448.62832530005835,449.56332630000543,g,1,0.9333950999425724,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,yellow,g,1,,,,,,,,,6,7,79,10,449.5779921000358,,,,,,,,,,,,,,,,,449.5651336000301,449.92806379997637,450.7280520000495,450.7121942000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.71223559998907,450.7280520000495,450.7280520000495,451.31291620002594,g,1,0.5716078000841662,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,gelb,red,r,0,,,,,,,,,6,8,80,8,451.32777089998126,,,,,,,,,,,,,,,,,451.31398109998554,452.1276520000538,452.9275454999879,452.91173589997925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.91178920003586,452.9275454999879,452.9275454999879,454.02874280000106,r,1,1.0987464999780059,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,rot,blue,b,0,,,,,,,,,6,9,81,2,454.0438286999706,,,,,,,,,,,,,,,,,454.02989000000525,454.84387850004714,455.64361989998724,455.6275812999811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.62761199998204,455.64361989998724,455.64361989998724,456.6279184999876,b,1,0.9724823000142351,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
,,,,,,,,blau,red,r,0,,,,,,,,,6,10,82,4,456.6432504999684,,,,,,,,,,,,,,,,,456.6292953999946,457.84308500005864,458.6429106000578,458.6271788000595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.6272227000445,458.6429106000578,458.6429106000578,459.8104479999747,r,1,1.1547755000647157,None,,,,sub-864538,001,2024-03-11_18h11.51.015,stroop_test,2023.2.3,60.18317350039054,2024-03-11 18h11.58.407035 +0100,
