direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-91776243
right,right,NA,0,0,0,NA,NA,NA,right,1,21.162757500074804,sub-91776243
left,left,NA,0,1,1,NA,NA,NA,right,0,6.816722600022331,sub-91776243
right,right,NA,1,0,2,NA,NA,NA,right,1,0.8336133998818696,sub-91776243
left,left,NA,1,1,3,NA,NA,NA,right,0,5.1740357000380754,sub-91776243
right,right,NA,2,0,4,NA,NA,NA,right,1,1.4159711999818685,sub-91776243
left,left,NA,2,1,5,NA,NA,NA,left,1,0.7366148999426514,sub-91776243
left,left,NA,3,0,6,NA,NA,NA,right,0,0.7641514001879841,sub-91776243
right,right,NA,3,1,7,NA,NA,NA,right,1,0.7278440000955015,sub-91776243
left,left,NA,4,0,8,NA,NA,NA,right,0,6.011198800057173,sub-91776243
right,right,NA,4,1,9,NA,NA,NA,right,1,1.4948168999981135,sub-91776243
right,right,NA,5,0,10,NA,NA,NA,left,0,2.0250567998737097,sub-91776243
left,left,NA,5,1,11,NA,NA,NA,right,0,7.591072700219229,sub-91776243
right,right,NA,6,0,12,NA,NA,NA,left,0,4.136371499858797,sub-91776243
left,left,NA,6,1,13,NA,NA,NA,right,0,5.637465299805626,sub-91776243
left,left,NA,7,0,14,NA,NA,NA,left,1,3.77593780006282,sub-91776243
right,right,NA,7,1,15,NA,NA,NA,right,1,7.404091099975631,sub-91776243
right,right,NA,8,0,16,NA,NA,NA,right,1,3.2252592998556793,sub-91776243
left,left,NA,8,1,17,NA,NA,NA,left,1,5.387841500109062,sub-91776243
left,left,NA,9,0,18,NA,NA,NA,right,0,5.348726500058547,sub-91776243
right,right,NA,9,1,19,NA,NA,NA,left,0,5.498699499992654,sub-91776243
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-91776243
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-91776243
right,right,accuracy,NA,NA,NA,0,0,0,right,1,2.3712074998766184,sub-91776243
left,left,accuracy,NA,NA,NA,0,1,1,right,0,4.281165400054306,sub-91776243
left,left,accuracy,NA,NA,NA,1,0,2,left,1,2.3813568998593837,sub-91776243
right,right,accuracy,NA,NA,NA,1,1,3,right,1,1.5280950998421758,sub-91776243
left,left,accuracy,NA,NA,NA,2,0,4,left,1,3.789157100021839,sub-91776243
right,right,accuracy,NA,NA,NA,2,1,5,right,1,5.199451900087297,sub-91776243
right,right,accuracy,NA,NA,NA,3,0,6,left,0,5.738763599889353,sub-91776243
left,left,accuracy,NA,NA,NA,3,1,7,right,0,5.723277699900791,sub-91776243
left,left,accuracy,NA,NA,NA,4,0,8,right,0,3.7357149000745262,sub-91776243
right,right,accuracy,NA,NA,NA,4,1,9,right,1,5.449289200128987,sub-91776243
right,right,accuracy,NA,NA,NA,5,0,10,left,0,5.258993499912322,sub-91776243
left,left,accuracy,NA,NA,NA,5,1,11,right,0,5.668177700135857,sub-91776243
right,right,accuracy,NA,NA,NA,6,0,12,right,1,4.1472060000523925,sub-91776243
left,left,accuracy,NA,NA,NA,6,1,13,right,0,5.310713700018823,sub-91776243
left,left,accuracy,NA,NA,NA,7,0,14,right,0,4.920336900046095,sub-91776243
right,right,accuracy,NA,NA,NA,7,1,15,left,0,5.566994599997997,sub-91776243
