direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-81773727
left,left,NA,0,0,0,NA,NA,NA,right,0,4.2226335,sub-81773727
right,right,NA,0,1,1,NA,NA,NA,right,1,4.9472708,sub-81773727
left,left,NA,1,0,2,NA,NA,NA,left,1,2.8158105,sub-81773727
right,right,NA,1,1,3,NA,NA,NA,right,1,1.8810571,sub-81773727
left,left,NA,2,0,4,NA,NA,NA,right,0,2.2745973,sub-81773727
right,right,NA,2,1,5,NA,NA,NA,right,1,2.8213596,sub-81773727
left,left,NA,3,0,6,NA,NA,NA,left,1,1.7881989,sub-81773727
right,right,NA,3,1,7,NA,NA,NA,left,0,4.1946685,sub-81773727
right,right,NA,4,0,8,NA,NA,NA,right,1,4.1667293,sub-81773727
left,left,NA,4,1,9,NA,NA,NA,left,1,2.8217801,sub-81773727
right,right,NA,5,0,10,NA,NA,NA,left,0,2.7751918,sub-81773727
left,left,NA,5,1,11,NA,NA,NA,left,1,3.3079648,sub-81773727
right,right,NA,6,0,12,NA,NA,NA,left,0,3.2128287,sub-81773727
left,left,NA,6,1,13,NA,NA,NA,left,1,2.1568719,sub-81773727
left,left,NA,7,0,14,NA,NA,NA,right,0,3.0774066,sub-81773727
right,right,NA,7,1,15,NA,NA,NA,right,1,1.3724073,sub-81773727
right,right,NA,8,0,16,NA,NA,NA,right,1,2.0000215,sub-81773727
left,left,NA,8,1,17,NA,NA,NA,left,1,2.0995805,sub-81773727
left,left,NA,9,0,18,NA,NA,NA,left,1,1.3231137,sub-81773727
right,right,NA,9,1,19,NA,NA,NA,right,1,1.9810562,sub-81773727
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-81773727
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-81773727
left,left,accuracy,NA,NA,NA,0,0,0,right,0,4.3213139,sub-81773727
right,right,accuracy,NA,NA,NA,0,1,1,right,1,2.7157211,sub-81773727
left,left,accuracy,NA,NA,NA,1,0,2,left,1,1.7096568,sub-81773727
right,right,accuracy,NA,NA,NA,1,1,3,right,1,2.6514796,sub-81773727
left,left,accuracy,NA,NA,NA,2,0,4,left,1,3.5712406,sub-81773727
right,right,accuracy,NA,NA,NA,2,1,5,right,1,1.8473066,sub-81773727
left,left,accuracy,NA,NA,NA,3,0,6,left,1,2.3979912,sub-81773727
right,right,accuracy,NA,NA,NA,3,1,7,right,1,2.9614533,sub-81773727
right,right,accuracy,NA,NA,NA,4,0,8,left,0,2.7805103,sub-81773727
left,left,accuracy,NA,NA,NA,4,1,9,left,1,4.920809,sub-81773727
left,left,accuracy,NA,NA,NA,5,0,10,right,0,3.1853632,sub-81773727
right,right,accuracy,NA,NA,NA,5,1,11,left,0,1.3909532,sub-81773727
right,right,accuracy,NA,NA,NA,6,0,12,right,1,1.8966657,sub-81773727
left,left,accuracy,NA,NA,NA,6,1,13,left,1,2.5674913,sub-81773727
right,right,accuracy,NA,NA,NA,7,0,14,left,0,2.3657683,sub-81773727
left,left,accuracy,NA,NA,NA,7,1,15,right,0,1.2984867,sub-81773727
right,right,accuracy,NA,NA,NA,8,0,16,left,0,2.3262392,sub-81773727
left,left,accuracy,NA,NA,NA,8,1,17,right,0,2.1932612,sub-81773727
right,right,accuracy,NA,NA,NA,9,0,18,right,1,4.7638286,sub-81773727
left,left,accuracy,NA,NA,NA,9,1,19,left,1,2.0296293,sub-81773727
left,left,accuracy,NA,NA,NA,10,0,20,left,1,3.0662297,sub-81773727
right,right,accuracy,NA,NA,NA,10,1,21,left,0,1.0906118,sub-81773727
right,right,accuracy,NA,NA,NA,11,0,22,right,1,0.7586352,sub-81773727
left,left,accuracy,NA,NA,NA,11,1,23,right,0,1.390159,sub-81773727
right,right,accuracy,NA,NA,NA,12,0,24,right,1,0.8882777,sub-81773727
left,left,accuracy,NA,NA,NA,12,1,25,right,0,2.8811851,sub-81773727
left,left,accuracy,NA,NA,NA,13,0,26,right,0,2.1666649,sub-81773727
right,right,accuracy,NA,NA,NA,13,1,27,left,0,2.3313548,sub-81773727
right,right,accuracy,NA,NA,NA,14,0,28,right,1,1.5826335,sub-81773727
left,left,accuracy,NA,NA,NA,14,1,29,left,1,1.8288095,sub-81773727
left,left,accuracy,NA,NA,NA,15,0,30,right,0,1.2170835,sub-81773727
right,right,accuracy,NA,NA,NA,15,1,31,left,0,1.286411,sub-81773727
left,left,accuracy,NA,NA,NA,16,0,32,left,1,2.8639453,sub-81773727
right,right,accuracy,NA,NA,NA,16,1,33,left,0,2.9676069,sub-81773727
right,right,accuracy,NA,NA,NA,17,0,34,right,1,1.1054974,sub-81773727
left,left,accuracy,NA,NA,NA,17,1,35,left,1,1.39001,sub-81773727
left,left,accuracy,NA,NA,NA,18,0,36,right,0,1.8991201,sub-81773727
right,right,accuracy,NA,NA,NA,18,1,37,right,1,2.9197813,sub-81773727
right,right,accuracy,NA,NA,NA,19,0,38,right,1,2.4669763,sub-81773727
left,left,accuracy,NA,NA,NA,19,1,39,right,0,2.0852582,sub-81773727
right,right,accuracy,NA,NA,NA,20,0,40,left,0,2.5850384,sub-81773727
left,left,accuracy,NA,NA,NA,20,1,41,right,0,2.3173338,sub-81773727
right,right,accuracy,NA,NA,NA,21,0,42,right,1,4.3131015,sub-81773727
left,left,accuracy,NA,NA,NA,21,1,43,left,1,2.5963776,sub-81773727
right,right,accuracy,NA,NA,NA,22,0,44,left,0,2.6267055,sub-81773727
left,left,accuracy,NA,NA,NA,22,1,45,right,0,1.4038844,sub-81773727
left,left,accuracy,NA,NA,NA,23,0,46,left,1,2.18868,sub-81773727
right,right,accuracy,NA,NA,NA,23,1,47,left,0,1.3495758,sub-81773727
right,right,accuracy,NA,NA,NA,24,0,48,right,1,3.3144464,sub-81773727
left,left,accuracy,NA,NA,NA,24,1,49,left,1,1.6482326,sub-81773727
left,left,accuracy,NA,NA,NA,25,0,50,right,0,1.1293701,sub-81773727
right,right,accuracy,NA,NA,NA,25,1,51,left,0,2.3806368,sub-81773727
right,right,accuracy,NA,NA,NA,26,0,52,right,1,3.9980269,sub-81773727
left,left,accuracy,NA,NA,NA,26,1,53,right,0,1.0473539,sub-81773727
left,left,accuracy,NA,NA,NA,27,0,54,right,0,1.5298061,sub-81773727
right,right,accuracy,NA,NA,NA,27,1,55,left,0,1.2165058,sub-81773727
right,right,accuracy,NA,NA,NA,28,0,56,right,1,2.1052024,sub-81773727
left,left,accuracy,NA,NA,NA,28,1,57,left,1,2.0966707,sub-81773727
left,left,accuracy,NA,NA,NA,29,0,58,right,0,1.0469112,sub-81773727
right,right,accuracy,NA,NA,NA,29,1,59,left,0,5.1540283,sub-81773727
NA,NA,accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-81773727
right,right,speed,NA,NA,NA,0,0,0,right,1,0.9963945,sub-81773727
left,left,speed,NA,NA,NA,0,1,1,right,0,0.8988436,sub-81773727
right,right,speed,NA,NA,NA,1,0,2,right,1,1.7236136,sub-81773727
left,left,speed,NA,NA,NA,1,1,3,left,1,0.7478604,sub-81773727
left,left,speed,NA,NA,NA,2,0,4,right,0,2.612437,sub-81773727
