direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-51930179
right,right,NA,0,0,0,NA,NA,NA,left,0,5.528788300027372,sub-51930179
left,left,NA,0,1,1,NA,NA,NA,right,0,0.8942417000071146,sub-51930179
left,left,NA,1,0,2,NA,NA,NA,right,0,3.093030199990608,sub-51930179
right,right,NA,1,1,3,NA,NA,NA,right,1,1.5190126999805216,sub-51930179
right,right,NA,2,0,4,NA,NA,NA,left,0,3.5942479000077583,sub-51930179
left,left,NA,2,1,5,NA,NA,NA,right,0,4.807801899994956,sub-51930179
right,right,NA,3,0,6,NA,NA,NA,right,1,0.5598219000094105,sub-51930179
left,left,NA,3,1,7,NA,NA,NA,left,1,0.9075858000142034,sub-51930179
left,left,NA,4,0,8,NA,NA,NA,right,0,5.081048699998064,sub-51930179
right,right,NA,4,1,9,NA,NA,NA,right,1,4.04214979999233,sub-51930179
left,left,NA,5,0,10,NA,NA,NA,left,1,1.192666700022528,sub-51930179
right,right,NA,5,1,11,NA,NA,NA,left,0,4.239448499982245,sub-51930179
left,left,NA,6,0,12,NA,NA,NA,right,0,4.519633200019598,sub-51930179
right,right,NA,6,1,13,NA,NA,NA,right,1,5.846475300000748,sub-51930179
left,left,NA,7,0,14,NA,NA,NA,left,1,1.1209221000026446,sub-51930179
right,right,NA,7,1,15,NA,NA,NA,left,0,1.4032740000111517,sub-51930179
left,left,NA,8,0,16,NA,NA,NA,right,0,1.750504199997522,sub-51930179
right,right,NA,8,1,17,NA,NA,NA,right,1,2.4794676000019535,sub-51930179
left,left,NA,9,0,18,NA,NA,NA,right,0,2.0187310999899637,sub-51930179
right,right,NA,9,1,19,NA,NA,NA,left,0,3.985729200008791,sub-51930179
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-51930179
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-51930179
right,right,accuracy,NA,NA,NA,0,0,0,right,1,3.5324179000162985,sub-51930179
left,left,accuracy,NA,NA,NA,0,1,1,right,0,4.471292899979744,sub-51930179
right,right,accuracy,NA,NA,NA,1,0,2,left,0,2.45653460000176,sub-51930179
left,left,accuracy,NA,NA,NA,1,1,3,left,1,3.3613011999987066,sub-51930179
left,left,accuracy,NA,NA,NA,2,0,4,right,0,3.845659800019348,sub-51930179
right,right,accuracy,NA,NA,NA,2,1,5,right,1,4.530238899984397,sub-51930179
left,left,accuracy,NA,NA,NA,3,0,6,right,0,4.086380699998699,sub-51930179
right,right,accuracy,NA,NA,NA,3,1,7,left,0,2.957008400000632,sub-51930179
right,right,accuracy,NA,NA,NA,4,0,8,right,1,2.43568100000266,sub-51930179
left,left,accuracy,NA,NA,NA,4,1,9,right,0,2.6588064999959897,sub-51930179
left,left,accuracy,NA,NA,NA,5,0,10,left,1,4.719058099988615,sub-51930179
right,right,accuracy,NA,NA,NA,5,1,11,left,0,3.2100391999993008,sub-51930179
left,left,accuracy,NA,NA,NA,6,0,12,right,0,4.108370599977206,sub-51930179
right,right,accuracy,NA,NA,NA,6,1,13,right,1,3.1351308000157587,sub-51930179
right,right,accuracy,NA,NA,NA,7,0,14,left,0,3.7063890999997966,sub-51930179
left,left,accuracy,NA,NA,NA,7,1,15,right,0,5.36393570000655,sub-51930179
right,right,accuracy,NA,NA,NA,8,0,16,right,1,3.598519999999553,sub-51930179
left,left,accuracy,NA,NA,NA,8,1,17,right,0,2.719590299995616,sub-51930179
left,left,accuracy,NA,NA,NA,9,0,18,left,1,1.509623499994632,sub-51930179
right,right,accuracy,NA,NA,NA,9,1,19,left,0,2.1516896999964956,sub-51930179
