direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-68999924
right,right,NA,0,0,0,NA,NA,NA,right,1,2.566357505005726,sub-68999924
left,left,NA,0,1,1,NA,NA,NA,left,1,1.9496323819985264,sub-68999924
right,right,NA,1,0,2,NA,NA,NA,right,1,1.949301562999608,sub-68999924
left,left,NA,1,1,3,NA,NA,NA,right,0,1.978492317000928,sub-68999924
right,right,NA,2,0,4,NA,NA,NA,right,1,3.727924446997349,sub-68999924
left,left,NA,2,1,5,NA,NA,NA,left,1,3.8811759980017086,sub-68999924
left,left,NA,3,0,6,NA,NA,NA,right,0,6.048560819996055,sub-68999924
right,right,NA,3,1,7,NA,NA,NA,left,0,4.284090754998033,sub-68999924
right,right,NA,4,0,8,NA,NA,NA,right,1,2.613909084997431,sub-68999924
left,left,NA,4,1,9,NA,NA,NA,left,1,4.305236011998204,sub-68999924
right,right,NA,5,0,10,NA,NA,NA,right,1,1.085692929998913,sub-68999924
left,left,NA,5,1,11,NA,NA,NA,left,1,1.2537889259983783,sub-68999924
left,left,NA,6,0,12,NA,NA,NA,right,0,1.5229967229970498,sub-68999924
right,right,NA,6,1,13,NA,NA,NA,right,1,3.371442762996594,sub-68999924
left,left,NA,7,0,14,NA,NA,NA,left,1,2.0084588280005846,sub-68999924
right,right,NA,7,1,15,NA,NA,NA,right,1,4.105314596003154,sub-68999924
left,left,NA,8,0,16,NA,NA,NA,left,1,2.4558260170015274,sub-68999924
right,right,NA,8,1,17,NA,NA,NA,right,1,3.0756970639995416,sub-68999924
left,left,NA,9,0,18,NA,NA,NA,left,1,2.910079505003523,sub-68999924
right,right,NA,9,1,19,NA,NA,NA,left,0,2.0183595250055077,sub-68999924
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-68999924
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-68999924
left,left,speed,NA,NA,NA,0,0,0,left,1,1.1023108720037271,sub-68999924
right,right,speed,NA,NA,NA,0,1,1,right,1,1.116036397004791,sub-68999924
left,left,speed,NA,NA,NA,1,0,2,left,1,2.4200120009991224,sub-68999924
right,right,speed,NA,NA,NA,1,1,3,right,1,2.736109759003739,sub-68999924
left,left,speed,NA,NA,NA,2,0,4,left,1,1.768813681999745,sub-68999924
right,right,speed,NA,NA,NA,2,1,5,right,1,0.8394872270000633,sub-68999924
right,right,speed,NA,NA,NA,3,0,6,right,1,0.637898266002594,sub-68999924
left,left,speed,NA,NA,NA,3,1,7,left,1,0.9160505929976352,sub-68999924
left,left,speed,NA,NA,NA,4,0,8,right,0,2.483027647998824,sub-68999924
right,right,speed,NA,NA,NA,4,1,9,left,0,1.0025565219984856,sub-68999924
right,right,speed,NA,NA,NA,5,0,10,right,1,1.4378695979976328,sub-68999924
left,left,speed,NA,NA,NA,5,1,11,left,1,2.8996366749997833,sub-68999924
