direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-55631350
right,right,NA,0,0,0,NA,NA,NA,right,1,7.251653833081946,sub-55631350
left,left,NA,0,1,1,NA,NA,NA,right,0,5.546613874961622,sub-55631350
right,right,NA,1,0,2,NA,NA,NA,left,0,3.629025792004541,sub-55631350
left,left,NA,1,1,3,NA,NA,NA,right,0,5.199119124910794,sub-55631350
left,left,NA,2,0,4,NA,NA,NA,right,0,4.199626874993555,sub-55631350
right,right,NA,2,1,5,NA,NA,NA,left,0,6.042000541929156,sub-55631350
right,right,NA,3,0,6,NA,NA,NA,left,0,6.434063833090477,sub-55631350
left,left,NA,3,1,7,NA,NA,NA,left,1,3.7733863330213353,sub-55631350
left,left,NA,4,0,8,NA,NA,NA,left,1,3.223523833090439,sub-55631350
right,right,NA,4,1,9,NA,NA,NA,right,1,2.543501166976057,sub-55631350
right,right,NA,5,0,10,NA,NA,NA,left,0,2.584698999999091,sub-55631350
left,left,NA,5,1,11,NA,NA,NA,right,0,5.607350292033516,sub-55631350
right,right,NA,6,0,12,NA,NA,NA,right,1,3.875017459038645,sub-55631350
left,left,NA,6,1,13,NA,NA,NA,right,0,3.7847236659144983,sub-55631350
left,left,NA,7,0,14,NA,NA,NA,left,1,2.4130352089414373,sub-55631350
right,right,NA,7,1,15,NA,NA,NA,left,0,1.3598250419599935,sub-55631350
right,right,NA,8,0,16,NA,NA,NA,right,1,4.8953114580363035,sub-55631350
left,left,NA,8,1,17,NA,NA,NA,left,1,2.3120566670550033,sub-55631350
left,left,NA,9,0,18,NA,NA,NA,right,0,1.7205364169785753,sub-55631350
right,right,NA,9,1,19,NA,NA,NA,left,0,5.521299249958247,sub-55631350
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-55631350
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-55631350
left,left,speed,NA,NA,NA,0,0,0,right,0,1.6369762920076028,sub-55631350
right,right,speed,NA,NA,NA,0,1,1,left,0,4.080409582937136,sub-55631350
right,right,speed,NA,NA,NA,1,0,2,left,0,3.6796217090450223,sub-55631350
