direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-7367579
right,right,NA,0,0,0,NA,NA,NA,left,0,17.408914899919182,sub-7367579
left,left,NA,0,1,1,NA,NA,NA,left,1,8.093424400081858,sub-7367579
right,right,NA,1,0,2,NA,NA,NA,right,1,7.489950800081715,sub-7367579
left,left,NA,1,1,3,NA,NA,NA,right,0,5.514990900177509,sub-7367579
right,right,NA,2,0,4,NA,NA,NA,left,0,5.707847099984065,sub-7367579
left,left,NA,2,1,5,NA,NA,NA,right,0,0.5803278000093997,sub-7367579
right,right,NA,3,0,6,NA,NA,NA,right,1,0.3729182998649776,sub-7367579
left,left,NA,3,1,7,NA,NA,NA,left,1,5.640262599801645,sub-7367579
left,left,NA,4,0,8,NA,NA,NA,right,0,6.105459599988535,sub-7367579
right,right,NA,4,1,9,NA,NA,NA,right,1,7.350836799945682,sub-7367579
left,left,NA,5,0,10,NA,NA,NA,left,1,7.01403439999558,sub-7367579
right,right,NA,5,1,11,NA,NA,NA,left,0,8.576647099805996,sub-7367579
left,left,NA,6,0,12,NA,NA,NA,right,0,5.459533300017938,sub-7367579
right,right,NA,6,1,13,NA,NA,NA,left,0,5.569851699983701,sub-7367579
left,left,NA,7,0,14,NA,NA,NA,right,0,5.462397400056943,sub-7367579
right,right,NA,7,1,15,NA,NA,NA,right,1,5.390937200048938,sub-7367579
left,left,NA,8,0,16,NA,NA,NA,left,1,5.3994449998717755,sub-7367579
right,right,NA,8,1,17,NA,NA,NA,right,1,3.666431300109252,sub-7367579
right,right,NA,9,0,18,NA,NA,NA,left,0,2.2879155999980867,sub-7367579
left,left,NA,9,1,19,NA,NA,NA,right,0,1.3939233999699354,sub-7367579
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-7367579
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-7367579
left,left,accuracy,NA,NA,NA,0,0,0,left,1,4.092837099917233,sub-7367579
right,right,accuracy,NA,NA,NA,0,1,1,right,1,6.0074009001255035,sub-7367579
right,right,accuracy,NA,NA,NA,1,0,2,right,1,6.399485599948093,sub-7367579
left,left,accuracy,NA,NA,NA,1,1,3,left,1,3.774100599810481,sub-7367579
left,left,accuracy,NA,NA,NA,2,0,4,right,0,5.542143699945882,sub-7367579
right,right,accuracy,NA,NA,NA,2,1,5,right,1,1.237209500046447,sub-7367579
right,right,accuracy,NA,NA,NA,3,0,6,left,0,5.646237900014967,sub-7367579
left,left,accuracy,NA,NA,NA,3,1,7,right,0,9.994891799986362,sub-7367579
right,right,accuracy,NA,NA,NA,4,0,8,left,0,8.73091939999722,sub-7367579
left,left,accuracy,NA,NA,NA,4,1,9,right,0,2.2730584000237286,sub-7367579
right,right,accuracy,NA,NA,NA,5,0,10,left,0,2.8419528999365866,sub-7367579
left,left,accuracy,NA,NA,NA,5,1,11,left,1,2.926982299890369,sub-7367579
left,left,accuracy,NA,NA,NA,6,0,12,right,0,3.2358241002075374,sub-7367579
right,right,accuracy,NA,NA,NA,6,1,13,right,1,3.467800799990073,sub-7367579
right,right,accuracy,NA,NA,NA,7,0,14,right,1,4.381669200025499,sub-7367579
left,left,accuracy,NA,NA,NA,7,1,15,left,1,4.5467123000416905,sub-7367579
