direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-94310112
right,right,NA,0,0,0,NA,NA,NA,right,1,13.061536117995274,sub-94310112
left,left,NA,0,1,1,NA,NA,NA,left,1,6.040828256009263,sub-94310112
right,right,NA,1,0,2,NA,NA,NA,left,0,4.1747339489957085,sub-94310112
left,left,NA,1,1,3,NA,NA,NA,left,1,4.67297472601058,sub-94310112
right,right,NA,2,0,4,NA,NA,NA,right,1,6.430822381997132,sub-94310112
left,left,NA,2,1,5,NA,NA,NA,right,0,4.891740008999477,sub-94310112
left,left,NA,3,0,6,NA,NA,NA,right,0,5.567942509005661,sub-94310112
right,right,NA,3,1,7,NA,NA,NA,left,0,4.03571840999939,sub-94310112
right,right,NA,4,0,8,NA,NA,NA,right,1,5.496343649996561,sub-94310112
left,left,NA,4,1,9,NA,NA,NA,right,0,4.311263002004125,sub-94310112
left,left,NA,5,0,10,NA,NA,NA,left,1,5.691728132995195,sub-94310112
right,right,NA,5,1,11,NA,NA,NA,right,1,4.316103923993069,sub-94310112
right,right,NA,6,0,12,NA,NA,NA,left,0,1.6101678420091048,sub-94310112
left,left,NA,6,1,13,NA,NA,NA,right,0,2.511089641993749,sub-94310112
right,right,NA,7,0,14,NA,NA,NA,right,1,1.4963045790063916,sub-94310112
left,left,NA,7,1,15,NA,NA,NA,left,1,3.869152999002836,sub-94310112
right,right,NA,8,0,16,NA,NA,NA,right,1,5.772801793005783,sub-94310112
left,left,NA,8,1,17,NA,NA,NA,right,0,3.4598490619973745,sub-94310112
left,left,NA,9,0,18,NA,NA,NA,right,0,5.417201499003568,sub-94310112
right,right,NA,9,1,19,NA,NA,NA,right,1,4.752783309988445,sub-94310112
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-94310112
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-94310112
right,right,accuracy,NA,NA,NA,0,0,0,right,1,7.250015555997379,sub-94310112
left,left,accuracy,NA,NA,NA,0,1,1,left,1,5.388868237991119,sub-94310112
left,left,accuracy,NA,NA,NA,1,0,2,left,1,6.3243520359974355,sub-94310112
right,right,accuracy,NA,NA,NA,1,1,3,left,0,4.640607970999554,sub-94310112
right,right,accuracy,NA,NA,NA,2,0,4,left,0,4.420424021009239,sub-94310112
left,left,accuracy,NA,NA,NA,2,1,5,right,0,2.4430195670138346,sub-94310112
right,right,accuracy,NA,NA,NA,3,0,6,left,0,6.207256741996389,sub-94310112
left,left,accuracy,NA,NA,NA,3,1,7,left,1,5.718421309997211,sub-94310112
right,right,accuracy,NA,NA,NA,4,0,8,right,1,4.849451702990336,sub-94310112
left,left,accuracy,NA,NA,NA,4,1,9,right,0,5.951505316988914,sub-94310112
left,left,accuracy,NA,NA,NA,5,0,10,left,1,6.2987174930021865,sub-94310112
right,right,accuracy,NA,NA,NA,5,1,11,right,1,5.841389358000015,sub-94310112
left,left,accuracy,NA,NA,NA,6,0,12,left,1,5.712107343002572,sub-94310112
right,right,accuracy,NA,NA,NA,6,1,13,right,1,6.132963962998474,sub-94310112
right,right,accuracy,NA,NA,NA,7,0,14,left,0,3.901986864002538,sub-94310112
left,left,accuracy,NA,NA,NA,7,1,15,left,1,5.306182820990216,sub-94310112
right,right,accuracy,NA,NA,NA,8,0,16,right,1,3.9622293139982503,sub-94310112
left,left,accuracy,NA,NA,NA,8,1,17,right,0,4.785598315997049,sub-94310112
right,right,accuracy,NA,NA,NA,9,0,18,left,0,5.8423539380019065,sub-94310112
left,left,accuracy,NA,NA,NA,9,1,19,right,0,4.139329926998471,sub-94310112
right,right,accuracy,NA,NA,NA,10,0,20,left,0,1.0647578829957638,sub-94310112
left,left,accuracy,NA,NA,NA,10,1,21,right,0,0.7754969660018105,sub-94310112
right,right,accuracy,NA,NA,NA,11,0,22,left,0,1.3365303929895165,sub-94310112
left,left,accuracy,NA,NA,NA,11,1,23,left,1,2.2153372440079693,sub-94310112
right,right,accuracy,NA,NA,NA,12,0,24,left,0,3.4912760900042485,sub-94310112
left,left,accuracy,NA,NA,NA,12,1,25,left,1,4.1643069200072205,sub-94310112
left,left,accuracy,NA,NA,NA,13,0,26,left,1,3.602476152998861,sub-94310112
right,right,accuracy,NA,NA,NA,13,1,27,right,1,1.812811651994707,sub-94310112
left,left,accuracy,NA,NA,NA,14,0,28,right,0,0.873539720007102,sub-94310112
right,right,accuracy,NA,NA,NA,14,1,29,right,1,3.826463605000754,sub-94310112
right,right,accuracy,NA,NA,NA,15,0,30,right,1,5.9940512320026755,sub-94310112
left,left,accuracy,NA,NA,NA,15,1,31,left,1,5.325765535002574,sub-94310112
left,left,accuracy,NA,NA,NA,16,0,32,right,0,1.8477332970069256,sub-94310112
right,right,accuracy,NA,NA,NA,16,1,33,left,0,4.447079626988852,sub-94310112
right,right,accuracy,NA,NA,NA,17,0,34,right,1,4.85479657399992,sub-94310112
left,left,accuracy,NA,NA,NA,17,1,35,left,1,4.163966243999312,sub-94310112
left,left,accuracy,NA,NA,NA,18,0,36,right,0,4.8168814969976665,sub-94310112
right,right,accuracy,NA,NA,NA,18,1,37,left,0,4.098030453998945,sub-94310112
left,left,accuracy,NA,NA,NA,19,0,38,right,0,5.249831795008504,sub-94310112
right,right,accuracy,NA,NA,NA,19,1,39,left,0,5.12340483799926,sub-94310112
right,right,accuracy,NA,NA,NA,20,0,40,right,1,3.625612531002844,sub-94310112
