direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-47271526
right,right,NA,0,0,0,NA,NA,NA,right,1,1.9534488,sub-47271526
left,left,NA,0,1,1,NA,NA,NA,right,0,3.9023078,sub-47271526
left,left,NA,1,0,2,NA,NA,NA,right,0,1.0450461,sub-47271526
right,right,NA,1,1,3,NA,NA,NA,right,1,4.4577471,sub-47271526
right,right,NA,2,0,4,NA,NA,NA,right,1,3.2870184,sub-47271526
left,left,NA,2,1,5,NA,NA,NA,left,1,0.8216987,sub-47271526
right,right,NA,3,0,6,NA,NA,NA,right,1,1.4088968,sub-47271526
left,left,NA,3,1,7,NA,NA,NA,left,1,2.4085973,sub-47271526
right,right,NA,4,0,8,NA,NA,NA,right,1,0.7621456,sub-47271526
left,left,NA,4,1,9,NA,NA,NA,left,1,0.8475404,sub-47271526
right,right,NA,5,0,10,NA,NA,NA,right,1,1.535503,sub-47271526
left,left,NA,5,1,11,NA,NA,NA,left,1,0.83023690000000006,sub-47271526
left,left,NA,6,0,12,NA,NA,NA,left,1,1.6823343,sub-47271526
right,right,NA,6,1,13,NA,NA,NA,right,1,0.6845719,sub-47271526
left,left,NA,7,0,14,NA,NA,NA,right,0,1.7057692,sub-47271526
right,right,NA,7,1,15,NA,NA,NA,right,1,1.7339931,sub-47271526
left,left,NA,8,0,16,NA,NA,NA,left,1,1.3293381,sub-47271526
right,right,NA,8,1,17,NA,NA,NA,right,1,1.4181967,sub-47271526
left,left,NA,9,0,18,NA,NA,NA,left,1,0.8472473,sub-47271526
right,right,NA,9,1,19,NA,NA,NA,right,1,0.9049615,sub-47271526
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-47271526
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-47271526
left,left,accuracy,NA,NA,NA,0,0,0,left,1,2.251217,sub-47271526
right,right,accuracy,NA,NA,NA,0,1,1,right,1,0.7182789,sub-47271526
left,left,accuracy,NA,NA,NA,1,0,2,left,1,0.8980511,sub-47271526
right,right,accuracy,NA,NA,NA,1,1,3,right,1,0.93583209999999994,sub-47271526
left,left,accuracy,NA,NA,NA,2,0,4,left,1,1.6207471,sub-47271526
right,right,accuracy,NA,NA,NA,2,1,5,right,1,0.8369616,sub-47271526
left,left,accuracy,NA,NA,NA,3,0,6,left,1,1.284355,sub-47271526
right,right,accuracy,NA,NA,NA,3,1,7,right,1,1.0188112,sub-47271526
left,left,accuracy,NA,NA,NA,4,0,8,left,1,1.2066038,sub-47271526
right,right,accuracy,NA,NA,NA,4,1,9,right,1,1.3573458,sub-47271526
right,right,accuracy,NA,NA,NA,5,0,10,left,0,2.0116608,sub-47271526
left,left,accuracy,NA,NA,NA,5,1,11,right,0,2.5672388,sub-47271526
right,right,accuracy,NA,NA,NA,6,0,12,left,0,0.903643,sub-47271526
left,left,accuracy,NA,NA,NA,6,1,13,right,0,4.3833016,sub-47271526
right,right,accuracy,NA,NA,NA,7,0,14,right,1,1.5472419,sub-47271526
left,left,accuracy,NA,NA,NA,7,1,15,left,1,0.867844,sub-47271526
left,left,accuracy,NA,NA,NA,8,0,16,right,0,1.2691506,sub-47271526
right,right,accuracy,NA,NA,NA,8,1,17,left,0,1.2782426,sub-47271526
left,left,accuracy,NA,NA,NA,9,0,18,right,0,1.7881364,sub-47271526
right,right,accuracy,NA,NA,NA,9,1,19,left,0,3.87714,sub-47271526
right,right,accuracy,NA,NA,NA,10,0,20,right,1,0.8016217,sub-47271526
left,left,accuracy,NA,NA,NA,10,1,21,left,1,0.7492034,sub-47271526
right,right,accuracy,NA,NA,NA,11,0,22,right,1,0.8956594,sub-47271526
left,left,accuracy,NA,NA,NA,11,1,23,left,1,0.8340523,sub-47271526
right,right,accuracy,NA,NA,NA,12,0,24,right,1,1.352506,sub-47271526
left,left,accuracy,NA,NA,NA,12,1,25,left,1,1.767503,sub-47271526
left,left,accuracy,NA,NA,NA,13,0,26,right,0,1.1876609,sub-47271526
right,right,accuracy,NA,NA,NA,13,1,27,right,1,1.0150899,sub-47271526
right,right,accuracy,NA,NA,NA,14,0,28,left,0,0.7442535,sub-47271526
left,left,accuracy,NA,NA,NA,14,1,29,right,0,3.2008761,sub-47271526
left,left,accuracy,NA,NA,NA,15,0,30,left,1,1.305225,sub-47271526
right,right,accuracy,NA,NA,NA,15,1,31,right,1,4.6546418,sub-47271526
left,left,accuracy,NA,NA,NA,16,0,32,left,1,0.9141342,sub-47271526
right,right,accuracy,NA,NA,NA,16,1,33,right,1,3.4879477,sub-47271526
right,right,accuracy,NA,NA,NA,17,0,34,left,0,1.5142104,sub-47271526
left,left,accuracy,NA,NA,NA,17,1,35,left,1,0.8993649,sub-47271526
