direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-75945026
right,right,NA,0,0,0,NA,NA,NA,left,0,11.042649353854358,sub-75945026
left,left,NA,0,1,1,NA,NA,NA,right,0,5.037949634017423,sub-75945026
right,right,NA,1,0,2,NA,NA,NA,left,0,5.581995552871376,sub-75945026
left,left,NA,1,1,3,NA,NA,NA,left,1,5.107211981900036,sub-75945026
right,right,NA,2,0,4,NA,NA,NA,right,1,5.898829047102481,sub-75945026
left,left,NA,2,1,5,NA,NA,NA,right,0,3.786771632963791,sub-75945026
left,left,NA,3,0,6,NA,NA,NA,right,0,4.807339039864019,sub-75945026
right,right,NA,3,1,7,NA,NA,NA,right,1,4.20099598611705,sub-75945026
left,left,NA,4,0,8,NA,NA,NA,left,1,3.112009032862261,sub-75945026
right,right,NA,4,1,9,NA,NA,NA,right,1,2.38687880593352,sub-75945026
left,left,NA,5,0,10,NA,NA,NA,right,0,1.709609692916274,sub-75945026
right,right,NA,5,1,11,NA,NA,NA,right,1,2.907549513038248,sub-75945026
left,left,NA,6,0,12,NA,NA,NA,right,0,1.9969239521306008,sub-75945026
right,right,NA,6,1,13,NA,NA,NA,right,1,2.1882238388061523,sub-75945026
right,right,NA,7,0,14,NA,NA,NA,right,1,1.3960662779863924,sub-75945026
left,left,NA,7,1,15,NA,NA,NA,right,0,3.149049405939877,sub-75945026
right,right,NA,8,0,16,NA,NA,NA,left,0,2.2002850940916687,sub-75945026
left,left,NA,8,1,17,NA,NA,NA,left,1,2.2062192501034588,sub-75945026
left,left,NA,9,0,18,NA,NA,NA,right,0,2.096548506990075,sub-75945026
right,right,NA,9,1,19,NA,NA,NA,left,0,2.5574179620016366,sub-75945026
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-75945026
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-75945026
right,right,speed,NA,NA,NA,0,0,0,right,1,1.2228520619682968,sub-75945026
left,left,speed,NA,NA,NA,0,1,1,left,1,1.7858613829594103,sub-75945026
right,right,speed,NA,NA,NA,1,0,2,left,0,1.7793519129045308,sub-75945026
left,left,speed,NA,NA,NA,1,1,3,right,0,1.8088328070007265,sub-75945026
right,right,speed,NA,NA,NA,2,0,4,left,0,2.589063812047243,sub-75945026
left,left,speed,NA,NA,NA,2,1,5,right,0,1.1241863609757274,sub-75945026
left,left,speed,NA,NA,NA,3,0,6,right,0,3.039425945142284,sub-75945026
right,right,speed,NA,NA,NA,3,1,7,right,1,1.1320538090076298,sub-75945026
right,right,speed,NA,NA,NA,4,0,8,right,1,1.3100586750078946,sub-75945026
left,left,speed,NA,NA,NA,4,1,9,left,1,1.9012507288716731,sub-75945026
right,right,speed,NA,NA,NA,5,0,10,right,1,2.9324646161403507,sub-75945026
left,left,speed,NA,NA,NA,5,1,11,left,1,1.8291320949792864,sub-75945026
left,left,speed,NA,NA,NA,6,0,12,left,1,1.08469818206504,sub-75945026
right,right,speed,NA,NA,NA,6,1,13,right,1,3.329891182947904,sub-75945026
left,left,speed,NA,NA,NA,7,0,14,left,1,2.1089124109130353,sub-75945026
right,right,speed,NA,NA,NA,7,1,15,left,0,1.567784579936415,sub-75945026
left,left,speed,NA,NA,NA,8,0,16,left,1,2.0387957161292434,sub-75945026
right,right,speed,NA,NA,NA,8,1,17,right,1,1.1024503719527274,sub-75945026
right,right,speed,NA,NA,NA,9,0,18,right,1,1.080083976034075,sub-75945026
left,left,speed,NA,NA,NA,9,1,19,right,0,3.2124986709095538,sub-75945026
right,right,speed,NA,NA,NA,10,0,20,right,1,1.143187029985711,sub-75945026
left,left,speed,NA,NA,NA,10,1,21,left,1,3.1799905910156667,sub-75945026
left,left,speed,NA,NA,NA,11,0,22,right,0,2.1398462790530175,sub-75945026
right,right,speed,NA,NA,NA,11,1,23,left,0,1.1519176259171218,sub-75945026
left,left,speed,NA,NA,NA,12,0,24,left,1,0.8626275628339499,sub-75945026
right,right,speed,NA,NA,NA,12,1,25,left,0,2.7307376221287996,sub-75945026
left,left,speed,NA,NA,NA,13,0,26,left,1,1.3076272390317172,sub-75945026
right,right,speed,NA,NA,NA,13,1,27,left,0,1.0025247370358557,sub-75945026
right,right,speed,NA,NA,NA,14,0,28,left,0,1.5139401040505618,sub-75945026
left,left,speed,NA,NA,NA,14,1,29,left,1,2.825004401151091,sub-75945026
right,right,speed,NA,NA,NA,15,0,30,right,1,0.8767056551296264,sub-75945026
left,left,speed,NA,NA,NA,15,1,31,left,1,1.4500800529494882,sub-75945026
left,left,speed,NA,NA,NA,16,0,32,left,1,0.756220256909728,sub-75945026
right,right,speed,NA,NA,NA,16,1,33,right,1,1.2570215829182416,sub-75945026
left,left,speed,NA,NA,NA,17,0,34,left,1,2.975648400839418,sub-75945026
right,right,speed,NA,NA,NA,17,1,35,right,1,1.3788008699193597,sub-75945026
left,left,speed,NA,NA,NA,18,0,36,left,1,1.0554085990879685,sub-75945026
right,right,speed,NA,NA,NA,18,1,37,right,1,2.1897453528363258,sub-75945026
left,left,speed,NA,NA,NA,19,0,38,right,0,2.807362576946616,sub-75945026
right,right,speed,NA,NA,NA,19,1,39,right,1,1.2702645978424698,sub-75945026
right,right,speed,NA,NA,NA,20,0,40,right,1,2.323604392120614,sub-75945026
