direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65618959
left,left,NA,0,0,0,NA,NA,NA,left,1,22.35546289999911,sub-65618959
right,right,NA,0,1,1,NA,NA,NA,right,1,2.7779797999974107,sub-65618959
right,right,NA,1,0,2,NA,NA,NA,right,1,2.536629299997003,sub-65618959
left,left,NA,1,1,3,NA,NA,NA,left,1,1.9331051999979536,sub-65618959
right,right,NA,2,0,4,NA,NA,NA,right,1,1.022296399998595,sub-65618959
left,left,NA,2,1,5,NA,NA,NA,left,1,1.650045499998669,sub-65618959
right,right,NA,3,0,6,NA,NA,NA,right,1,0.8986316000009538,sub-65618959
left,left,NA,3,1,7,NA,NA,NA,left,1,1.8033481999955256,sub-65618959
left,left,NA,4,0,8,NA,NA,NA,left,1,2.2012947000039276,sub-65618959
right,right,NA,4,1,9,NA,NA,NA,right,1,0.8497392000062973,sub-65618959
right,right,NA,5,0,10,NA,NA,NA,right,1,0.8418576000040048,sub-65618959
left,left,NA,5,1,11,NA,NA,NA,left,1,1.4947853999983636,sub-65618959
right,right,NA,6,0,12,NA,NA,NA,right,1,0.7856742000003578,sub-65618959
left,left,NA,6,1,13,NA,NA,NA,left,1,0.968697299998894,sub-65618959
left,left,NA,7,0,14,NA,NA,NA,right,0,2.127078400000755,sub-65618959
right,right,NA,7,1,15,NA,NA,NA,right,1,1.551547399998526,sub-65618959
right,right,NA,8,0,16,NA,NA,NA,right,1,0.8443579000013415,sub-65618959
left,left,NA,8,1,17,NA,NA,NA,left,1,0.990916599999764,sub-65618959
right,right,NA,9,0,18,NA,NA,NA,right,1,0.8184182000040892,sub-65618959
left,left,NA,9,1,19,NA,NA,NA,left,1,0.7675652999969316,sub-65618959
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65618959
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-65618959
left,left,accuracy,NA,NA,NA,0,0,0,left,1,0.836093300000357,sub-65618959
right,right,accuracy,NA,NA,NA,0,1,1,right,1,0.7832230000058189,sub-65618959
right,right,accuracy,NA,NA,NA,1,0,2,right,1,1.156256599999324,sub-65618959
