direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-73803208
left,left,NA,0,0,0,NA,NA,NA,right,0,13.3354848,sub-73803208
right,right,NA,0,1,1,NA,NA,NA,right,1,3.9753175,sub-73803208
left,left,NA,1,0,2,NA,NA,NA,left,1,2.5276949,sub-73803208
right,right,NA,1,1,3,NA,NA,NA,left,0,3.7560612,sub-73803208
right,right,NA,2,0,4,NA,NA,NA,left,0,1.8661319,sub-73803208
left,left,NA,2,1,5,NA,NA,NA,left,1,4.3526351,sub-73803208
right,right,NA,3,0,6,NA,NA,NA,right,1,2.6324735,sub-73803208
left,left,NA,3,1,7,NA,NA,NA,right,0,1.9402297,sub-73803208
right,right,NA,4,0,8,NA,NA,NA,left,0,5.9581171,sub-73803208
left,left,NA,4,1,9,NA,NA,NA,left,1,3.3127142,sub-73803208
right,right,NA,5,0,10,NA,NA,NA,right,1,1.2290149,sub-73803208
left,left,NA,5,1,11,NA,NA,NA,right,0,1.2529327,sub-73803208
left,left,NA,6,0,12,NA,NA,NA,right,0,2.8192525,sub-73803208
right,right,NA,6,1,13,NA,NA,NA,right,1,2.2716032,sub-73803208
right,right,NA,7,0,14,NA,NA,NA,right,1,3.6997185,sub-73803208
left,left,NA,7,1,15,NA,NA,NA,left,1,3.4218314,sub-73803208
left,left,NA,8,0,16,NA,NA,NA,left,1,2.2795276,sub-73803208
right,right,NA,8,1,17,NA,NA,NA,right,1,2.2719871,sub-73803208
right,right,NA,9,0,18,NA,NA,NA,right,1,1.5702908,sub-73803208
left,left,NA,9,1,19,NA,NA,NA,right,0,2.4109576,sub-73803208
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-73803208
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-73803208
left,left,speed,NA,NA,NA,0,0,0,left,1,1.4651995,sub-73803208
right,right,speed,NA,NA,NA,0,1,1,right,1,2.8375487,sub-73803208
left,left,speed,NA,NA,NA,1,0,2,right,0,2.981163,sub-73803208
right,right,speed,NA,NA,NA,1,1,3,right,1,1.9705972,sub-73803208
left,left,speed,NA,NA,NA,2,0,4,left,1,2.5295931,sub-73803208
right,right,speed,NA,NA,NA,2,1,5,right,1,1.3029471,sub-73803208
right,right,speed,NA,NA,NA,3,0,6,left,0,3.1367512,sub-73803208
left,left,speed,NA,NA,NA,3,1,7,left,1,2.5714337,sub-73803208
right,right,speed,NA,NA,NA,4,0,8,right,1,2.2243414,sub-73803208
left,left,speed,NA,NA,NA,4,1,9,left,1,1.6119078,sub-73803208
left,left,speed,NA,NA,NA,5,0,10,right,0,2.6742505,sub-73803208
right,right,speed,NA,NA,NA,5,1,11,right,1,1.2748349,sub-73803208
left,left,speed,NA,NA,NA,6,0,12,right,0,1.3482898,sub-73803208
right,right,speed,NA,NA,NA,6,1,13,right,1,1.3747439,sub-73803208
left,left,speed,NA,NA,NA,7,0,14,right,0,2.0016124,sub-73803208
right,right,speed,NA,NA,NA,7,1,15,right,1,4.27486,sub-73803208
right,right,speed,NA,NA,NA,8,0,16,left,0,2.4024829,sub-73803208
left,left,speed,NA,NA,NA,8,1,17,left,1,0.9412317,sub-73803208
left,left,speed,NA,NA,NA,9,0,18,left,1,1.159028,sub-73803208
right,right,speed,NA,NA,NA,9,1,19,left,0,1.8631346,sub-73803208
right,right,speed,NA,NA,NA,10,0,20,left,0,1.8001132,sub-73803208
left,left,speed,NA,NA,NA,10,1,21,right,0,1.3255084,sub-73803208
left,left,speed,NA,NA,NA,11,0,22,right,0,1.3098301,sub-73803208
right,right,speed,NA,NA,NA,11,1,23,right,1,2.1671387,sub-73803208
