direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-13237045
right,right,NA,0,0,0,NA,NA,NA,right,1,5.1773094,sub-13237045
left,left,NA,0,1,1,NA,NA,NA,left,1,2.1407663,sub-13237045
left,left,NA,1,0,2,NA,NA,NA,left,1,2.5868946,sub-13237045
right,right,NA,1,1,3,NA,NA,NA,left,0,1.9120043,sub-13237045
right,right,NA,2,0,4,NA,NA,NA,right,1,1.0946711,sub-13237045
left,left,NA,2,1,5,NA,NA,NA,left,1,1.419677,sub-13237045
right,right,NA,3,0,6,NA,NA,NA,left,0,2.5071345,sub-13237045
left,left,NA,3,1,7,NA,NA,NA,left,1,1.8023437,sub-13237045
right,right,NA,4,0,8,NA,NA,NA,right,1,0.814031,sub-13237045
left,left,NA,4,1,9,NA,NA,NA,left,1,1.4165896,sub-13237045
left,left,NA,5,0,10,NA,NA,NA,left,1,0.9236067,sub-13237045
right,right,NA,5,1,11,NA,NA,NA,right,1,1.1201846,sub-13237045
left,left,NA,6,0,12,NA,NA,NA,left,1,0.6153545,sub-13237045
right,right,NA,6,1,13,NA,NA,NA,right,1,0.5817985,sub-13237045
right,right,NA,7,0,14,NA,NA,NA,left,0,0.8179675,sub-13237045
left,left,NA,7,1,15,NA,NA,NA,left,1,0.6571843,sub-13237045
right,right,NA,8,0,16,NA,NA,NA,right,1,1.2697254,sub-13237045
left,left,NA,8,1,17,NA,NA,NA,left,1,0.7912461,sub-13237045
left,left,NA,9,0,18,NA,NA,NA,left,1,0.7001241,sub-13237045
right,right,NA,9,1,19,NA,NA,NA,right,1,0.8604488,sub-13237045
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-13237045
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-13237045
left,left,speed,NA,NA,NA,0,0,0,left,1,0.5996426,sub-13237045
right,right,speed,NA,NA,NA,0,1,1,right,1,0.7078111,sub-13237045
right,right,speed,NA,NA,NA,1,0,2,left,0,2.3819933,sub-13237045
left,left,speed,NA,NA,NA,1,1,3,left,1,1.0561783,sub-13237045
left,left,speed,NA,NA,NA,2,0,4,left,1,1.3604974,sub-13237045
right,right,speed,NA,NA,NA,2,1,5,right,1,0.6154584,sub-13237045
right,right,speed,NA,NA,NA,3,0,6,right,1,3.1992825,sub-13237045
left,left,speed,NA,NA,NA,3,1,7,left,1,0.6009341,sub-13237045
left,left,speed,NA,NA,NA,4,0,8,left,1,0.657285,sub-13237045
right,right,speed,NA,NA,NA,4,1,9,right,1,2.8697937,sub-13237045
right,right,speed,NA,NA,NA,5,0,10,left,0,0.8261205,sub-13237045
left,left,speed,NA,NA,NA,5,1,11,left,1,0.5925004,sub-13237045
right,right,speed,NA,NA,NA,6,0,12,right,1,0.535966,sub-13237045
left,left,speed,NA,NA,NA,6,1,13,right,0,0.6217284,sub-13237045
right,right,speed,NA,NA,NA,7,0,14,left,0,0.9367661,sub-13237045
left,left,speed,NA,NA,NA,7,1,15,left,1,2.9080603,sub-13237045
right,right,speed,NA,NA,NA,8,0,16,right,1,0.7435103,sub-13237045
left,left,speed,NA,NA,NA,8,1,17,left,1,0.7858354,sub-13237045
right,right,speed,NA,NA,NA,9,0,18,right,1,0.6571564,sub-13237045
left,left,speed,NA,NA,NA,9,1,19,left,1,0.8744794,sub-13237045
left,left,speed,NA,NA,NA,10,0,20,right,0,0.7388809,sub-13237045
right,right,speed,NA,NA,NA,10,1,21,right,1,2.8324895,sub-13237045
left,left,speed,NA,NA,NA,11,0,22,left,1,2.5467439,sub-13237045
right,right,speed,NA,NA,NA,11,1,23,right,1,0.479297,sub-13237045
left,left,speed,NA,NA,NA,12,0,24,left,1,0.5596643,sub-13237045
