direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-43340183
left,left,NA,0,0,0,NA,NA,NA,left,1,0.7989691850089002,sub-43340183
right,right,NA,0,1,1,NA,NA,NA,right,1,0.5438620889908634,sub-43340183
left,left,NA,1,0,2,NA,NA,NA,left,1,0.810752854013117,sub-43340183
right,right,NA,1,1,3,NA,NA,NA,right,1,0.5090508639987092,sub-43340183
right,right,NA,2,0,4,NA,NA,NA,left,0,0.6815313939878251,sub-43340183
left,left,NA,2,1,5,NA,NA,NA,right,0,0.8978607460157946,sub-43340183
left,left,NA,3,0,6,NA,NA,NA,left,1,0.5186648480012082,sub-43340183
right,right,NA,3,1,7,NA,NA,NA,right,1,0.46992836802382953,sub-43340183
left,left,NA,4,0,8,NA,NA,NA,right,0,0.6350295580050442,sub-43340183
right,right,NA,4,1,9,NA,NA,NA,right,1,0.5845051260257605,sub-43340183
right,right,NA,5,0,10,NA,NA,NA,left,0,0.6101124699926004,sub-43340183
left,left,NA,5,1,11,NA,NA,NA,left,1,0.6251028590195347,sub-43340183
right,right,NA,6,0,12,NA,NA,NA,right,1,0.7111076849978417,sub-43340183
left,left,NA,6,1,13,NA,NA,NA,left,1,0.5114832590043079,sub-43340183
right,right,NA,7,0,14,NA,NA,NA,right,1,0.979187962017022,sub-43340183
left,left,NA,7,1,15,NA,NA,NA,left,1,0.420928086998174,sub-43340183
left,left,NA,8,0,16,NA,NA,NA,right,0,0.28910304998862557,sub-43340183
right,right,NA,8,1,17,NA,NA,NA,left,0,0.26977888599503785,sub-43340183
left,left,NA,9,0,18,NA,NA,NA,left,1,0.8873348110064398,sub-43340183
right,right,NA,9,1,19,NA,NA,NA,right,1,0.3516722350032069,sub-43340183
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-43340183
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-43340183
left,left,speed,NA,NA,NA,0,0,0,right,0,0.5927396090119146,sub-43340183
right,right,speed,NA,NA,NA,0,1,1,right,1,0.5716811309976038,sub-43340183
left,left,speed,NA,NA,NA,1,0,2,left,1,0.47845000901725143,sub-43340183
right,right,speed,NA,NA,NA,1,1,3,right,1,0.6981265729991719,sub-43340183
right,right,speed,NA,NA,NA,2,0,4,left,0,0.4992205319867935,sub-43340183
left,left,speed,NA,NA,NA,2,1,5,right,0,0.613298821990611,sub-43340183
left,left,speed,NA,NA,NA,3,0,6,right,0,0.5336015700013377,sub-43340183
right,right,speed,NA,NA,NA,3,1,7,left,0,1.1420015879848506,sub-43340183
left,left,speed,NA,NA,NA,4,0,8,left,1,0.6151262010098435,sub-43340183
right,right,speed,NA,NA,NA,4,1,9,right,1,0.7043817919911817,sub-43340183
right,right,speed,NA,NA,NA,5,0,10,right,1,0.5836977879807819,sub-43340183
left,left,speed,NA,NA,NA,5,1,11,left,1,0.9587380820012186,sub-43340183
left,left,speed,NA,NA,NA,6,0,12,left,1,0.5797125450044405,sub-43340183
right,right,speed,NA,NA,NA,6,1,13,right,1,0.7192835650057532,sub-43340183
right,right,speed,NA,NA,NA,7,0,14,right,1,0.4466525640164036,sub-43340183
left,left,speed,NA,NA,NA,7,1,15,right,0,0.44649157201638445,sub-43340183
left,left,speed,NA,NA,NA,8,0,16,left,1,0.6235883509798441,sub-43340183
right,right,speed,NA,NA,NA,8,1,17,right,1,0.836346197000239,sub-43340183
right,right,speed,NA,NA,NA,9,0,18,left,0,0.6620410489849746,sub-43340183
left,left,speed,NA,NA,NA,9,1,19,left,1,0.5993562290095724,sub-43340183
left,left,speed,NA,NA,NA,10,0,20,right,0,0.568773853010498,sub-43340183
right,right,speed,NA,NA,NA,10,1,21,right,1,0.5575646930083167,sub-43340183
left,left,speed,NA,NA,NA,11,0,22,right,0,0.6769977300136816,sub-43340183
right,right,speed,NA,NA,NA,11,1,23,right,1,0.5428942680009641,sub-43340183
right,right,speed,NA,NA,NA,12,0,24,right,1,0.804479211976286,sub-43340183
left,left,speed,NA,NA,NA,12,1,25,right,0,0.6465795300027821,sub-43340183
right,right,speed,NA,NA,NA,13,0,26,right,1,0.6512951049953699,sub-43340183
left,left,speed,NA,NA,NA,13,1,27,right,0,0.7450562279846054,sub-43340183
right,right,speed,NA,NA,NA,14,0,28,right,1,0.6345304890128318,sub-43340183
left,left,speed,NA,NA,NA,14,1,29,left,1,1.4820202449918725,sub-43340183
right,right,speed,NA,NA,NA,15,0,30,right,1,0.5166950020065997,sub-43340183
left,left,speed,NA,NA,NA,15,1,31,right,0,0.820580803003395,sub-43340183
right,right,speed,NA,NA,NA,16,0,32,left,0,2.569128734001424,sub-43340183
left,left,speed,NA,NA,NA,16,1,33,left,1,0.52974495102535,sub-43340183
right,right,speed,NA,NA,NA,17,0,34,right,1,0.7282320510130376,sub-43340183
left,left,speed,NA,NA,NA,17,1,35,right,0,0.7357719120045658,sub-43340183
left,left,speed,NA,NA,NA,18,0,36,right,0,0.7501339500013273,sub-43340183
right,right,speed,NA,NA,NA,18,1,37,left,0,0.9851251689833588,sub-43340183
right,right,speed,NA,NA,NA,19,0,38,left,0,0.6290833060047589,sub-43340183
left,left,speed,NA,NA,NA,19,1,39,left,1,0.4409515250008553,sub-43340183
right,right,speed,NA,NA,NA,20,0,40,left,0,0.3986057830043137,sub-43340183
left,left,speed,NA,NA,NA,20,1,41,left,1,0.5152057439845521,sub-43340183
left,left,speed,NA,NA,NA,21,0,42,left,1,0.5181946129887365,sub-43340183
right,right,speed,NA,NA,NA,21,1,43,right,1,0.5104082410107367,sub-43340183
left,left,speed,NA,NA,NA,22,0,44,left,1,0.629421457007993,sub-43340183
right,right,speed,NA,NA,NA,22,1,45,left,0,0.4686246660130564,sub-43340183
right,right,speed,NA,NA,NA,23,0,46,left,0,0.6117165960022248,sub-43340183
left,left,speed,NA,NA,NA,23,1,47,left,1,1.0721078749920707,sub-43340183
right,right,speed,NA,NA,NA,24,0,48,right,1,0.7802231219829991,sub-43340183
left,left,speed,NA,NA,NA,24,1,49,left,1,0.8971185400150716,sub-43340183
right,right,speed,NA,NA,NA,25,0,50,right,1,0.9879441229859368,sub-43340183
left,left,speed,NA,NA,NA,25,1,51,left,1,0.6127732010209002,sub-43340183
right,right,speed,NA,NA,NA,26,0,52,right,1,0.961114047007868,sub-43340183
left,left,speed,NA,NA,NA,26,1,53,left,1,0.6293563039798755,sub-43340183
right,right,speed,NA,NA,NA,27,0,54,left,0,0.918713196995668,sub-43340183
left,left,speed,NA,NA,NA,27,1,55,left,1,0.6470593840058427,sub-43340183
left,left,speed,NA,NA,NA,28,0,56,left,1,0.5547245100024156,sub-43340183
right,right,speed,NA,NA,NA,28,1,57,left,0,0.5345637680147775,sub-43340183
left,left,speed,NA,NA,NA,29,0,58,left,1,0.6990110780170653,sub-43340183
right,right,speed,NA,NA,NA,29,1,59,left,0,0.6227637600095477,sub-43340183
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-43340183
left,left,accuracy,NA,NA,NA,0,0,0,left,1,0.6786576260055881,sub-43340183
right,right,accuracy,NA,NA,NA,0,1,1,left,0,0.7266310650156811,sub-43340183
left,left,accuracy,NA,NA,NA,1,0,2,left,1,0.635968093003612,sub-43340183
right,right,accuracy,NA,NA,NA,1,1,3,right,1,0.6388360759883653,sub-43340183
right,right,accuracy,NA,NA,NA,2,0,4,left,0,0.7511199980217498,sub-43340183
left,left,accuracy,NA,NA,NA,2,1,5,left,1,0.5625794719962869,sub-43340183
right,right,accuracy,NA,NA,NA,3,0,6,left,0,0.6756704710132908,sub-43340183
