direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-85178516
left,left,NA,0,0,0,NA,NA,NA,left,1,4.711286001,sub-85178516
right,right,NA,0,1,1,NA,NA,NA,right,1,8.214086201,sub-85178516
left,left,NA,1,0,2,NA,NA,NA,left,1,0.963066,sub-85178516
right,right,NA,1,1,3,NA,NA,NA,right,1,0.7671123,sub-85178516
left,left,NA,2,0,4,NA,NA,NA,left,1,0.502993099,sub-85178516
right,right,NA,2,1,5,NA,NA,NA,right,1,0.427750099,sub-85178516
right,right,NA,3,0,6,NA,NA,NA,left,0,0.435516901,sub-85178516
left,left,NA,3,1,7,NA,NA,NA,right,0,0.7174205,sub-85178516
left,left,NA,4,0,8,NA,NA,NA,left,1,1.3316005,sub-85178516
right,right,NA,4,1,9,NA,NA,NA,right,1,0.718964599,sub-85178516
right,right,NA,5,0,10,NA,NA,NA,right,1,2.547277799,sub-85178516
left,left,NA,5,1,11,NA,NA,NA,left,1,0.7277877,sub-85178516
left,left,NA,6,0,12,NA,NA,NA,right,0,0.795922199,sub-85178516
right,right,NA,6,1,13,NA,NA,NA,left,0,0.5870874,sub-85178516
left,left,NA,7,0,14,NA,NA,NA,right,0,0.7089814,sub-85178516
right,right,NA,7,1,15,NA,NA,NA,left,0,1.5825988,sub-85178516
left,left,NA,8,0,16,NA,NA,NA,right,0,1.8121974,sub-85178516
right,right,NA,8,1,17,NA,NA,NA,left,0,1.617168901,sub-85178516
left,left,NA,9,0,18,NA,NA,NA,left,1,5.3304679,sub-85178516
right,right,NA,9,1,19,NA,NA,NA,right,1,0.8455208,sub-85178516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-85178516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-85178516
left,left,speed,NA,NA,NA,0,0,0,right,0,0.662869899,sub-85178516
right,right,speed,NA,NA,NA,0,1,1,left,0,1.8680747,sub-85178516
right,right,speed,NA,NA,NA,1,0,2,left,0,2.402948501,sub-85178516
left,left,speed,NA,NA,NA,1,1,3,right,0,1.5060651,sub-85178516
left,left,speed,NA,NA,NA,2,0,4,left,1,4.6316968,sub-85178516
right,right,speed,NA,NA,NA,2,1,5,right,1,1.3976392,sub-85178516
