direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-45732510
right,right,NA,0,0,0,NA,NA,NA,left,0,2.0654478,sub-45732510
left,left,NA,0,1,1,NA,NA,NA,left,1,1.8304817,sub-45732510
right,right,NA,1,0,2,NA,NA,NA,right,1,1.806592,sub-45732510
left,left,NA,1,1,3,NA,NA,NA,right,0,1.4585946,sub-45732510
left,left,NA,2,0,4,NA,NA,NA,right,0,4.4707113,sub-45732510
right,right,NA,2,1,5,NA,NA,NA,right,1,3.4369392,sub-45732510
right,right,NA,3,0,6,NA,NA,NA,right,1,2.4047509,sub-45732510
left,left,NA,3,1,7,NA,NA,NA,right,0,2.9487647,sub-45732510
left,left,NA,4,0,8,NA,NA,NA,left,1,1.4988491,sub-45732510
right,right,NA,4,1,9,NA,NA,NA,right,1,1.2241432,sub-45732510
left,left,NA,5,0,10,NA,NA,NA,left,1,1.4973189,sub-45732510
right,right,NA,5,1,11,NA,NA,NA,left,0,1.6665558,sub-45732510
right,right,NA,6,0,12,NA,NA,NA,left,0,1.8251743,sub-45732510
left,left,NA,6,1,13,NA,NA,NA,left,1,2.7342792,sub-45732510
right,right,NA,7,0,14,NA,NA,NA,left,0,3.4733349,sub-45732510
left,left,NA,7,1,15,NA,NA,NA,right,0,2.6365647,sub-45732510
right,right,NA,8,0,16,NA,NA,NA,right,1,1.2343723,sub-45732510
left,left,NA,8,1,17,NA,NA,NA,right,0,1.1444158,sub-45732510
right,right,NA,9,0,18,NA,NA,NA,left,0,1.6850488,sub-45732510
left,left,NA,9,1,19,NA,NA,NA,left,1,2.1256408,sub-45732510
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-45732510
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-45732510
left,left,accuracy,NA,NA,NA,0,0,0,left,1,4.1617412,sub-45732510
right,right,accuracy,NA,NA,NA,0,1,1,left,0,3.5672981,sub-45732510
right,right,accuracy,NA,NA,NA,1,0,2,left,0,4.847769,sub-45732510
left,left,accuracy,NA,NA,NA,1,1,3,right,0,1.8975456,sub-45732510
right,right,accuracy,NA,NA,NA,2,0,4,right,1,1.6765771,sub-45732510
left,left,accuracy,NA,NA,NA,2,1,5,right,0,3.4205405,sub-45732510
right,right,accuracy,NA,NA,NA,3,0,6,left,0,2.3528683,sub-45732510
left,left,accuracy,NA,NA,NA,3,1,7,left,1,2.2830599,sub-45732510
right,right,accuracy,NA,NA,NA,4,0,8,left,0,3.2754405,sub-45732510
left,left,accuracy,NA,NA,NA,4,1,9,left,1,0.9184828,sub-45732510
left,left,accuracy,NA,NA,NA,5,0,10,left,1,4.7051442,sub-45732510
right,right,accuracy,NA,NA,NA,5,1,11,right,1,0.7652339,sub-45732510
left,left,accuracy,NA,NA,NA,6,0,12,right,0,2.5104191,sub-45732510
right,right,accuracy,NA,NA,NA,6,1,13,right,1,2.3529071,sub-45732510
left,left,accuracy,NA,NA,NA,7,0,14,left,1,2.84559,sub-45732510
right,right,accuracy,NA,NA,NA,7,1,15,left,0,2.4723979,sub-45732510
right,right,accuracy,NA,NA,NA,8,0,16,right,1,4.9609757,sub-45732510
left,left,accuracy,NA,NA,NA,8,1,17,right,0,4.8682734,sub-45732510
left,left,accuracy,NA,NA,NA,9,0,18,left,1,4.9783673,sub-45732510
right,right,accuracy,NA,NA,NA,9,1,19,right,1,4.0616289,sub-45732510
left,left,accuracy,NA,NA,NA,10,0,20,right,0,2.9399785,sub-45732510
right,right,accuracy,NA,NA,NA,10,1,21,left,0,2.6315724,sub-45732510
left,left,accuracy,NA,NA,NA,11,0,22,left,1,5.192593,sub-45732510
right,right,accuracy,NA,NA,NA,11,1,23,left,0,2.6082319,sub-45732510
right,right,accuracy,NA,NA,NA,12,0,24,right,1,1.9629181,sub-45732510
left,left,accuracy,NA,NA,NA,12,1,25,left,1,1.8685736,sub-45732510
right,right,accuracy,NA,NA,NA,13,0,26,right,1,1.6264351,sub-45732510
left,left,accuracy,NA,NA,NA,13,1,27,right,0,5.9287231,sub-45732510
right,right,accuracy,NA,NA,NA,14,0,28,right,1,2.5535909,sub-45732510
left,left,accuracy,NA,NA,NA,14,1,29,left,1,5.3031354,sub-45732510
right,right,accuracy,NA,NA,NA,15,0,30,right,1,2.6165417,sub-45732510
left,left,accuracy,NA,NA,NA,15,1,31,left,1,2.5161496,sub-45732510
left,left,accuracy,NA,NA,NA,16,0,32,right,0,1.9019931,sub-45732510
right,right,accuracy,NA,NA,NA,16,1,33,right,1,2.8728703,sub-45732510
left,left,accuracy,NA,NA,NA,17,0,34,left,1,5.2460937,sub-45732510
right,right,accuracy,NA,NA,NA,17,1,35,left,0,1.8142944,sub-45732510
left,left,accuracy,NA,NA,NA,18,0,36,right,0,1.5664855,sub-45732510
right,right,accuracy,NA,NA,NA,18,1,37,right,1,1.471715,sub-45732510
right,right,accuracy,NA,NA,NA,19,0,38,left,0,2.1525299,sub-45732510
left,left,accuracy,NA,NA,NA,19,1,39,right,0,1.3345774,sub-45732510
right,right,accuracy,NA,NA,NA,20,0,40,right,1,2.2073212,sub-45732510
left,left,accuracy,NA,NA,NA,20,1,41,left,1,1.4900872,sub-45732510
right,right,accuracy,NA,NA,NA,21,0,42,left,0,1.3813891,sub-45732510
