direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-64067756
left,left,NA,0,0,0,NA,NA,NA,left,1,7.757631753998794,sub-64067756
right,right,NA,0,1,1,NA,NA,NA,right,1,2.401453742999365,sub-64067756
left,left,NA,1,0,2,NA,NA,NA,right,0,3.3698174369983462,sub-64067756
right,right,NA,1,1,3,NA,NA,NA,right,1,5.629510417000347,sub-64067756
left,left,NA,2,0,4,NA,NA,NA,right,0,3.5689249169990944,sub-64067756
right,right,NA,2,1,5,NA,NA,NA,right,1,3.1716712119996373,sub-64067756
left,left,NA,3,0,6,NA,NA,NA,right,0,3.7894801139991614,sub-64067756
right,right,NA,3,1,7,NA,NA,NA,left,0,3.2945919489993685,sub-64067756
right,right,NA,4,0,8,NA,NA,NA,right,1,2.8334499369993864,sub-64067756
left,left,NA,4,1,9,NA,NA,NA,left,1,3.027839148000566,sub-64067756
left,left,NA,5,0,10,NA,NA,NA,left,1,3.383901541999876,sub-64067756
right,right,NA,5,1,11,NA,NA,NA,right,1,1.535494588999427,sub-64067756
right,right,NA,6,0,12,NA,NA,NA,left,0,2.902208317000259,sub-64067756
left,left,NA,6,1,13,NA,NA,NA,right,0,1.2571033610001905,sub-64067756
left,left,NA,7,0,14,NA,NA,NA,left,1,3.0241922900004283,sub-64067756
right,right,NA,7,1,15,NA,NA,NA,right,1,1.160453647000395,sub-64067756
right,right,NA,8,0,16,NA,NA,NA,left,0,1.451423090999015,sub-64067756
left,left,NA,8,1,17,NA,NA,NA,left,1,4.730723726999713,sub-64067756
left,left,NA,9,0,18,NA,NA,NA,left,1,2.970800586999758,sub-64067756
right,right,NA,9,1,19,NA,NA,NA,right,1,2.78091983700142,sub-64067756
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-64067756
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-64067756
right,right,speed,NA,NA,NA,0,0,0,left,0,1.3298482049995073,sub-64067756
left,left,speed,NA,NA,NA,0,1,1,left,1,2.3667414629999257,sub-64067756
right,right,speed,NA,NA,NA,1,0,2,right,1,1.6507979950001754,sub-64067756
left,left,speed,NA,NA,NA,1,1,3,left,1,2.438485041999229,sub-64067756
right,right,speed,NA,NA,NA,2,0,4,right,1,1.2523514879994764,sub-64067756
left,left,speed,NA,NA,NA,2,1,5,left,1,1.0502632909992826,sub-64067756
left,left,speed,NA,NA,NA,3,0,6,left,1,1.5231004189990929,sub-64067756
right,right,speed,NA,NA,NA,3,1,7,right,1,1.3122100470009173,sub-64067756
left,left,speed,NA,NA,NA,4,0,8,left,1,1.5179356790013117,sub-64067756
right,right,speed,NA,NA,NA,4,1,9,right,1,1.4638503589994798,sub-64067756
left,left,speed,NA,NA,NA,5,0,10,left,1,1.1228392949997217,sub-64067756
right,right,speed,NA,NA,NA,5,1,11,right,1,1.6623397640014446,sub-64067756
left,left,speed,NA,NA,NA,6,0,12,left,1,1.0371677849998375,sub-64067756
right,right,speed,NA,NA,NA,6,1,13,right,1,1.8865520849994937,sub-64067756
left,left,speed,NA,NA,NA,7,0,14,left,1,2.582143558000098,sub-64067756
right,right,speed,NA,NA,NA,7,1,15,right,1,1.1052428709990636,sub-64067756
right,right,speed,NA,NA,NA,8,0,16,right,1,2.354902500999742,sub-64067756
left,left,speed,NA,NA,NA,8,1,17,left,1,0.8188432950009883,sub-64067756
left,left,speed,NA,NA,NA,9,0,18,left,1,2.139543238999977,sub-64067756
right,right,speed,NA,NA,NA,9,1,19,right,1,1.5547652109999035,sub-64067756
left,left,speed,NA,NA,NA,10,0,20,left,1,2.691938451000169,sub-64067756
right,right,speed,NA,NA,NA,10,1,21,right,1,1.777990802000204,sub-64067756
left,left,speed,NA,NA,NA,11,0,22,left,1,2.917754846999742,sub-64067756
right,right,speed,NA,NA,NA,11,1,23,right,1,1.702094684000258,sub-64067756
left,left,speed,NA,NA,NA,12,0,24,left,1,1.021142008001334,sub-64067756
right,right,speed,NA,NA,NA,12,1,25,right,1,1.5372373629998035,sub-64067756
left,left,speed,NA,NA,NA,13,0,26,right,0,4.166014018999704,sub-64067756
right,right,speed,NA,NA,NA,13,1,27,right,1,0.8314286400000128,sub-64067756
left,left,speed,NA,NA,NA,14,0,28,left,1,2.295471453000573,sub-64067756
right,right,speed,NA,NA,NA,14,1,29,right,1,0.9537505830012378,sub-64067756
left,left,speed,NA,NA,NA,15,0,30,left,1,1.2631190249994688,sub-64067756
right,right,speed,NA,NA,NA,15,1,31,right,1,5.231288662000225,sub-64067756
right,right,speed,NA,NA,NA,16,0,32,right,1,1.208266260999153,sub-64067756
left,left,speed,NA,NA,NA,16,1,33,left,1,0.9184611960008624,sub-64067756
left,left,speed,NA,NA,NA,17,0,34,left,1,1.251877766000689,sub-64067756
right,right,speed,NA,NA,NA,17,1,35,right,1,0.9228427029993328,sub-64067756
right,right,speed,NA,NA,NA,18,0,36,right,1,2.694527448998997,sub-64067756
left,left,speed,NA,NA,NA,18,1,37,left,1,1.6414516709992313,sub-64067756
right,right,speed,NA,NA,NA,19,0,38,right,1,1.218065305998607,sub-64067756
left,left,speed,NA,NA,NA,19,1,39,left,1,3.608945447000224,sub-64067756
left,left,speed,NA,NA,NA,20,0,40,left,1,3.3694723099997645,sub-64067756
right,right,speed,NA,NA,NA,20,1,41,right,1,1.081418481000583,sub-64067756
right,right,speed,NA,NA,NA,21,0,42,right,1,1.0552534140006171,sub-64067756
left,left,speed,NA,NA,NA,21,1,43,left,1,0.9299651900000754,sub-64067756
right,right,speed,NA,NA,NA,22,0,44,right,1,0.852564168999379,sub-64067756
left,left,speed,NA,NA,NA,22,1,45,left,1,0.7206807950005896,sub-64067756
left,left,speed,NA,NA,NA,23,0,46,left,1,1.8038830169989524,sub-64067756
right,right,speed,NA,NA,NA,23,1,47,right,1,3.5553262710000126,sub-64067756
right,right,speed,NA,NA,NA,24,0,48,right,1,2.8070514270002604,sub-64067756
left,left,speed,NA,NA,NA,24,1,49,left,1,3.932530756999768,sub-64067756
right,right,speed,NA,NA,NA,25,0,50,right,1,1.4452095870001358,sub-64067756
left,left,speed,NA,NA,NA,25,1,51,left,1,5.94757265500084,sub-64067756
right,right,speed,NA,NA,NA,26,0,52,right,1,3.359916004999832,sub-64067756
left,left,speed,NA,NA,NA,26,1,53,left,1,0.936984443998881,sub-64067756
right,right,speed,NA,NA,NA,27,0,54,right,1,1.1242528740003763,sub-64067756
left,left,speed,NA,NA,NA,27,1,55,left,1,3.3613615699996444,sub-64067756
left,left,speed,NA,NA,NA,28,0,56,left,1,2.9565955580001173,sub-64067756
right,right,speed,NA,NA,NA,28,1,57,right,1,3.4101955450005335,sub-64067756
