direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53596668
left,left,NA,0,0,0,NA,NA,NA,right,0,20.409104,sub-53596668
right,right,NA,0,1,1,NA,NA,NA,right,1,2.0921748,sub-53596668
left,left,NA,1,0,2,NA,NA,NA,left,1,0.8011267,sub-53596668
right,right,NA,1,1,3,NA,NA,NA,right,1,0.8021669,sub-53596668
left,left,NA,2,0,4,NA,NA,NA,left,1,1.3990636,sub-53596668
right,right,NA,2,1,5,NA,NA,NA,right,1,0.9824434,sub-53596668
right,right,NA,3,0,6,NA,NA,NA,left,0,1.1322363,sub-53596668
left,left,NA,3,1,7,NA,NA,NA,right,0,0.8101934,sub-53596668
left,left,NA,4,0,8,NA,NA,NA,left,1,1.138274,sub-53596668
right,right,NA,4,1,9,NA,NA,NA,left,0,0.7394334,sub-53596668
left,left,NA,5,0,10,NA,NA,NA,left,1,1.2166819,sub-53596668
right,right,NA,5,1,11,NA,NA,NA,right,1,1.0569982,sub-53596668
right,right,NA,6,0,12,NA,NA,NA,right,1,0.9069122,sub-53596668
left,left,NA,6,1,13,NA,NA,NA,right,0,0.886083,sub-53596668
right,right,NA,7,0,14,NA,NA,NA,right,1,0.9647414,sub-53596668
left,left,NA,7,1,15,NA,NA,NA,right,0,0.8843897,sub-53596668
left,left,NA,8,0,16,NA,NA,NA,left,1,0.7090139,sub-53596668
right,right,NA,8,1,17,NA,NA,NA,left,0,0.7581089,sub-53596668
right,right,NA,9,0,18,NA,NA,NA,right,1,0.4797846,sub-53596668
left,left,NA,9,1,19,NA,NA,NA,right,0,0.9573734,sub-53596668
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53596668
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53596668
right,right,accuracy,NA,NA,NA,0,0,0,right,1,1.0884663,sub-53596668
left,left,accuracy,NA,NA,NA,0,1,1,right,0,0.8801637,sub-53596668
right,right,accuracy,NA,NA,NA,1,0,2,left,0,0.8678733,sub-53596668
