direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53235608
left,left,NA,0,0,0,NA,NA,NA,right,0,9.575039832969196,sub-53235608
right,right,NA,0,1,1,NA,NA,NA,left,0,6.148616624996066,sub-53235608
right,right,NA,1,0,2,NA,NA,NA,right,1,5.966990375076421,sub-53235608
left,left,NA,1,1,3,NA,NA,NA,right,0,5.7723954590037465,sub-53235608
right,right,NA,2,0,4,NA,NA,NA,right,1,5.746743958094157,sub-53235608
left,left,NA,2,1,5,NA,NA,NA,left,1,3.6169172500958666,sub-53235608
left,left,NA,3,0,6,NA,NA,NA,left,1,2.616806000005454,sub-53235608
right,right,NA,3,1,7,NA,NA,NA,right,1,3.248326166998595,sub-53235608
left,left,NA,4,0,8,NA,NA,NA,right,0,2.9618838749593124,sub-53235608
right,right,NA,4,1,9,NA,NA,NA,right,1,4.083926207968034,sub-53235608
left,left,NA,5,0,10,NA,NA,NA,right,0,5.54348975000903,sub-53235608
right,right,NA,5,1,11,NA,NA,NA,left,0,5.291528042056598,sub-53235608
right,right,NA,6,0,12,NA,NA,NA,right,1,3.721321249962784,sub-53235608
left,left,NA,6,1,13,NA,NA,NA,right,0,1.308571625035256,sub-53235608
left,left,NA,7,0,14,NA,NA,NA,left,1,4.654316541971639,sub-53235608
right,right,NA,7,1,15,NA,NA,NA,left,0,3.1216435419628397,sub-53235608
left,left,NA,8,0,16,NA,NA,NA,left,1,5.463333582971245,sub-53235608
right,right,NA,8,1,17,NA,NA,NA,right,1,1.0402069160481917,sub-53235608
right,right,NA,9,0,18,NA,NA,NA,right,1,0.9264295829925686,sub-53235608
left,left,NA,9,1,19,NA,NA,NA,left,1,0.7703890419797972,sub-53235608
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53235608
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53235608
right,right,speed,NA,NA,NA,0,0,0,right,1,0.5982938749948516,sub-53235608
left,left,speed,NA,NA,NA,0,1,1,left,1,0.9101355840684846,sub-53235608
left,left,speed,NA,NA,NA,1,0,2,right,0,1.290567334042862,sub-53235608
right,right,speed,NA,NA,NA,1,1,3,right,1,1.144032541080378,sub-53235608
left,left,speed,NA,NA,NA,2,0,4,left,1,0.6600784580223262,sub-53235608
right,right,speed,NA,NA,NA,2,1,5,right,1,0.6369157080771402,sub-53235608
right,right,speed,NA,NA,NA,3,0,6,right,1,0.6309989170404151,sub-53235608
left,left,speed,NA,NA,NA,3,1,7,left,1,0.7830993749666959,sub-53235608
right,right,speed,NA,NA,NA,4,0,8,right,1,0.6327260420657694,sub-53235608
left,left,speed,NA,NA,NA,4,1,9,left,1,0.6913179169641808,sub-53235608
right,right,speed,NA,NA,NA,5,0,10,right,1,0.7268771670060232,sub-53235608
left,left,speed,NA,NA,NA,5,1,11,left,1,2.5490102079929784,sub-53235608
left,left,speed,NA,NA,NA,6,0,12,left,1,1.2180678329896182,sub-53235608
right,right,speed,NA,NA,NA,6,1,13,right,1,0.6564639999996871,sub-53235608
left,left,speed,NA,NA,NA,7,0,14,left,1,0.6598582909209654,sub-53235608
right,right,speed,NA,NA,NA,7,1,15,right,1,0.521303458022885,sub-53235608
right,right,speed,NA,NA,NA,8,0,16,right,1,3.4098122500581667,sub-53235608
left,left,speed,NA,NA,NA,8,1,17,left,1,0.7092818330274895,sub-53235608
right,right,speed,NA,NA,NA,9,0,18,left,0,1.1719844579929486,sub-53235608
left,left,speed,NA,NA,NA,9,1,19,left,1,0.8983723340788856,sub-53235608
left,left,speed,NA,NA,NA,10,0,20,left,1,2.7675605409312993,sub-53235608
right,right,speed,NA,NA,NA,10,1,21,right,1,0.7240755000384524,sub-53235608
right,right,speed,NA,NA,NA,11,0,22,left,0,1.4984452499775216,sub-53235608
left,left,speed,NA,NA,NA,11,1,23,left,1,2.221257917000912,sub-53235608
left,left,speed,NA,NA,NA,12,0,24,left,1,1.3980840840376914,sub-53235608
right,right,speed,NA,NA,NA,12,1,25,right,1,0.6040787909878418,sub-53235608
left,left,speed,NA,NA,NA,13,0,26,left,1,0.6823671660386026,sub-53235608
right,right,speed,NA,NA,NA,13,1,27,right,1,0.8794760830933228,sub-53235608
left,left,speed,NA,NA,NA,14,0,28,left,1,0.9597652499796824,sub-53235608
right,right,speed,NA,NA,NA,14,1,29,right,1,0.6705106250010431,sub-53235608
left,left,speed,NA,NA,NA,15,0,30,left,1,0.6450645829318091,sub-53235608
right,right,speed,NA,NA,NA,15,1,31,right,1,0.6174112079897895,sub-53235608
left,left,speed,NA,NA,NA,16,0,32,left,1,0.6542959170183167,sub-53235608
right,right,speed,NA,NA,NA,16,1,33,right,1,1.078172874986194,sub-53235608
right,right,speed,NA,NA,NA,17,0,34,right,1,2.1458489999640733,sub-53235608
left,left,speed,NA,NA,NA,17,1,35,left,1,0.8675880830269307,sub-53235608
right,right,speed,NA,NA,NA,18,0,36,right,1,0.9482088750228286,sub-53235608
left,left,speed,NA,NA,NA,18,1,37,left,1,0.625235875020735,sub-53235608
right,right,speed,NA,NA,NA,19,0,38,right,1,0.5823400410590693,sub-53235608
left,left,speed,NA,NA,NA,19,1,39,left,1,0.6407872919226065,sub-53235608
right,right,speed,NA,NA,NA,20,0,40,right,1,0.6663373329211026,sub-53235608
left,left,speed,NA,NA,NA,20,1,41,left,1,1.2001916250446811,sub-53235608
right,right,speed,NA,NA,NA,21,0,42,left,0,3.771080708014779,sub-53235608
left,left,speed,NA,NA,NA,21,1,43,left,1,0.6920189580414444,sub-53235608
right,right,speed,NA,NA,NA,22,0,44,right,1,0.5734324589138851,sub-53235608
left,left,speed,NA,NA,NA,22,1,45,left,1,3.5976344590308145,sub-53235608
right,right,speed,NA,NA,NA,23,0,46,left,0,1.3252947919536382,sub-53235608
left,left,speed,NA,NA,NA,23,1,47,left,1,0.6999119590036571,sub-53235608
left,left,speed,NA,NA,NA,24,0,48,left,1,1.5620714999968186,sub-53235608
right,right,speed,NA,NA,NA,24,1,49,right,1,1.8557912500109524,sub-53235608
left,left,speed,NA,NA,NA,25,0,50,right,0,1.040166542050429,sub-53235608
right,right,speed,NA,NA,NA,25,1,51,left,0,1.9992884170496836,sub-53235608
right,right,speed,NA,NA,NA,26,0,52,left,0,1.5004298330750316,sub-53235608
left,left,speed,NA,NA,NA,26,1,53,right,0,2.1896265419200063,sub-53235608
left,left,speed,NA,NA,NA,27,0,54,right,0,0.9940987910376862,sub-53235608
right,right,speed,NA,NA,NA,27,1,55,right,1,0.8879921248881146,sub-53235608
right,right,speed,NA,NA,NA,28,0,56,left,0,1.2563846250995994,sub-53235608
left,left,speed,NA,NA,NA,28,1,57,left,1,0.9269189999904484,sub-53235608
right,right,speed,NA,NA,NA,29,0,58,right,1,1.1765236250357702,sub-53235608
left,left,speed,NA,NA,NA,29,1,59,left,1,3.0654084999114275,sub-53235608
NA,NA,speed,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-53235608
left,left,accuracy,NA,NA,NA,0,0,0,left,1,3.477313416893594,sub-53235608
right,right,accuracy,NA,NA,NA,0,1,1,right,1,0.7991637079976499,sub-53235608
right,right,accuracy,NA,NA,NA,1,0,2,right,1,1.01509766606614,sub-53235608
left,left,accuracy,NA,NA,NA,1,1,3,left,1,1.6641282089985907,sub-53235608
left,left,accuracy,NA,NA,NA,2,0,4,left,1,0.9317906249780208,sub-53235608
right,right,accuracy,NA,NA,NA,2,1,5,right,1,0.8890759999630973,sub-53235608
left,left,accuracy,NA,NA,NA,3,0,6,left,1,1.2546305420110002,sub-53235608
right,right,accuracy,NA,NA,NA,3,1,7,right,1,0.7982144999550655,sub-53235608
right,right,accuracy,NA,NA,NA,4,0,8,right,1,1.2979072500020266,sub-53235608
left,left,accuracy,NA,NA,NA,4,1,9,left,1,0.9928157500689848,sub-53235608
left,left,accuracy,NA,NA,NA,5,0,10,left,1,2.2314379999879748,sub-53235608
right,right,accuracy,NA,NA,NA,5,1,11,right,1,0.6947279160376638,sub-53235608
left,left,accuracy,NA,NA,NA,6,0,12,left,1,0.916594833950512,sub-53235608
right,right,accuracy,NA,NA,NA,6,1,13,right,1,0.606424874975346,sub-53235608
right,right,accuracy,NA,NA,NA,7,0,14,right,1,0.9410387079697102,sub-53235608
left,left,accuracy,NA,NA,NA,7,1,15,left,1,1.6367719590198249,sub-53235608
