direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-18479025
right,right,NA,0,0,0,NA,NA,NA,right,1,1.6277123,sub-18479025
left,left,NA,0,1,1,NA,NA,NA,left,1,0.7448684,sub-18479025
left,left,NA,1,0,2,NA,NA,NA,right,0,1.7085544,sub-18479025
right,right,NA,1,1,3,NA,NA,NA,right,1,1.7010276,sub-18479025
left,left,NA,2,0,4,NA,NA,NA,left,1,1.0139841,sub-18479025
right,right,NA,2,1,5,NA,NA,NA,right,1,3.1515315,sub-18479025
left,left,NA,3,0,6,NA,NA,NA,left,1,2.2222134,sub-18479025
right,right,NA,3,1,7,NA,NA,NA,left,0,1.1260741,sub-18479025
right,right,NA,4,0,8,NA,NA,NA,left,0,2.1658095,sub-18479025
left,left,NA,4,1,9,NA,NA,NA,right,0,4.5543212,sub-18479025
right,right,NA,5,0,10,NA,NA,NA,right,1,2.7087835,sub-18479025
left,left,NA,5,1,11,NA,NA,NA,right,0,2.3382409,sub-18479025
right,right,NA,6,0,12,NA,NA,NA,right,1,2.0515353,sub-18479025
left,left,NA,6,1,13,NA,NA,NA,left,1,2.9617106,sub-18479025
right,right,NA,7,0,14,NA,NA,NA,right,1,2.3036651,sub-18479025
left,left,NA,7,1,15,NA,NA,NA,left,1,0.9560846,sub-18479025
right,right,NA,8,0,16,NA,NA,NA,right,1,1.2049589,sub-18479025
left,left,NA,8,1,17,NA,NA,NA,left,1,0.8786282,sub-18479025
left,left,NA,9,0,18,NA,NA,NA,left,1,0.6275223,sub-18479025
right,right,NA,9,1,19,NA,NA,NA,right,1,0.7602062,sub-18479025
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-18479025
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-18479025
right,right,accuracy,NA,NA,NA,0,0,0,right,1,2.4400616,sub-18479025
left,left,accuracy,NA,NA,NA,0,1,1,left,1,2.3431055,sub-18479025
right,right,accuracy,NA,NA,NA,1,0,2,right,1,1.3614998,sub-18479025
left,left,accuracy,NA,NA,NA,1,1,3,right,0,6.4922716,sub-18479025
left,left,accuracy,NA,NA,NA,2,0,4,left,1,1.9187524,sub-18479025
right,right,accuracy,NA,NA,NA,2,1,5,right,1,2.1974685,sub-18479025
right,right,accuracy,NA,NA,NA,3,0,6,left,0,1.0326637,sub-18479025
left,left,accuracy,NA,NA,NA,3,1,7,left,1,2.0462148,sub-18479025
left,left,accuracy,NA,NA,NA,4,0,8,right,0,2.9290044,sub-18479025
right,right,accuracy,NA,NA,NA,4,1,9,right,1,0.9805675,sub-18479025
left,left,accuracy,NA,NA,NA,5,0,10,right,0,3.1961497,sub-18479025
right,right,accuracy,NA,NA,NA,5,1,11,left,0,2.7653224,sub-18479025
left,left,accuracy,NA,NA,NA,6,0,12,right,0,2.0170461,sub-18479025
right,right,accuracy,NA,NA,NA,6,1,13,right,1,3.6614046,sub-18479025
right,right,accuracy,NA,NA,NA,7,0,14,right,1,2.5017961,sub-18479025
left,left,accuracy,NA,NA,NA,7,1,15,left,1,3.0673245,sub-18479025
