direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-43368609
right,right,NA,0,0,0,NA,NA,NA,right,1,13.0326746,sub-43368609
left,left,NA,0,1,1,NA,NA,NA,left,1,3.0801189,sub-43368609
right,right,NA,1,0,2,NA,NA,NA,right,1,6.0059936,sub-43368609
left,left,NA,1,1,3,NA,NA,NA,right,0,1.3870264,sub-43368609
left,left,NA,2,0,4,NA,NA,NA,left,1,4.2878756,sub-43368609
right,right,NA,2,1,5,NA,NA,NA,left,0,1.1724881,sub-43368609
right,right,NA,3,0,6,NA,NA,NA,right,1,1.7962345,sub-43368609
left,left,NA,3,1,7,NA,NA,NA,left,1,5.8007281,sub-43368609
left,left,NA,4,0,8,NA,NA,NA,left,1,2.5946767,sub-43368609
right,right,NA,4,1,9,NA,NA,NA,right,1,3.0729903,sub-43368609
left,left,NA,5,0,10,NA,NA,NA,right,0,2.2386155,sub-43368609
right,right,NA,5,1,11,NA,NA,NA,left,0,1.7736489,sub-43368609
right,right,NA,6,0,12,NA,NA,NA,left,0,1.5730768,sub-43368609
left,left,NA,6,1,13,NA,NA,NA,right,0,2.9525437,sub-43368609
left,left,NA,7,0,14,NA,NA,NA,right,0,1.7628972,sub-43368609
right,right,NA,7,1,15,NA,NA,NA,left,0,2.3669672,sub-43368609
left,left,NA,8,0,16,NA,NA,NA,left,1,0.9293999,sub-43368609
right,right,NA,8,1,17,NA,NA,NA,right,1,3.1099102,sub-43368609
right,right,NA,9,0,18,NA,NA,NA,right,1,1.7401151,sub-43368609
left,left,NA,9,1,19,NA,NA,NA,left,1,1.250646,sub-43368609
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-43368609
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-43368609
left,left,speed,NA,NA,NA,0,0,0,left,1,0.9129562,sub-43368609
right,right,speed,NA,NA,NA,0,1,1,right,1,0.8154197,sub-43368609
right,right,speed,NA,NA,NA,1,0,2,right,1,0.9497261,sub-43368609
left,left,speed,NA,NA,NA,1,1,3,left,1,0.6851889,sub-43368609
right,right,speed,NA,NA,NA,2,0,4,right,1,1.1792108,sub-43368609
left,left,speed,NA,NA,NA,2,1,5,left,1,1.1288053,sub-43368609
left,left,speed,NA,NA,NA,3,0,6,left,1,0.941389,sub-43368609
right,right,speed,NA,NA,NA,3,1,7,right,1,0.7397903,sub-43368609
right,right,speed,NA,NA,NA,4,0,8,right,1,0.8667502,sub-43368609
left,left,speed,NA,NA,NA,4,1,9,left,1,0.8993583,sub-43368609
left,left,speed,NA,NA,NA,5,0,10,right,0,1.2787189,sub-43368609
right,right,speed,NA,NA,NA,5,1,11,right,1,1.0297459,sub-43368609
left,left,speed,NA,NA,NA,6,0,12,left,1,0.7209019,sub-43368609
right,right,speed,NA,NA,NA,6,1,13,right,1,0.9184086,sub-43368609
left,left,speed,NA,NA,NA,7,0,14,right,0,1.2417242,sub-43368609
right,right,speed,NA,NA,NA,7,1,15,left,0,0.7239626,sub-43368609
left,left,speed,NA,NA,NA,8,0,16,left,1,1.4366252,sub-43368609
right,right,speed,NA,NA,NA,8,1,17,right,1,1.5363176,sub-43368609
right,right,speed,NA,NA,NA,9,0,18,right,1,1.1649174,sub-43368609
left,left,speed,NA,NA,NA,9,1,19,left,1,0.9382036,sub-43368609
right,right,speed,NA,NA,NA,10,0,20,left,0,3.0156933,sub-43368609
left,left,speed,NA,NA,NA,10,1,21,right,0,4.281706,sub-43368609
right,right,speed,NA,NA,NA,11,0,22,right,1,1.6902954,sub-43368609
left,left,speed,NA,NA,NA,11,1,23,right,0,0.6307073,sub-43368609
