direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,respDots.keys,respDots.corr,respDots.rt,participant
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-12063050
right,right,NA,0,0,0,NA,NA,NA,right,1,1.0330837,sub-12063050
left,left,NA,0,1,1,NA,NA,NA,left,1,1.1919136,sub-12063050
left,left,NA,1,0,2,NA,NA,NA,right,0,1.2326822,sub-12063050
right,right,NA,1,1,3,NA,NA,NA,right,1,0.8617217,sub-12063050
left,left,NA,2,0,4,NA,NA,NA,left,1,0.7246601,sub-12063050
right,right,NA,2,1,5,NA,NA,NA,right,1,0.7516224,sub-12063050
left,left,NA,3,0,6,NA,NA,NA,left,1,0.6401061,sub-12063050
right,right,NA,3,1,7,NA,NA,NA,right,1,1.6116999,sub-12063050
right,right,NA,4,0,8,NA,NA,NA,right,1,1.1121749,sub-12063050
left,left,NA,4,1,9,NA,NA,NA,left,1,0.8651698,sub-12063050
left,left,NA,5,0,10,NA,NA,NA,left,1,0.7931476,sub-12063050
right,right,NA,5,1,11,NA,NA,NA,right,1,0.7791473,sub-12063050
left,left,NA,6,0,12,NA,NA,NA,left,1,1.2074722,sub-12063050
right,right,NA,6,1,13,NA,NA,NA,right,1,2.7255942,sub-12063050
right,right,NA,7,0,14,NA,NA,NA,left,0,2.0546985,sub-12063050
left,left,NA,7,1,15,NA,NA,NA,left,1,1.0247737,sub-12063050
right,right,NA,8,0,16,NA,NA,NA,right,1,1.0466957,sub-12063050
left,left,NA,8,1,17,NA,NA,NA,left,1,0.7777309,sub-12063050
right,right,NA,9,0,18,NA,NA,NA,right,1,1.0863596,sub-12063050
left,left,NA,9,1,19,NA,NA,NA,right,0,0.9832889,sub-12063050
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-12063050
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sub-12063050
left,left,accuracy,NA,NA,NA,0,0,0,left,1,1.2891712,sub-12063050
right,right,accuracy,NA,NA,NA,0,1,1,right,1,1.1805913,sub-12063050
right,right,accuracy,NA,NA,NA,1,0,2,left,0,2.0461606,sub-12063050
left,left,accuracy,NA,NA,NA,1,1,3,right,0,2.1460709,sub-12063050
left,left,accuracy,NA,NA,NA,2,0,4,left,1,1.0498363,sub-12063050
right,right,accuracy,NA,NA,NA,2,1,5,right,1,1.2829043,sub-12063050
right,right,accuracy,NA,NA,NA,3,0,6,left,0,2.7887984,sub-12063050
left,left,accuracy,NA,NA,NA,3,1,7,left,1,1.0517192,sub-12063050
right,right,accuracy,NA,NA,NA,4,0,8,right,1,1.1521859,sub-12063050
left,left,accuracy,NA,NA,NA,4,1,9,left,1,1.141387,sub-12063050
left,left,accuracy,NA,NA,NA,5,0,10,left,1,1.3059279,sub-12063050
right,right,accuracy,NA,NA,NA,5,1,11,right,1,1.0884553,sub-12063050
right,right,accuracy,NA,NA,NA,6,0,12,right,1,1.1538188,sub-12063050
left,left,accuracy,NA,NA,NA,6,1,13,right,0,1.6047337,sub-12063050
left,left,accuracy,NA,NA,NA,7,0,14,left,1,1.3843018,sub-12063050
right,right,accuracy,NA,NA,NA,7,1,15,right,1,1.9005634,sub-12063050
left,left,accuracy,NA,NA,NA,8,0,16,left,1,1.2608452,sub-12063050
right,right,accuracy,NA,NA,NA,8,1,17,right,1,1.2719413,sub-12063050
right,right,accuracy,NA,NA,NA,9,0,18,right,1,1.6492854,sub-12063050
left,left,accuracy,NA,NA,NA,9,1,19,left,1,1.3348473,sub-12063050
left,left,accuracy,NA,NA,NA,10,0,20,left,1,1.8296552,sub-12063050
right,right,accuracy,NA,NA,NA,10,1,21,right,1,1.7196315,sub-12063050
right,right,accuracy,NA,NA,NA,11,0,22,right,1,1.0042487,sub-12063050
left,left,accuracy,NA,NA,NA,11,1,23,left,1,1.2166666,sub-12063050
left,left,accuracy,NA,NA,NA,12,0,24,left,1,1.4334838,sub-12063050
right,right,accuracy,NA,NA,NA,12,1,25,right,1,1.0754781,sub-12063050
right,right,accuracy,NA,NA,NA,13,0,26,right,1,3.6266576,sub-12063050
left,left,accuracy,NA,NA,NA,13,1,27,left,1,0.8727804,sub-12063050
right,right,accuracy,NA,NA,NA,14,0,28,right,1,1.6154254,sub-12063050
left,left,accuracy,NA,NA,NA,14,1,29,left,1,1.0525534,sub-12063050
right,right,accuracy,NA,NA,NA,15,0,30,right,1,0.9619691,sub-12063050
left,left,accuracy,NA,NA,NA,15,1,31,left,1,0.7989936,sub-12063050
left,left,accuracy,NA,NA,NA,16,0,32,left,1,3.7493781,sub-12063050
right,right,accuracy,NA,NA,NA,16,1,33,right,1,1.0504916,sub-12063050
right,right,accuracy,NA,NA,NA,17,0,34,right,1,1.2999817,sub-12063050
left,left,accuracy,NA,NA,NA,17,1,35,left,1,1.1640164,sub-12063050
right,right,accuracy,NA,NA,NA,18,0,36,right,1,1.9237026,sub-12063050
left,left,accuracy,NA,NA,NA,18,1,37,left,1,0.9810827,sub-12063050
right,right,accuracy,NA,NA,NA,19,0,38,right,1,0.7715505,sub-12063050
left,left,accuracy,NA,NA,NA,19,1,39,left,1,0.9374912,sub-12063050
right,right,accuracy,NA,NA,NA,20,0,40,right,1,1.2130639,sub-12063050
left,left,accuracy,NA,NA,NA,20,1,41,left,1,3.6103828,sub-12063050
left,left,accuracy,NA,NA,NA,21,0,42,right,0,0.955539,sub-12063050
right,right,accuracy,NA,NA,NA,21,1,43,right,1,2.8395939,sub-12063050
right,right,accuracy,NA,NA,NA,22,0,44,right,1,1.1885499,sub-12063050
left,left,accuracy,NA,NA,NA,22,1,45,left,1,1.1929914,sub-12063050
right,right,accuracy,NA,NA,NA,23,0,46,right,1,2.7665995,sub-12063050
left,left,accuracy,NA,NA,NA,23,1,47,left,1,0.9882212,sub-12063050
right,right,accuracy,NA,NA,NA,24,0,48,right,1,0.9312027,sub-12063050
left,left,accuracy,NA,NA,NA,24,1,49,left,1,0.8233495,sub-12063050
left,left,accuracy,NA,NA,NA,25,0,50,left,1,0.9969572,sub-12063050
right,right,accuracy,NA,NA,NA,25,1,51,right,1,1.0134951,sub-12063050
